wash,garment,Before transfer,After transfer,value,band
W034,G2,1,0,-1,1
W034,G2,0,2,2,6
W034,G3,1,0,-1,1
W034,G3,1,1,0,6
W034,G4,0,1,1,1
W034,G4,0,1,1,6
W034,G5,1,1,0,1
W034,G5,0,5,5,6
W035,G1,0,2,2,1
W035,G1,0,0,0,2
W035,G1,0,1,1,3
W035,G1,1,0,-1,6
W035,G1,0,2,2,7
W035,G1,0,0,0,8
W035,G2,0,0,0,1
W035,G2,0,5,5,2
W035,G2,0,1,1,3
W035,G2,0,3,3,6
W035,G2,0,0,0,7
W035,G2,0,0,0,8
W035,G3,0,1,1,1
W035,G3,0,0,0,2
W035,G3,0,1,1,3
W035,G3,1,0,-1,6
W035,G3,0,1,1,7
W035,G3,0,3,3,8
W035,G4,0,0,0,1
W035,G4,0,1,1,2
W035,G4,0,1,1,3
W035,G4,0,0,0,6
W035,G4,0,0,0,7
W035,G4,0,1,1,8
W035,G5,0,2,2,1
W035,G5,0,0,0,2
W035,G5,0,3,3,3
W035,G5,0,1,1,6
W035,G5,0,3,3,7
W035,G5,0,1,1,8
W036,G1,0,9,9,1
W036,G1,0,0,0,4
W036,G1,0,0,0,6
W036,G1,0,0,0,9
W036,G2,0,1,1,1
W036,G2,0,0,0,4
W036,G2,0,1,1,6
W036,G2,0,8,8,9
W036,G3,0,1,1,1
W036,G3,0,1,1,4
W036,G3,0,1,1,6
W036,G3,0,1,1,9
W036,G4,0,1,1,1
W036,G4,0,1,1,4
W036,G4,0,2,2,6
W036,G4,1,1,0,9
W036,G5,0,2,2,1
W036,G5,0,2,2,4
W036,G5,0,0,0,6
W036,G5,0,0,0,9
W037,G1,0,0,0,1
W037,G1,0,1,1,2
W037,G1,0,0,0,3
W037,G1,0,1,1,6
W037,G1,0,1,1,7
W037,G1,0,2,2,8
W037,G2,0,1,1,1
W037,G2,0,1,1,2
W037,G2,0,0,0,3
W037,G2,0,0,0,6
W037,G2,0,0,0,7
W037,G2,0,1,1,8
W037,G3,0,1,1,1
W037,G3,0,0,0,2
W037,G3,0,0,0,3
W037,G3,0,0,0,6
W037,G3,0,2,2,7
W037,G3,1,1,0,8
W037,G4,0,0,0,1
W037,G4,0,0,0,2
W037,G4,0,0,0,3
W037,G4,0,0,0,6
W037,G4,0,0,0,7
W037,G4,0,0,0,8
W037,G5,0,3,3,1
W037,G5,0,0,0,2
W037,G5,0,0,0,3
W037,G5,0,3,3,6
W037,G5,0,3,3,7
W037,G5,0,2,2,8
W038,G1,0,3,3,1
W038,G1,2,0,-2,6
W038,G2,0,1,1,1
W038,G2,0,3,3,6
W038,G3,1,1,0,1
W038,G3,0,1,1,6
W038,G4,0,0,0,1
W038,G4,0,1,1,6
W038,G5,1,1,0,1
W038,G5,0,2,2,6
W039,G1,0,0,0,1
W039,G1,0,3,3,2
W039,G1,0,1,1,3
W039,G1,0,0,0,6
W039,G1,0,0,0,7
W039,G1,0,0,0,8
W039,G2,0,1,1,1
W039,G2,0,1,1,2
W039,G2,0,1,1,3
W039,G2,0,1,1,6
W039,G2,0,2,2,7
W039,G2,0,0,0,8
W039,G3,0,0,0,1
W039,G3,0,1,1,2
W039,G3,0,1,1,3
W039,G3,0,1,1,6
W039,G3,1,1,0,7
W039,G3,0,4,4,8
W039,G4,2,2,0,1
W039,G4,0,3,3,2
W039,G4,0,0,0,3
W039,G4,0,1,1,6
W039,G4,0,0,0,7
W039,G4,0,0,0,8
W039,G5,0,2,2,1
W039,G5,0,2,2,2
W039,G5,0,0,0,3
W039,G5,0,2,2,6
W039,G5,0,0,0,7
W039,G5,0,1,1,8
W040,G1,0,0,0,1
W040,G1,0,0,0,6
W040,G2,0,1,1,1
W040,G2,0,1,1,6
W040,G3,0,0,0,1
W040,G3,1,2,1,6
W040,G4,0,0,0,1
W040,G4,0,0,0,6
W040,G5,0,0,0,1
W040,G5,0,8,8,6
W041,G1,0,1,1,10
W041,G1,0,0,0,1
W041,G1,0,0,0,2
W041,G1,1,0,-1,3
W041,G1,2,0,-2,4
W041,G1,0,1,1,5
W041,G1,0,0,0,6
W041,G1,0,2,2,7
W041,G1,0,1,1,8
W041,G1,0,0,0,9
W041,G2,1,1,0,10
W041,G2,0,0,0,1
W041,G2,3,2,-1,2
W041,G2,1,3,2,3
W041,G2,0,0,0,4
W041,G2,0,2,2,5
W041,G2,0,1,1,6
W041,G2,1,2,1,7
W041,G2,1,0,-1,8
W041,G2,0,1,1,9
W041,G3,2,3,1,10
W041,G3,0,2,2,1
W041,G3,0,1,1,2
W041,G3,0,1,1,3
W041,G3,0,1,1,4
W041,G3,0,1,1,5
W041,G3,1,1,0,6
W041,G3,0,3,3,7
W041,G3,0,0,0,8
W041,G3,0,0,0,9
W041,G4,0,1,1,10
W041,G4,0,0,0,1
W041,G4,0,1,1,2
W041,G4,0,0,0,3
W041,G4,0,1,1,4
W041,G4,0,0,0,5
W041,G4,0,0,0,6
W041,G4,1,0,-1,7
W041,G4,0,1,1,8
W041,G4,1,2,1,9
W041,G5,0,0,0,10
W041,G5,1,1,0,1
W041,G5,0,2,2,2
W041,G5,0,0,0,3
W041,G5,0,0,0,4
W041,G5,0,1,1,5
W041,G5,0,0,0,6
W041,G5,0,1,1,7
W041,G5,1,0,-1,8
W041,G5,0,0,0,9
W042,G1,0,0,0,1
W042,G1,0,0,0,6
W042,G2,0,0,0,1
W042,G2,0,0,0,6
W042,G3,0,0,0,1
W042,G3,0,0,0,6
W042,G4,0,0,0,1
W042,G4,0,0,0,6
W042,G5,1,0,-1,1
W042,G5,0,0,0,6
W043,G1,0,1,1,1
W043,G1,1,0,-1,2
W043,G1,0,0,0,3
W043,G1,0,1,1,6
W043,G1,0,0,0,7
W043,G1,0,1,1,8
W043,G2,1,3,2,1
W043,G2,0,3,3,2
W043,G2,0,1,1,3
W043,G2,0,0,0,6
W043,G2,0,1,1,7
W043,G2,0,0,0,8
W043,G3,0,0,0,1
W043,G3,0,1,1,2
W043,G3,1,0,-1,3
W043,G3,0,2,2,6
W043,G3,0,1,1,7
W043,G3,0,0,0,8
W043,G4,0,1,1,1
W043,G4,0,0,0,2
W043,G4,0,1,1,3
W043,G4,0,1,1,6
W043,G4,0,1,1,7
W043,G4,0,0,0,8
W043,G5,0,1,1,1
W043,G5,0,0,0,2
W043,G5,0,0,0,3
W043,G5,0,1,1,6
W043,G5,0,1,1,7
W043,G5,0,1,1,8
W044,G1,0,0,0,1
W044,G1,1,0,-1,6
W044,G2,0,3,3,1
W044,G2,0,0,0,6
W044,G3,0,1,1,1
W044,G3,0,1,1,6
W044,G4,0,0,0,1
W044,G4,0,1,1,6
W044,G5,0,1,1,1
W044,G5,0,0,0,6
W045,G1,1,2,1,1
W045,G1,1,0,-1,2
W045,G1,0,0,0,3
W045,G1,0,1,1,6
W045,G1,1,0,-1,7
W045,G1,0,2,2,8
W045,G2,0,0,0,1
W045,G2,0,1,1,2
W045,G2,1,0,-1,3
W045,G2,0,1,1,6
W045,G2,0,0,0,7
W045,G2,0,1,1,8
W045,G3,0,1,1,1
W045,G3,0,0,0,2
W045,G3,0,1,1,3
W045,G3,0,3,3,6
W045,G3,0,2,2,7
W045,G3,0,0,0,8
W045,G4,0,1,1,1
W045,G4,0,0,0,2
W045,G4,0,0,0,3
W045,G4,0,0,0,6
W045,G4,2,3,1,7
W045,G4,0,1,1,8
W045,G5,0,1,1,1
W045,G5,0,1,1,2
W045,G5,0,2,2,3
W045,G5,0,1,1,6
W045,G5,0,1,1,7
W045,G5,0,1,1,8
W046,G1,0,2,2,1
W046,G1,0,0,0,4
W046,G1,0,1,1,6
W046,G1,0,3,3,9
W046,G2,0,1,1,1
W046,G2,0,1,1,4
W046,G2,0,1,1,6
W046,G2,0,1,1,9
W046,G3,0,1,1,1
W046,G3,0,0,0,4
W046,G3,0,1,1,6
W046,G3,0,2,2,9
W046,G4,0,0,0,1
W046,G4,0,1,1,4
W046,G4,0,0,0,6
W046,G4,0,1,1,9
W046,G5,0,0,0,1
W046,G5,0,0,0,4
W046,G5,0,0,0,6
W046,G5,0,1,1,9
W047,G1,1,1,0,1
W047,G1,0,0,0,2
W047,G1,0,0,0,3
W047,G1,0,1,1,6
W047,G1,0,0,0,7
W047,G1,0,1,1,8
W047,G2,0,2,2,1
W047,G2,0,1,1,2
W047,G2,0,1,1,3
W047,G2,0,0,0,6
W047,G2,0,0,0,7
W047,G2,0,0,0,8
W047,G3,0,0,0,1
W047,G3,0,2,2,2
W047,G3,0,1,1,3
W047,G3,0,0,0,6
W047,G3,0,0,0,7
W047,G3,0,0,0,8
W047,G4,0,0,0,1
W047,G4,0,0,0,2
W047,G4,0,1,1,3
W047,G4,0,0,0,6
W047,G4,0,1,1,7
W047,G4,0,2,2,8
W047,G5,0,5,5,1
W047,G5,0,0,0,2
W047,G5,0,1,1,3
W047,G5,0,3,3,6
W047,G5,0,0,0,7
W047,G5,0,4,4,8
W048,G1,0,2,2,1
W048,G1,0,0,0,6
W048,G2,0,1,1,1
W048,G2,0,1,1,6
W048,G3,0,1,1,1
W048,G3,0,0,0,6
W048,G4,0,0,0,1
W048,G4,0,0,0,6
W048,G5,0,0,0,1
W048,G5,0,3,3,6
W049,G1,1,0,-1,1
W049,G1,0,0,0,2
W049,G1,0,0,0,3
W049,G1,0,0,0,6
W049,G1,0,2,2,7
W049,G1,0,0,0,8
W049,G2,0,0,0,1
W049,G2,0,0,0,2
W049,G2,0,0,0,3
W049,G2,0,0,0,6
W049,G2,0,0,0,7
W049,G2,0,0,0,8
W049,G3,0,0,0,1
W049,G3,0,1,1,2
W049,G3,2,0,-2,3
W049,G3,0,0,0,6
W049,G3,0,0,0,7
W049,G3,0,0,0,8
W049,G4,0,0,0,1
W049,G4,0,0,0,2
W049,G4,0,0,0,3
W049,G4,0,0,0,6
W049,G4,0,1,1,7
W049,G4,0,1,1,8
W049,G5,0,0,0,1
W049,G5,0,0,0,2
W049,G5,0,0,0,3
W049,G5,0,1,1,6
W049,G5,0,0,0,7
W049,G5,0,0,0,8
W050,G1,0,0,0,1
W050,G1,0,0,0,6
W050,G2,0,1,1,1
W050,G2,0,0,0,6
W050,G3,0,0,0,1
W050,G3,0,0,0,6
W050,G4,0,0,0,1
W050,G4,0,2,2,6
W050,G5,0,0,0,1
W050,G5,0,0,0,6
W051,G1,0,0,0,10
W051,G1,0,0,0,1
W051,G1,0,0,0,2
W051,G1,1,0,-1,3
W051,G1,0,0,0,4
W051,G1,0,0,0,5
W051,G1,0,1,1,6
W051,G1,0,0,0,7
W051,G1,0,0,0,8
W051,G1,0,0,0,9
W051,G2,0,0,0,10
W051,G2,0,1,1,1
W051,G2,0,0,0,2
W051,G2,0,3,3,3
W051,G2,0,0,0,4
W051,G2,0,0,0,5
W051,G2,0,0,0,6
W051,G2,0,0,0,7
W051,G2,0,2,2,8
W051,G2,0,0,0,9
W051,G3,0,0,0,10
W051,G3,0,0,0,1
W051,G3,0,0,0,2
W051,G3,0,0,0,3
W051,G3,0,0,0,4
W051,G3,0,0,0,5
W051,G3,0,4,4,6
W051,G3,0,0,0,7
W051,G3,0,0,0,8
W051,G3,0,0,0,9
W051,G4,0,0,0,10
W051,G4,0,0,0,1
W051,G4,0,0,0,2
W051,G4,0,0,0,3
W051,G4,0,0,0,4
W051,G4,0,0,0,5
W051,G4,0,0,0,6
W051,G4,0,0,0,7
W051,G4,0,0,0,8
W051,G4,0,1,1,9
W051,G5,1,0,-1,10
W051,G5,0,0,0,1
W051,G5,0,0,0,2
W051,G5,0,0,0,3
W051,G5,0,0,0,4
W051,G5,0,0,0,5
W051,G5,0,0,0,6
W051,G5,0,0,0,7
W051,G5,0,0,0,8
W051,G5,0,0,0,9
