wash,garment,Before transfer,After transfer,value,band
W000,G1,0,6,6,10
W000,G1,0,6,6,1
W000,G1,0,1,1,2
W000,G1,0,7,7,3
W000,G1,0,5,5,4
W000,G1,0,5,5,5
W000,G1,0,8,8,6
W000,G1,0,8,8,7
W000,G1,0,6,6,8
W000,G1,0,7,7,9
W001,G1,0,11,11,10
W001,G1,0,14,14,1
W001,G1,0,2,2,2
W001,G1,0,5,5,3
W001,G1,0,6,6,4
W001,G1,0,16,16,5
W001,G1,0,10,10,6
W001,G1,0,6,6,7
W001,G1,0,11,11,8
W001,G1,0,11,11,9
W002,G1,0,3,3,10
W002,G1,0,4,4,1
W002,G1,0,2,2,2
W002,G1,0,1,1,3
W002,G1,0,1,1,4
W002,G1,0,4,4,5
W002,G1,0,6,6,6
W002,G1,0,2,2,7
W002,G1,0,5,5,8
W002,G1,0,3,3,9
W003,G1,0,3,3,10
W003,G1,0,4,4,1
W003,G1,0,3,3,2
W003,G1,0,0,0,3
W003,G1,0,4,4,4
W003,G1,0,3,3,5
W003,G1,0,3,3,6
W003,G1,1,6,5,7
W003,G1,0,2,2,8
W003,G1,0,7,7,9
W004,G1,0,0,0,10
W004,G1,0,2,2,1
W004,G1,0,5,5,2
W004,G1,0,0,0,3
W004,G1,0,2,2,4
W004,G1,0,2,2,5
W004,G1,0,0,0,6
W004,G1,0,4,4,7
W004,G1,0,0,0,8
W004,G1,0,2,2,9
W005,G1,0,1,1,10
W005,G1,0,1,1,1
W005,G1,0,2,2,2
W005,G1,1,2,1,3
W005,G1,1,0,-1,4
W005,G1,0,2,2,5
W005,G1,0,2,2,6
W005,G1,0,3,3,7
W005,G1,0,1,1,8
W005,G1,0,1,1,9
W006,G1,0,1,1,10
W006,G1,0,3,3,1
W006,G1,0,1,1,2
W006,G1,0,0,0,3
W006,G1,0,0,0,4
W006,G1,0,2,2,5
W006,G1,0,0,0,6
W006,G1,0,1,1,7
W006,G1,0,1,1,8
W006,G1,0,1,1,9
W007,G1,0,0,0,10
W007,G1,1,0,-1,1
W007,G1,0,0,0,2
W007,G1,1,1,0,3
W007,G1,0,1,1,4
W007,G1,0,1,1,5
W007,G1,0,0,0,6
W007,G1,0,1,1,7
W007,G1,0,0,0,8
W007,G1,0,1,1,9
W009,G1,1,1,0,10
W009,G1,2,2,0,1
W009,G1,0,0,0,2
W009,G1,0,1,1,3
W009,G1,0,0,0,4
W009,G1,0,1,1,5
W009,G1,1,1,0,6
W009,G1,0,1,1,7
W009,G1,0,0,0,8
W009,G1,0,0,0,9
W011,G1,0,0,0,10
W011,G1,1,2,1,1
W011,G1,2,0,-2,2
W011,G1,1,1,0,3
W011,G1,0,1,1,4
W011,G1,0,0,0,5
W011,G1,0,2,2,6
W011,G1,0,0,0,7
W011,G1,1,0,-1,8
W011,G1,0,1,1,9
W013,G1,0,4,4,10
W013,G1,2,1,-1,1
W013,G1,0,1,1,2
W013,G1,0,2,2,3
W013,G1,0,3,3,4
W013,G1,0,2,2,5
W013,G1,0,1,1,6
W013,G1,0,2,2,7
W013,G1,0,1,1,8
W013,G1,0,2,2,9
W015,G1,1,2,1,10
W015,G1,2,2,0,1
W015,G1,0,1,1,2
W015,G1,1,3,2,3
W015,G1,1,2,1,4
W015,G1,0,2,2,5
W015,G1,0,0,0,6
W015,G1,0,1,1,7
W015,G1,0,2,2,8
W015,G1,0,2,2,9
