date,exp,wash,garment,band,sample,Before transfer,After transfer,value
20230918,MP,W022,G1,2,B,0,8,8
20230918,MP,W022,G1,3,B,0,3,3
20230918,MP,W022,G1,4,B,0,5,5
20230918,MP,W022,G1,5,B,0,7,7
20230918,MP,W022,G1,6,B,0,4,4
20230918,MP,W022,G1,7,B,0,2,2
20230918,MP,W022,G1,8,B,0,7,7
20230918,MP,W022,G1,9,B,1,5,4
20230918,MP,W022,G2,10,B,0,4,4
20230918,MP,W022,G2,1,B,0,2,2
20230918,MP,W022,G2,2,B,0,4,4
20230918,MP,W022,G2,3,B,0,0,0
20230918,MP,W022,G2,4,B,0,1,1
20230918,MP,W022,G2,5,B,1,4,3
20230918,MP,W022,G2,6,B,0,3,3
20230918,MP,W022,G2,7,B,1,2,1
20230918,MP,W022,G2,8,B,0,11,11
20230918,MP,W022,G2,9,B,0,4,4
20230918,MP,W022,G3,10,B,0,5,5
20230918,MP,W022,G3,1,B,1,8,7
20230918,MP,W022,G3,2,B,0,3,3
20230918,MP,W022,G3,3,B,0,2,2
20230918,MP,W022,G3,4,B,0,6,6
20230918,MP,W022,G3,5,B,0,4,4
20230918,MP,W022,G3,6,B,0,8,8
20230918,MP,W022,G3,7,B,0,4,4
20230918,MP,W022,G3,8,B,0,0,0
20230918,MP,W022,G3,9,B,2,2,0
20230919,MP,W023,G1,10,B,1,15,14
20230919,MP,W023,G1,1,B,1,4,3
20230919,MP,W023,G1,2,B,0,0,0
20230919,MP,W023,G1,3,B,0,2,2
20230919,MP,W023,G1,4,B,0,6,6
20230919,MP,W023,G1,5,B,0,7,7
20230919,MP,W023,G1,6,B,2,3,1
20230919,MP,W023,G1,7,B,0,5,5
20230919,MP,W023,G1,8,B,0,10,10
20230919,MP,W023,G1,9,B,0,11,11
20230919,MP,W023,G2,10,B,0,3,3
20230919,MP,W023,G2,1,B,1,10,9
20230919,MP,W023,G2,2,B,0,5,5
20230919,MP,W023,G2,3,B,0,2,2
20230919,MP,W023,G2,4,B,0,3,3
20230919,MP,W023,G2,5,B,0,4,4
20230919,MP,W023,G2,6,B,0,1,1
20230919,MP,W023,G2,7,B,1,4,3
20230919,MP,W023,G2,8,B,0,1,1
20230919,MP,W023,G2,9,B,0,3,3
20230919,MP,W023,G3,10,B,0,4,4
20230919,MP,W023,G3,1,B,0,0,0
20230919,MP,W023,G3,2,B,1,6,5
20230919,MP,W023,G3,3,B,0,2,2
20230919,MP,W023,G3,4,B,0,6,6
20230919,MP,W023,G3,5,B,0,6,6
20230919,MP,W023,G3,6,B,0,6,6
20230919,MP,W023,G3,7,B,0,6,6
20230919,MP,W023,G3,8,B,0,11,11
20230919,MP,W023,G3,9,B,1,4,3
20230920,MP,W025,G1,10,B,1,7,6
20230920,MP,W025,G1,1,B,0,3,3
20230920,MP,W025,G1,2,B,0,3,3
20230920,MP,W025,G1,3,B,0,0,0
20230920,MP,W025,G1,4,B,0,9,9
20230920,MP,W025,G1,5,B,0,4,4
20230920,MP,W025,G1,6,B,0,6,6
20230920,MP,W025,G1,7,B,0,3,3
20230920,MP,W025,G1,8,B,0,12,12
20230920,MP,W025,G1,9,B,0,19,19
20230920,MP,W025,G2,10,B,0,5,5
20230920,MP,W025,G2,1,B,0,1,1
20230920,MP,W025,G2,2,B,1,6,5
20230920,MP,W025,G2,3,B,0,9,9
20230920,MP,W025,G2,4,B,0,2,2
20230920,MP,W025,G2,5,B,1,4,3
20230920,MP,W025,G2,6,B,0,3,3
20230920,MP,W025,G2,7,B,0,6,6
20230920,MP,W025,G2,8,B,0,7,7
20230920,MP,W025,G2,9,B,0,1,1
20230920,MP,W025,G3,10,B,0,4,4
20230920,MP,W025,G3,1,B,0,8,8
20230920,MP,W025,G3,2,B,0,6,6
20230920,MP,W025,G3,3,B,0,2,2
20230920,MP,W025,G3,4,B,2,6,4
20230920,MP,W025,G3,5,B,0,2,2
20230920,MP,W025,G3,6,B,0,5,5
20230920,MP,W025,G3,7,B,0,1,1
20230920,MP,W025,G3,8,B,0,4,4
20230920,MP,W025,G3,9,B,0,1,1
20230922,MP,W027,G1,10,B,0,5,5
20230922,MP,W027,G1,1,B,1,0,-1
20230922,MP,W027,G1,2,B,0,1,1
20230922,MP,W027,G1,3,B,0,3,3
20230922,MP,W027,G1,4,B,1,2,1
20230922,MP,W027,G1,5,B,0,1,1
20230922,MP,W027,G1,6,B,1,1,0
20230922,MP,W027,G1,7,B,0,4,4
20230922,MP,W027,G1,8,B,0,3,3
20230922,MP,W027,G1,9,B,0,3,3
20230922,MP,W027,G2,10,B,0,0,0
20230922,MP,W027,G2,1,B,1,0,-1
20230922,MP,W027,G2,2,B,0,2,2
20230922,MP,W027,G2,3,B,0,1,1
20230922,MP,W027,G2,4,B,0,4,4
20230922,MP,W027,G2,5,B,0,4,4
20230922,MP,W027,G2,6,B,0,8,8
20230922,MP,W027,G2,7,B,0,7,7
20230922,MP,W027,G2,8,B,0,4,4
20230922,MP,W027,G2,9,B,2,3,1
20230922,MP,W027,G3,10,B,1,2,1
20230922,MP,W027,G3,1,B,0,3,3
20230922,MP,W027,G3,2,B,0,4,4
20230922,MP,W027,G3,3,B,0,2,2
20230922,MP,W027,G3,4,B,1,6,5
20230922,MP,W027,G3,5,B,0,1,1
20230922,MP,W027,G3,6,B,2,1,-1
20230922,MP,W027,G3,7,B,1,3,2
20230922,MP,W027,G3,8,B,0,5,5
20230922,MP,W027,G3,9,B,0,0,0
20230926,MP,W029,G1,10,B,0,3,3
20230926,MP,W029,G1,1,B,0,4,4
20230926,MP,W029,G1,2,B,1,2,1
20230926,MP,W029,G1,3,B,0,4,4
20230926,MP,W029,G1,4,B,0,7,7
20230926,MP,W029,G1,5,B,1,4,3
20230926,MP,W029,G1,6,B,0,3,3
20230926,MP,W029,G1,7,B,0,2,2
20230926,MP,W029,G1,8,B,0,3,3
20230926,MP,W029,G1,9,B,0,4,4
20230926,MP,W029,G2,10,B,0,4,4
20230926,MP,W029,G2,1,B,0,4,4
20230926,MP,W029,G2,2,B,0,2,2
20230926,MP,W029,G2,3,B,0,3,3
20230926,MP,W029,G2,4,B,0,3,3
20230926,MP,W029,G2,5,B,0,4,4
20230926,MP,W029,G2,6,B,0,4,4
20230926,MP,W029,G2,7,B,0,3,3
20230926,MP,W029,G2,8,B,0,3,3
20230926,MP,W029,G2,9,B,0,3,3
20230926,MP,W029,G3,10,B,0,3,3
20230926,MP,W029,G3,1,B,0,2,2
20230926,MP,W029,G3,2,B,0,3,3
20230926,MP,W029,G3,3,B,1,5,4
20230926,MP,W029,G3,4,B,0,3,3
20230926,MP,W029,G3,5,B,0,4,4
20230926,MP,W029,G3,6,B,0,0,0
20230926,MP,W029,G3,7,B,0,5,5
20230926,MP,W029,G3,8,B,0,2,2
20230926,MP,W029,G3,9,B,0,1,1
20231003,MP,W031,G1,10,B,0,3,3
20231003,MP,W031,G1,1,B,0,2,2
20231003,MP,W031,G1,2,B,0,2,2
20231003,MP,W031,G1,3,B,1,1,0
20231003,MP,W031,G1,4,B,0,1,1
20231003,MP,W031,G1,5,B,0,3,3
20231003,MP,W031,G1,6,B,0,4,4
20231003,MP,W031,G1,7,B,0,4,4
20231003,MP,W031,G1,8,B,0,4,4
20231003,MP,W031,G1,9,B,1,3,2
20231003,MP,W031,G2,10,B,0,4,4
20231003,MP,W031,G2,1,B,0,1,1
20231003,MP,W031,G2,2,B,0,1,1
20231003,MP,W031,G2,3,B,0,3,3
20231003,MP,W031,G2,4,B,0,0,0
20231003,MP,W031,G2,5,B,0,3,3
20231003,MP,W031,G2,6,B,0,3,3
20231003,MP,W031,G2,7,B,0,3,3
20231003,MP,W031,G2,8,B,2,1,-1
20231003,MP,W031,G2,9,B,0,3,3
20231003,MP,W031,G3,10,B,1,5,4
20231003,MP,W031,G3,1,B,0,0,0
20231003,MP,W031,G3,2,B,0,2,2
20231003,MP,W031,G3,3,B,0,6,6
20231003,MP,W031,G3,4,B,0,1,1
20231003,MP,W031,G3,5,B,0,3,3
20231003,MP,W031,G3,6,B,0,4,4
20231003,MP,W031,G3,7,B,0,6,6
20231003,MP,W031,G3,8,B,0,3,3
20231003,MP,W031,G3,9,B,0,0,0
20231010,MP,W033,G1,10,B,0,3,3
20231010,MP,W033,G1,1,B,0,1,1
20231010,MP,W033,G1,2,B,0,0,0
20231010,MP,W033,G1,3,B,0,2,2
20231010,MP,W033,G1,4,B,0,2,2
20231010,MP,W033,G1,5,B,0,2,2
20231010,MP,W033,G1,6,B,0,3,3
20231010,MP,W033,G1,7,B,0,3,3
20231010,MP,W033,G1,8,B,0,0,0
20231010,MP,W033,G1,9,B,0,5,5
20231010,MP,W033,G2,10,B,0,0,0
20231010,MP,W033,G2,1,B,0,5,5
20231010,MP,W033,G2,2,B,0,3,3
20231010,MP,W033,G2,3,B,0,4,4
20231010,MP,W033,G2,4,B,0,0,0
20231010,MP,W033,G2,5,B,0,4,4
20231010,MP,W033,G2,6,B,0,1,1
20231010,MP,W033,G2,7,B,0,0,0
20231010,MP,W033,G2,8,B,0,4,4
20231010,MP,W033,G2,9,B,0,1,1
20231010,MP,W033,G3,10,B,0,8,8
20231010,MP,W033,G3,1,B,0,5,5
20231010,MP,W033,G3,2,B,0,2,2
20231010,MP,W033,G3,3,B,0,3,3
20231010,MP,W033,G3,4,B,0,4,4
20231010,MP,W033,G3,5,B,0,4,4
20231010,MP,W033,G3,6,B,0,3,3
20231010,MP,W033,G3,7,B,0,4,4
20231010,MP,W033,G3,8,B,0,3,3
20231010,MP,W033,G3,9,B,1,8,7
20231012,MP,W035,G1,10,B,0,0,0
20231012,MP,W035,G1,1,B,0,3,3
20231012,MP,W035,G1,2,B,0,4,4
20231012,MP,W035,G1,3,B,0,3,3
20231012,MP,W035,G1,4,B,0,1,1
20231012,MP,W035,G1,5,B,1,4,3
20231012,MP,W035,G1,6,B,0,1,1
20231012,MP,W035,G1,7,B,0,5,5
20231012,MP,W035,G1,8,B,0,2,2
20231012,MP,W035,G1,9,B,0,4,4
20231012,MP,W035,G2,10,B,0,3,3
20231012,MP,W035,G2,1,B,0,5,5
20231012,MP,W035,G2,2,B,1,3,2
20231012,MP,W035,G2,3,B,0,2,2
20231012,MP,W035,G2,4,B,0,2,2
20231012,MP,W035,G2,5,B,0,4,4
20231012,MP,W035,G2,6,B,0,4,4
20231012,MP,W035,G2,7,B,0,2,2
20231012,MP,W035,G2,8,B,1,3,2
20231012,MP,W035,G2,9,B,0,2,2
20231012,MP,W035,G3,10,B,0,0,0
20231012,MP,W035,G3,1,B,0,2,2
20231012,MP,W035,G3,2,B,0,1,1
20231012,MP,W035,G3,3,B,0,5,5
20231012,MP,W035,G3,4,B,1,3,2
20231012,MP,W035,G3,5,B,0,1,1
20231012,MP,W035,G3,6,B,0,4,4
20231012,MP,W035,G3,7,B,0,2,2
20231012,MP,W035,G3,8,B,0,4,4
20231012,MP,W035,G3,9,B,0,4,4
20231016,MP,W037,G1,10,B,1,5,4
20231016,MP,W037,G1,1,B,0,1,1
20231016,MP,W037,G1,2,B,0,1,1
20231016,MP,W037,G1,3,B,0,3,3
20231016,MP,W037,G1,4,B,1,4,3
20231016,MP,W037,G1,5,B,1,4,3
20231016,MP,W037,G1,6,B,0,2,2
20231016,MP,W037,G1,7,B,0,5,5
20231016,MP,W037,G1,8,B,0,4,4
20231016,MP,W037,G1,9,B,1,4,3
20231016,MP,W037,G2,10,B,0,2,2
20231016,MP,W037,G2,1,B,0,2,2
20231016,MP,W037,G2,2,B,0,1,1
20231016,MP,W037,G2,3,B,0,4,4
20231016,MP,W037,G2,4,B,0,7,7
20231016,MP,W037,G2,5,B,1,2,1
20231016,MP,W037,G2,6,B,0,4,4
20231016,MP,W037,G2,7,B,1,6,5
20231016,MP,W037,G2,8,B,1,0,-1
20231016,MP,W037,G2,9,B,1,3,2
20231016,MP,W037,G3,10,B,0,2,2
20231016,MP,W037,G3,1,B,0,2,2
20231016,MP,W037,G3,2,B,1,6,5
20231016,MP,W037,G3,3,B,0,3,3
20231016,MP,W037,G3,4,B,0,5,5
20231016,MP,W037,G3,5,B,0,4,4
20231016,MP,W037,G3,6,B,0,3,3
20231016,MP,W037,G3,7,B,0,5,5
20231016,MP,W037,G3,8,B,1,4,3
20231016,MP,W037,G3,9,B,0,3,3
20231026,MP,W039,G1,10,B,0,5,5
20231026,MP,W039,G1,1,B,0,4,4
20231026,MP,W039,G1,2,B,0,2,2
20231026,MP,W039,G1,3,B,0,2,2
20231026,MP,W039,G1,4,B,0,2,2
20231026,MP,W039,G1,5,B,1,4,3
20231026,MP,W039,G1,6,B,0,3,3
20231026,MP,W039,G1,7,B,0,1,1
20231026,MP,W039,G1,8,B,0,1,1
20231026,MP,W039,G1,9,B,0,2,2
20231026,MP,W039,G2,10,B,0,4,4
20231026,MP,W039,G2,1,B,0,0,0
20231026,MP,W039,G2,2,B,0,6,6
20231026,MP,W039,G2,3,B,0,2,2
20231026,MP,W039,G2,4,B,0,1,1
20231026,MP,W039,G2,5,B,0,1,1
20231026,MP,W039,G2,6,B,0,6,6
20231026,MP,W039,G2,7,B,0,5,5
20231026,MP,W039,G2,8,B,0,4,4
20231026,MP,W039,G2,9,B,0,2,2
20231026,MP,W039,G3,10,B,0,2,2
20231026,MP,W039,G3,1,B,0,0,0
20231026,MP,W039,G3,2,B,0,1,1
20231026,MP,W039,G3,3,B,0,1,1
20231026,MP,W039,G3,4,B,0,2,2
20231026,MP,W039,G3,5,B,0,3,3
20231026,MP,W039,G3,6,B,0,2,2
20231026,MP,W039,G3,7,B,0,4,4
20231026,MP,W039,G3,8,B,0,3,3
20231026,MP,W039,G3,9,B,0,7,7
20231030,MP,W041,G1,10,B,0,0,0
20231030,MP,W041,G1,1,B,0,0,0
20231030,MP,W041,G1,2,B,0,2,2
20231030,MP,W041,G1,3,B,0,2,2
20231030,MP,W041,G1,4,B,0,0,0
20231030,MP,W041,G1,5,B,1,3,2
20231030,MP,W041,G1,6,B,0,2,2
20231030,MP,W041,G1,7,B,1,1,0
20231030,MP,W041,G1,8,B,0,3,3
20231030,MP,W041,G1,9,B,0,3,3
20231030,MP,W041,G2,10,B,0,5,5
20231030,MP,W041,G2,1,B,1,4,3
20231030,MP,W041,G2,2,B,0,0,0
20231030,MP,W041,G2,3,B,0,4,4
20231030,MP,W041,G2,4,B,0,2,2
20231030,MP,W041,G2,5,B,1,2,1
20231030,MP,W041,G2,6,B,0,1,1
20231030,MP,W041,G2,7,B,0,1,1
20231030,MP,W041,G2,8,B,0,4,4
20231030,MP,W041,G2,9,B,0,1,1
20231030,MP,W041,G3,10,B,2,3,1
20231030,MP,W041,G3,1,B,0,1,1
20231030,MP,W041,G3,2,B,1,1,0
20231030,MP,W041,G3,3,B,1,1,0
20231030,MP,W041,G3,4,B,1,0,-1
20231030,MP,W041,G3,5,B,1,2,1
20231030,MP,W041,G3,6,B,0,1,1
20231030,MP,W041,G3,7,B,0,1,1
20231030,MP,W041,G3,8,B,1,2,1
20231030,MP,W041,G3,9,B,0,1,1
