wash,garment,band,orientation,condition,Before transfer,After transfer,value
W023,G4,3,para,B,0,0,0
W023,G4,6,perp,B,0,3,3
W023,G4,7,perp,B,0,4,4
W023,G4,8,perp,B,0,2,2
W023,G5,1,para,B,0,2,2
W023,G5,2,para,B,0,3,3
W023,G5,3,para,B,0,2,2
W023,G5,6,perp,B,0,2,2
W023,G5,7,perp,B,0,2,2
W023,G5,8,perp,B,1,1,0
W024,G1,1,para,B,0,2,2
W024,G1,6,perp,B,1,3,2
W024,G2,1,para,B,0,3,3
W024,G2,6,perp,B,0,0,0
W024,G3,1,para,B,1,2,1
W024,G3,6,perp,B,0,0,0
W024,G4,1,para,B,0,1,1
W024,G4,6,perp,B,0,2,2
W024,G5,1,para,B,0,1,1
W024,G5,6,perp,B,3,3,0
W025,G1,1,para,B,0,1,1
W025,G1,2,para,B,0,1,1
W025,G1,3,para,B,0,0,0
W025,G1,6,perp,B,0,1,1
W025,G1,7,perp,B,0,3,3
W025,G1,8,perp,B,0,1,1
W025,G2,1,para,B,0,1,1
W025,G2,2,para,B,0,1,1
W025,G2,3,para,B,1,2,1
W025,G2,6,perp,B,1,3,2
W025,G2,7,perp,B,0,3,3
W025,G2,8,perp,B,0,1,1
W025,G3,1,para,B,1,3,2
W025,G3,2,para,B,0,2,2
W025,G3,3,para,B,0,2,2
W025,G3,6,perp,B,0,0,0
W025,G3,7,perp,B,0,1,1
W025,G3,8,perp,B,0,4,4
W025,G4,1,para,B,0,3,3
W025,G4,2,para,B,0,1,1
W025,G4,3,para,B,0,1,1
W025,G4,6,perp,B,0,1,1
W025,G4,7,perp,B,0,2,2
W025,G4,8,perp,B,0,3,3
W025,G5,1,para,B,0,5,5
W025,G5,2,para,B,0,1,1
W025,G5,3,para,B,0,0,0
W025,G5,6,perp,B,0,1,1
W025,G5,7,perp,B,1,1,0
W025,G5,8,perp,B,0,3,3
W026,G1,1,para,B,0,7,7
W026,G1,4,para,B,0,3,3
W026,G1,6,para,B,0,1,1
W026,G1,9,perp,B,0,1,1
W026,G2,1,para,B,0,1,1
W026,G2,4,para,B,0,0,0
W026,G2,6,para,B,0,2,2
W026,G2,9,perp,B,0,1,1
W026,G3,1,para,B,0,1,1
W026,G3,4,para,B,1,2,1
W026,G3,6,para,B,0,2,2
W026,G3,9,perp,B,0,1,1
W026,G4,1,para,B,0,0,0
W026,G4,4,perp,B,0,2,2
W026,G4,6,perp,B,0,0,0
W026,G4,9,perp,B,0,0,0
W026,G5,1,para,B,0,0,0
W026,G5,4,para,B,0,0,0
W026,G5,6,para,B,0,0,0
W026,G5,9,perp,B,0,0,0
W027,G1,1,para,B,0,3,3
W027,G1,2,para,B,0,0,0
W027,G1,3,para,B,1,1,0
W027,G1,6,perp,B,0,1,1
W027,G1,7,perp,B,0,1,1
W027,G1,8,perp,B,0,0,0
W027,G2,1,para,B,0,1,1
W027,G2,2,para,B,0,0,0
W027,G2,3,para,B,0,2,2
W027,G2,6,perp,B,0,5,5
W027,G2,7,perp,B,0,0,0
W027,G2,8,perp,B,0,1,1
W027,G3,1,para,B,0,1,1
W027,G3,2,para,B,0,0,0
W027,G3,3,para,B,0,2,2
W027,G3,6,perp,B,0,3,3
W027,G3,7,perp,B,0,2,2
W027,G3,8,perp,B,0,2,2
W027,G4,1,para,B,0,3,3
W027,G4,2,para,B,0,4,4
W027,G4,3,para,B,0,1,1
W027,G4,6,perp,B,0,6,6
W027,G4,7,perp,B,0,1,1
W027,G4,8,perp,B,0,2,2
W027,G5,1,para,B,0,1,1
W027,G5,2,para,B,0,3,3
W027,G5,3,para,B,0,0,0
W027,G5,6,perp,B,0,1,1
W027,G5,7,perp,B,0,1,1
W027,G5,8,perp,B,0,4,4
W028,G1,1,para,B,1,2,1
W028,G1,6,perp,B,0,2,2
W028,G2,1,para,B,0,1,1
W028,G2,6,perp,B,0,0,0
W028,G3,1,para,B,0,3,3
W028,G3,6,perp,B,0,2,2
W028,G4,1,para,B,0,0,0
W028,G4,6,perp,B,0,2,2
W028,G5,1,para,B,1,1,0
W028,G5,6,perp,B,0,2,2
W029,G1,1,para,B,0,2,2
W029,G1,2,para,B,0,0,0
W029,G1,3,para,B,0,2,2
W029,G1,6,perp,B,0,2,2
W029,G1,7,perp,B,0,2,2
W029,G1,8,perp,B,0,4,4
W029,G2,1,para,B,0,0,0
W029,G2,2,para,B,0,2,2
W029,G2,3,para,B,0,1,1
W029,G2,6,perp,B,0,2,2
W029,G2,7,perp,B,0,0,0
W029,G2,8,perp,B,0,0,0
W029,G3,1,para,B,0,2,2
W029,G3,2,para,B,0,1,1
W029,G3,3,para,B,0,1,1
W029,G3,6,perp,B,1,1,0
W029,G3,7,perp,B,1,2,1
W029,G3,8,perp,B,1,1,0
W029,G4,1,para,B,0,0,0
W029,G4,2,para,B,0,6,6
W029,G4,3,para,B,0,2,2
W029,G4,6,perp,B,0,1,1
W029,G4,7,perp,B,0,3,3
W029,G4,8,perp,B,0,2,2
W029,G5,1,para,B,0,3,3
W029,G5,2,para,B,0,2,2
W029,G5,3,para,B,0,1,1
W029,G5,6,perp,B,0,3,3
W029,G5,7,perp,B,0,2,2
W029,G5,8,perp,B,1,6,5
W030,G1,1,para,B,0,2,2
W030,G1,6,perp,B,1,0,-1
W030,G2,1,para,B,0,1,1
W030,G2,6,perp,B,0,0,0
W030,G3,1,para,B,0,0,0
W030,G3,6,perp,B,0,1,1
W030,G4,1,para,B,2,5,3
W030,G4,6,perp,B,0,0,0
W030,G5,1,para,B,0,0,0
W030,G5,6,perp,B,0,2,2
W031,G1,10,perp,B,0,2,2
W031,G1,1,para,B,0,4,4
W031,G1,2,para,B,0,3,3
W031,G1,3,para,B,0,2,2
W031,G1,4,para,B,0,2,2
W031,G1,5,para,B,0,0,0
W031,G1,6,perp,B,0,1,1
W031,G1,7,perp,B,1,3,2
W031,G1,8,perp,B,0,0,0
W031,G1,9,perp,B,0,14,14
W031,G2,10,perp,B,0,6,6
W031,G2,1,para,B,0,1,1
W031,G2,2,para,B,0,2,2
W031,G2,3,para,B,0,2,2
W031,G2,4,para,B,0,0,0
W031,G2,5,para,B,0,2,2
W031,G2,6,perp,B,0,4,4
W031,G2,7,perp,B,1,0,-1
W031,G2,8,perp,B,0,0,0
W031,G2,9,perp,B,0,2,2
W031,G3,10,perp,B,1,3,2
W031,G3,1,para,B,1,3,2
W031,G3,2,para,B,0,5,5
W031,G3,3,para,B,0,1,1
W031,G3,4,para,B,0,3,3
W031,G3,5,para,B,0,0,0
W031,G3,6,perp,B,1,2,1
W031,G3,7,perp,B,0,0,0
W031,G3,8,perp,B,0,4,4
W031,G3,9,perp,B,0,1,1
W031,G4,10,perp,B,0,3,3
W031,G4,1,para,B,0,1,1
W031,G4,2,para,B,0,1,1
W031,G4,3,para,B,0,0,0
W031,G4,4,para,B,0,3,3
W031,G4,5,para,B,0,1,1
W031,G4,6,perp,B,0,4,4
W031,G4,7,perp,B,0,1,1
W031,G4,8,perp,B,0,4,4
W031,G4,9,perp,B,0,4,4
W031,G5,10,perp,B,0,1,1
W031,G5,1,para,B,0,2,2
W031,G5,2,para,B,0,3,3
W031,G5,3,para,B,0,2,2
W031,G5,4,para,B,0,2,2
W031,G5,5,para,B,0,4,4
W031,G5,6,perp,B,0,1,1
W031,G5,7,perp,B,0,3,3
W031,G5,8,perp,B,0,4,4
W031,G5,9,perp,B,0,5,5
W032,G1,1,para,B,0,1,1
W032,G1,6,perp,B,2,1,-1
W032,G2,1,para,B,0,0,0
W032,G2,6,perp,B,0,0,0
W032,G3,1,para,B,1,0,-1
W032,G3,6,perp,B,0,0,0
W032,G4,1,para,B,0,1,1
W032,G4,6,perp,B,0,0,0
W032,G5,1,para,B,0,0,0
W032,G5,6,perp,B,1,1,0
W033,G1,1,para,B,1,0,-1
W033,G1,2,para,B,1,2,1
W033,G1,3,para,B,0,2,2
W033,G1,6,perp,B,1,0,-1
W033,G1,7,perp,B,0,1,1
W033,G1,8,perp,B,0,1,1
W033,G2,1,para,B,0,1,1
W033,G2,2,para,B,0,0,0
W033,G2,3,para,B,0,1,1
W033,G2,6,perp,B,0,3,3
W033,G2,7,perp,B,0,5,5
W033,G2,8,perp,B,0,0,0
W033,G3,1,para,B,0,0,0
W033,G3,2,para,B,0,1,1
W033,G3,3,para,B,1,5,4
W033,G3,6,perp,B,0,1,1
W033,G3,7,perp,B,0,0,0
W033,G3,8,perp,B,0,2,2
W033,G4,1,para,B,0,1,1
W033,G4,2,para,B,0,2,2
W033,G4,3,para,B,0,2,2
W033,G4,6,perp,B,0,1,1
W033,G4,7,perp,B,0,1,1
W033,G4,8,perp,B,0,4,4
W033,G5,1,para,B,0,0,0
W033,G5,2,para,B,0,0,0
W033,G5,3,para,B,0,4,4
W033,G5,6,perp,B,2,1,-1
W033,G5,7,perp,B,0,4,4
W033,G5,8,perp,B,1,2,1
W034,G1,1,para,B,1,0,-1
W034,G1,6,perp,B,0,0,0
W034,G2,1,para,B,1,0,-1
W034,G2,6,perp,B,0,2,2
W034,G3,1,para,B,1,0,-1
W034,G3,6,perp,B,1,1,0
W034,G4,1,para,B,0,1,1
W034,G4,6,perp,B,0,1,1
W034,G5,1,para,B,1,1,0
W034,G5,6,perp,B,0,5,5
W035,G1,1,para,B,0,2,2
W035,G1,2,para,B,0,0,0
W035,G1,3,para,B,0,1,1
W035,G1,6,perp,B,1,0,-1
W035,G1,7,perp,B,0,2,2
W035,G1,8,perp,B,0,0,0
W035,G2,1,para,B,0,0,0
W035,G2,2,para,B,0,5,5
W035,G2,3,para,B,0,1,1
W035,G2,6,perp,B,0,3,3
W035,G2,7,perp,B,0,0,0
W035,G2,8,perp,B,0,0,0
W035,G3,1,para,B,0,1,1
W035,G3,2,para,B,0,0,0
W035,G3,3,para,B,0,1,1
W035,G3,6,perp,B,1,0,-1
W035,G3,7,perp,B,0,1,1
W035,G3,8,perp,B,0,3,3
W035,G4,1,para,B,0,0,0
W035,G4,2,para,B,0,1,1
W035,G4,3,para,B,0,1,1
W035,G4,6,perp,B,0,0,0
W035,G4,7,perp,B,0,0,0
W035,G4,8,perp,B,0,1,1
W035,G5,1,para,B,0,2,2
W035,G5,2,para,B,0,0,0
W035,G5,3,para,B,0,3,3
W035,G5,6,perp,B,0,1,1
W035,G5,7,perp,B,0,3,3
W035,G5,8,perp,B,0,1,1
W036,G1,1,para,B,0,9,9
W036,G1,4,para,B,0,0,0
W036,G1,6,para,B,0,0,0
W036,G1,9,perp,B,0,0,0
W036,G2,1,para,B,0,1,1
W036,G2,4,para,B,0,0,0
W036,G2,6,para,B,0,1,1
W036,G2,9,perp,B,0,8,8
W036,G3,1,para,B,0,1,1
W036,G3,4,para,B,0,1,1
W036,G3,6,para,B,0,1,1
W036,G3,9,perp,B,0,1,1
W036,G4,1,para,B,0,1,1
W036,G4,4,perp,B,0,1,1
W036,G4,6,perp,B,0,2,2
W036,G4,9,perp,B,1,1,0
W036,G5,1,para,B,0,2,2
W036,G5,4,para,B,0,2,2
W036,G5,6,para,B,0,0,0
W036,G5,9,perp,B,0,0,0
W037,G1,1,para,B,0,0,0
W037,G1,2,para,B,0,1,1
W037,G1,3,para,B,0,0,0
W037,G1,6,perp,B,0,1,1
W037,G1,7,perp,B,0,1,1
W037,G1,8,perp,B,0,2,2
W037,G2,1,para,B,0,1,1
W037,G2,2,para,B,0,1,1
W037,G2,3,para,B,0,0,0
W037,G2,6,perp,B,0,0,0
W037,G2,7,perp,B,0,0,0
W037,G2,8,perp,B,0,1,1
W037,G3,1,para,B,0,1,1
W037,G3,2,para,B,0,0,0
W037,G3,3,para,B,0,0,0
W037,G3,6,perp,B,0,0,0
W037,G3,7,perp,B,0,2,2
W037,G3,8,perp,B,1,1,0
W037,G4,1,para,B,0,0,0
W037,G4,2,para,B,0,0,0
W037,G4,3,para,B,0,0,0
W037,G4,6,perp,B,0,0,0
W037,G4,7,perp,B,0,0,0
W037,G4,8,perp,B,0,0,0
W037,G5,1,para,B,0,3,3
W037,G5,2,para,B,0,0,0
W037,G5,3,para,B,0,0,0
W037,G5,6,perp,B,0,3,3
W037,G5,7,perp,B,0,3,3
W037,G5,8,perp,B,0,2,2
W038,G1,1,para,B,0,3,3
W038,G1,6,perp,B,2,0,-2
W038,G2,1,para,B,0,1,1
W038,G2,6,perp,B,0,3,3
W038,G3,1,para,B,1,1,0
W038,G3,6,perp,B,0,1,1
W038,G4,1,para,B,0,0,0
W038,G4,6,perp,B,0,1,1
W038,G5,1,para,B,1,1,0
W038,G5,6,perp,B,0,2,2
W039,G1,1,para,B,0,0,0
W039,G1,2,para,B,0,3,3
W039,G1,3,para,B,0,1,1
W039,G1,6,perp,B,0,0,0
W039,G1,7,perp,B,0,0,0
W039,G1,8,perp,B,0,0,0
W039,G2,1,para,B,0,1,1
W039,G2,2,para,B,0,1,1
W039,G2,3,para,B,0,1,1
W039,G2,6,perp,B,0,1,1
W039,G2,7,perp,B,0,2,2
W039,G2,8,perp,B,0,0,0
W039,G3,1,para,B,0,0,0
W039,G3,2,para,B,0,1,1
W039,G3,3,para,B,0,1,1
W039,G3,6,perp,B,0,1,1
W039,G3,7,perp,B,1,1,0
W039,G3,8,perp,B,0,4,4
W039,G4,1,para,B,2,2,0
W039,G4,2,para,B,0,3,3
W039,G4,3,para,B,0,0,0
W039,G4,6,perp,B,0,1,1
W039,G4,7,perp,B,0,0,0
W039,G4,8,perp,B,0,0,0
W039,G5,1,para,B,0,2,2
W039,G5,2,para,B,0,2,2
W039,G5,3,para,B,0,0,0
W039,G5,6,perp,B,0,2,2
W039,G5,7,perp,B,0,0,0
W039,G5,8,perp,B,0,1,1
W040,G1,1,para,B,0,0,0
W040,G1,6,perp,B,0,0,0
W040,G2,1,para,B,0,1,1
W040,G2,6,perp,B,0,1,1
W040,G3,1,para,B,0,0,0
W040,G3,6,perp,B,1,2,1
W040,G4,1,para,B,0,0,0
W040,G4,6,perp,B,0,0,0
W040,G5,1,para,B,0,0,0
W040,G5,6,perp,B,0,8,8
W041,G1,10,perp,B,0,1,1
W041,G1,1,para,B,0,0,0
W041,G1,2,para,B,0,0,0
W041,G1,3,para,B,1,0,-1
W041,G1,4,para,B,2,0,-2
W041,G1,5,para,B,0,1,1
W041,G1,6,perp,B,0,0,0
W041,G1,7,perp,B,0,2,2
W041,G1,8,perp,B,0,1,1
W041,G1,9,perp,B,0,0,0
W041,G2,10,perp,B,1,1,0
W041,G2,1,para,B,0,0,0
W041,G2,2,para,B,3,2,-1
W041,G2,3,para,B,1,3,2
W041,G2,4,para,B,0,0,0
W041,G2,5,para,B,0,2,2
W041,G2,6,perp,B,0,1,1
W041,G2,7,perp,B,1,2,1
W041,G2,8,perp,B,1,0,-1
W041,G2,9,perp,B,0,1,1
W041,G3,10,perp,B,2,3,1
W041,G3,1,para,B,0,2,2
W041,G3,2,para,B,0,1,1
W041,G3,3,para,B,0,1,1
W041,G3,4,para,B,0,1,1
W041,G3,5,para,B,0,1,1
W041,G3,6,perp,B,1,1,0
W041,G3,7,perp,B,0,3,3
W041,G3,8,perp,B,0,0,0
W041,G3,9,perp,B,0,0,0
W041,G4,10,perp,B,0,1,1
W041,G4,1,para,B,0,0,0
W041,G4,2,para,B,0,1,1
W041,G4,3,para,B,0,0,0
W041,G4,4,para,B,0,1,1
W041,G4,5,para,B,0,0,0
W041,G4,6,perp,B,0,0,0
W041,G4,7,perp,B,1,0,-1
W041,G4,8,perp,B,0,1,1
W041,G4,9,perp,B,1,2,1
W041,G5,10,perp,B,0,0,0
W041,G5,1,para,B,1,1,0
W041,G5,2,para,B,0,2,2
W041,G5,3,para,B,0,0,0
W041,G5,4,para,B,0,0,0
W041,G5,5,para,B,0,1,1
W041,G5,6,perp,B,0,0,0
W041,G5,7,perp,B,0,1,1
W041,G5,8,perp,B,1,0,-1
W041,G5,9,perp,B,0,0,0
W042,G1,1,para,B,0,0,0
W042,G1,6,perp,B,0,0,0
W042,G2,1,para,B,0,0,0
W042,G2,6,perp,B,0,0,0
W042,G3,1,para,B,0,0,0
W042,G3,6,perp,B,0,0,0
W042,G4,1,para,B,0,0,0
W042,G4,6,perp,B,0,0,0
W042,G5,1,para,B,1,0,-1
W042,G5,6,perp,B,0,0,0
W043,G1,1,para,B,0,1,1
W043,G1,2,para,B,1,0,-1
W043,G1,3,para,B,0,0,0
W043,G1,6,perp,B,0,1,1
W043,G1,7,perp,B,0,0,0
W043,G1,8,perp,B,0,1,1
W043,G2,1,para,B,1,3,2
W043,G2,2,para,B,0,3,3
W043,G2,3,para,B,0,1,1
W043,G2,6,perp,B,0,0,0
W043,G2,7,perp,B,0,1,1
W043,G2,8,perp,B,0,0,0
W043,G3,1,para,B,0,0,0
W043,G3,2,para,B,0,1,1
W043,G3,3,para,B,1,0,-1
W043,G3,6,perp,B,0,2,2
W043,G3,7,perp,B,0,1,1
W043,G3,8,perp,B,0,0,0
W043,G4,1,para,B,0,1,1
W043,G4,2,para,B,0,0,0
W043,G4,3,para,B,0,1,1
W043,G4,6,perp,B,0,1,1
W043,G4,7,perp,B,0,1,1
W043,G4,8,perp,B,0,0,0
W043,G5,1,para,B,0,1,1
W043,G5,2,para,B,0,0,0
W043,G5,3,para,B,0,0,0
W043,G5,6,perp,B,0,1,1
W043,G5,7,perp,B,0,1,1
W043,G5,8,perp,B,0,1,1
W044,G1,1,para,B,0,0,0
W044,G1,6,perp,B,1,0,-1
W044,G2,1,para,B,0,3,3
W044,G2,6,perp,B,0,0,0
W044,G3,1,para,B,0,1,1
W044,G3,6,perp,B,0,1,1
W044,G4,1,para,B,0,0,0
W044,G4,6,perp,B,0,1,1
W044,G5,1,para,B,0,1,1
W044,G5,6,perp,B,0,0,0
W045,G1,1,para,B,1,2,1
W045,G1,2,para,B,1,0,-1
W045,G1,3,para,B,0,0,0
W045,G1,6,perp,B,0,1,1
W045,G1,7,perp,B,1,0,-1
W045,G1,8,perp,B,0,2,2
W045,G2,1,para,B,0,0,0
W045,G2,2,para,B,0,1,1
W045,G2,3,para,B,1,0,-1
W045,G2,6,perp,B,0,1,1
W045,G2,7,perp,B,0,0,0
W045,G2,8,perp,B,0,1,1
W045,G3,1,para,B,0,1,1
W045,G3,2,para,B,0,0,0
W045,G3,3,para,B,0,1,1
W045,G3,6,perp,B,0,3,3
W045,G3,7,perp,B,0,2,2
W045,G3,8,perp,B,0,0,0
W045,G4,1,para,B,0,1,1
W045,G4,2,para,B,0,0,0
W045,G4,3,para,B,0,0,0
W045,G4,6,perp,B,0,0,0
W045,G4,7,perp,B,2,3,1
W045,G4,8,perp,B,0,1,1
W045,G5,1,para,B,0,1,1
W045,G5,2,para,B,0,1,1
W045,G5,3,para,B,0,2,2
W045,G5,6,perp,B,0,1,1
W045,G5,7,perp,B,0,1,1
W045,G5,8,perp,B,0,1,1
W046,G1,1,para,B,0,2,2
W046,G1,4,para,B,0,0,0
W046,G1,6,para,B,0,1,1
W046,G1,9,perp,B,0,3,3
W046,G2,1,para,B,0,1,1
W046,G2,4,para,B,0,1,1
W046,G2,6,para,B,0,1,1
W046,G2,9,perp,B,0,1,1
W046,G3,1,para,B,0,1,1
W046,G3,4,para,B,0,0,0
W046,G3,6,para,B,0,1,1
W046,G3,9,perp,B,0,2,2
W046,G4,1,para,B,0,0,0
W046,G4,4,perp,B,0,1,1
W046,G4,6,perp,B,0,0,0
W046,G4,9,perp,B,0,1,1
W046,G5,1,para,B,0,0,0
W046,G5,4,para,B,0,0,0
W046,G5,6,para,B,0,0,0
W046,G5,9,perp,B,0,1,1
W047,G1,1,para,B,1,1,0
W047,G1,2,para,B,0,0,0
W047,G1,3,para,B,0,0,0
W047,G1,6,perp,B,0,1,1
W047,G1,7,perp,B,0,0,0
W047,G1,8,perp,B,0,1,1
W047,G2,1,para,B,0,2,2
W047,G2,2,para,B,0,1,1
W047,G2,3,para,B,0,1,1
W047,G2,6,perp,B,0,0,0
W047,G2,7,perp,B,0,0,0
W047,G2,8,perp,B,0,0,0
W047,G3,1,para,B,0,0,0
W047,G3,2,para,B,0,2,2
W047,G3,3,para,B,0,1,1
W047,G3,6,perp,B,0,0,0
W047,G3,7,perp,B,0,0,0
W047,G3,8,perp,B,0,0,0
W047,G4,1,para,B,0,0,0
W047,G4,2,para,B,0,0,0
W047,G4,3,para,B,0,1,1
W047,G4,6,perp,B,0,0,0
W047,G4,7,perp,B,0,1,1
W047,G4,8,perp,B,0,2,2
W047,G5,1,para,B,0,5,5
W047,G5,2,para,B,0,0,0
W047,G5,3,para,B,0,1,1
W047,G5,6,perp,B,0,3,3
W047,G5,7,perp,B,0,0,0
W047,G5,8,perp,B,0,4,4
W048,G1,1,para,B,0,2,2
W048,G1,6,perp,B,0,0,0
W048,G2,1,para,B,0,1,1
W048,G2,6,perp,B,0,1,1
W048,G3,1,para,B,0,1,1
W048,G3,6,perp,B,0,0,0
W048,G4,1,para,B,0,0,0
W048,G4,6,perp,B,0,0,0
W048,G5,1,para,B,0,0,0
W048,G5,6,perp,B,0,3,3
W049,G1,1,para,B,1,0,-1
W049,G1,2,para,B,0,0,0
W049,G1,3,para,B,0,0,0
W049,G1,6,perp,B,0,0,0
W049,G1,7,perp,B,0,2,2
W049,G1,8,perp,B,0,0,0
W049,G2,1,para,B,0,0,0
W049,G2,2,para,B,0,0,0
W049,G2,3,para,B,0,0,0
W049,G2,6,perp,B,0,0,0
W049,G2,7,perp,B,0,0,0
W049,G2,8,perp,B,0,0,0
W049,G3,1,para,B,0,0,0
W049,G3,2,para,B,0,1,1
W049,G3,3,para,B,2,0,-2
W049,G3,6,perp,B,0,0,0
W049,G3,7,perp,B,0,0,0
W049,G3,8,perp,B,0,0,0
W049,G4,1,para,B,0,0,0
W049,G4,2,para,B,0,0,0
W049,G4,3,para,B,0,0,0
W049,G4,6,perp,B,0,0,0
W049,G4,7,perp,B,0,1,1
W049,G4,8,perp,B,0,1,1
W049,G5,1,para,B,0,0,0
W049,G5,2,para,B,0,0,0
W049,G5,3,para,B,0,0,0
W049,G5,6,perp,B,0,1,1
W049,G5,7,perp,B,0,0,0
W049,G5,8,perp,B,0,0,0
W050,G1,1,para,B,0,0,0
W050,G1,6,perp,B,0,0,0
W050,G2,1,para,B,0,1,1
W050,G2,6,perp,B,0,0,0
W050,G3,1,para,B,0,0,0
W050,G3,6,perp,B,0,0,0
W050,G4,1,para,B,0,0,0
W050,G4,6,perp,B,0,2,2
W050,G5,1,para,B,0,0,0
W050,G5,6,perp,B,0,0,0
W051,G1,10,perp,B,0,0,0
W051,G1,1,para,B,0,0,0
W051,G1,2,para,B,0,0,0
W051,G1,3,para,B,1,0,-1
W051,G1,4,para,B,0,0,0
W051,G1,5,para,B,0,0,0
W051,G1,6,perp,B,0,1,1
W051,G1,7,perp,B,0,0,0
W051,G1,8,perp,B,0,0,0
W051,G1,9,perp,B,0,0,0
W051,G2,10,perp,B,0,0,0
W051,G2,1,para,B,0,1,1
W051,G2,2,para,B,0,0,0
W051,G2,3,para,B,0,3,3
W051,G2,4,para,B,0,0,0
W051,G2,5,para,B,0,0,0
W051,G2,6,perp,B,0,0,0
W051,G2,7,perp,B,0,0,0
W051,G2,8,perp,B,0,2,2
W051,G2,9,perp,B,0,0,0
W051,G3,10,perp,B,0,0,0
W051,G3,1,para,B,0,0,0
W051,G3,2,para,B,0,0,0
W051,G3,3,para,B,0,0,0
W051,G3,4,para,B,0,0,0
W051,G3,5,para,B,0,0,0
W051,G3,6,perp,B,0,4,4
W051,G3,7,perp,B,0,0,0
W051,G3,8,perp,B,0,0,0
W051,G3,9,perp,B,0,0,0
W051,G4,10,perp,B,0,0,0
W051,G4,1,para,B,0,0,0
W051,G4,2,para,B,0,0,0
W051,G4,3,para,B,0,0,0
W051,G4,4,para,B,0,0,0
W051,G4,5,para,B,0,0,0
W051,G4,6,perp,B,0,0,0
W051,G4,7,perp,B,0,0,0
W051,G4,8,perp,B,0,0,0
W051,G4,9,perp,B,0,1,1
W051,G5,10,perp,B,1,0,-1
W051,G5,1,para,B,0,0,0
W051,G5,2,para,B,0,0,0
W051,G5,3,para,B,0,0,0
W051,G5,4,para,B,0,0,0
W051,G5,5,para,B,0,0,0
W051,G5,6,perp,B,0,0,0
W051,G5,7,perp,B,0,0,0
W051,G5,8,perp,B,0,0,0
W051,G5,9,perp,B,0,0,0
