Slice,Count,Total Area,Average Size,%Area,Mean,Circ.,Solidity
W020_G1_1_para_Ata.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G1_6_perp_Ata.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G2_1_para_Ata.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G2_6_perp_Ata.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G3_1_para_Ata.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G3_6_perp_Ata.TIF,1,0.006,0.006,0.005,255,0.384,0.633
W020_G4_1_para_Ata.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G4_6_perp_Ata.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G5_1_para_Ata.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G5_6_perp_Ata.TIF,0,0,NaN,0,NaN,NaN,NaN
