Slice,Count,Total Area,Average Size,%Area,Mean,Circ.,Solidity
W011_G1_10_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_1_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_2_para_ATa.TIF,1,0.018,0.018,0.015,255,0.334,0.649
W011_G1_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_4_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_5_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_6_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_7_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G1_9_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_10_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_1_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_2_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_3_para_ATa.TIF,1,0.017,0.017,0.014,255,0.208,0.641
W011_G2_4_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_5_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_6_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_7_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G2_9_perp_ATa.TIF,3,0.077,0.026,0.064,255,0.158,0.449
W011_G3_10_perp_ATa.TIF,1,0.012,0.012,0.01,255,0.313,0.664
W011_G3_1_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_2_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_4_para_ATa.TIF,1,0.053,0.053,0.044,255,0.074,0.177
W011_G3_5_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_6_perp_ATa.TIF,1,0.02,0.02,0.017,255,0.198,0.439
W011_G3_7_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G3_9_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_10_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_1_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_2_para_ATa.TIF,1,0.019,0.019,0.016,255,0.181,0.461
W011_G4_3_para_ATa.TIF,1,0.027,0.027,0.023,255,0.255,0.553
W011_G4_4_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_5_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_6_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_7_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G4_8_perp_ATa.TIF,1,0.008,0.008,0.007,255,0.287,0.6
W011_G4_9_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_10_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_1_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_2_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_4_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_5_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_6_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_7_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W011_G5_8_perp_ATa.TIF,1,0.006,0.006,0.005,255,0.281,0.547
W011_G5_9_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
