Slice,Count,Total Area,Average Size,%Area,Mean,Circ.,Solidity
W010_G1_1_perp_ATa.TIF,1,0.006,0.006,0.005,255,0.285,0.792
W010_G1_2_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G1_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G1_6_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G1_7_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G1_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G2_1_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G2_2_perp_ATa.TIF,1,0.014,0.014,0.011,255,0.17,0.382
W010_G2_3_para_ATa.TIF,1,0.034,0.034,0.028,255,0.106,0.314
W010_G2_6_para_ATa.TIF,1,0.063,0.063,0.053,255,0.085,0.289
W010_G2_7_para_ATa.TIF,2,0.078,0.039,0.065,255,0.098,0.29
W010_G2_8_perp_ATa.TIF,1,0.015,0.015,0.012,255,0.266,0.586
W010_G3_1_perp_ATa.TIF,1,0.009,0.009,0.008,255,0.258,0.538
W010_G3_2_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_6_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_7_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G4_1_perp_ATa.TIF,1,0.044,0.044,0.037,255,0.076,0.259
W010_G4_2_perp_ATa.TIF,1,0.008,0.008,0.007,255,0.337,0.583
W010_G4_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G4_6_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G4_7_para_ATa.TIF,1,0.013,0.013,0.011,255,0.188,0.463
W010_G4_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G5_1_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G5_2_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G5_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G5_6_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G5_7_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G5_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
