Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
MP_W004_G4C_10_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_1_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_2_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_3_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_4_ATa.TIF,2,0.015,0.008,0.015,0.412,0.583,0.851
MP_W004_G4C_5_ATa.TIF,1,0.011,0.011,0.010,0.730,0.251,0.688
MP_W004_G4C_6_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_7_ATa.TIF,1,0.011,0.011,0.011,0.563,0.438,0.750
MP_W004_G4C_8_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_9_ATa.TIF,3,0.065,0.022,0.063,1.156,0.214,0.481
MP_W004_G4C_10_Atr.TIF,14,0.298,0.021,0.286,1.365,0.225,0.501
MP_W004_G4C_1_Atr.TIF,9,0.134,0.015,0.128,0.968,0.220,0.563
MP_W004_G4C_2_Atr.TIF,17,0.269,0.016,0.258,0.981,0.235,0.529
MP_W004_G4C_3_Atr.TIF,12,0.165,0.014,0.159,0.904,0.223,0.556
MP_W004_G4C_4_Atr.TIF,12,0.224,0.019,0.215,1.134,0.249,0.570
MP_W004_G4C_5_Atr.TIF,11,0.264,0.024,0.254,1.327,0.245,0.515
MP_W004_G4C_6_Atr.TIF,9,0.272,0.030,0.261,1.725,0.177,0.485
MP_W004_G4C_7_Atr.TIF,21,0.464,0.022,0.445,1.381,0.207,0.497
MP_W004_G4C_8_Atr.TIF,22,0.314,0.014,0.301,0.919,0.257,0.565
MP_W004_G4C_9_Atr.TIF,24,0.471,0.020,0.452,1.143,0.233,0.609
MP_W004_G4C_negative_Atr.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_positive_Atr.TIF,12,0.235,0.020,0.226,1.138,0.233,0.520
MP_W004_G4C_10_AtrTa.TIF,14,0.311,0.022,0.298,1.331,0.216,0.504
MP_W004_G4C_1_AtrTa.TIF,4,0.081,0.020,0.078,1.232,0.202,0.519
MP_W004_G4C_2_AtrTa.TIF,10,0.166,0.017,0.159,0.975,0.262,0.548
MP_W004_G4C_3_AtrTa.TIF,12,0.172,0.014,0.165,0.876,0.279,0.585
MP_W004_G4C_4_AtrTa.TIF,12,0.220,0.018,0.211,1.064,0.250,0.541
MP_W004_G4C_5_AtrTa.TIF,10,0.228,0.023,0.219,1.328,0.248,0.535
MP_W004_G4C_6_AtrTa.TIF,8,0.271,0.034,0.260,1.832,0.183,0.470
MP_W004_G4C_7_AtrTa.TIF,19,0.503,0.026,0.483,1.489,0.202,0.473
MP_W004_G4C_8_AtrTa.TIF,18,0.274,0.015,0.263,0.927,0.277,0.580
MP_W004_G4C_9_AtrTa.TIF,16,0.295,0.018,0.283,1.068,0.240,0.560
MP_W004_G4C_10_B.TIF,1,0.025,0.025,0.024,1.531,0.136,0.388
MP_W004_G4C_1_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_2_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_3_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_4_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_5_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_6_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_7_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_8_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_9_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_negative_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W004_G4C_positive_B.TIF,13,0.259,0.020,0.249,1.145,0.248,0.533
