Slice,Count,Total Area,Average Size,%Area,Mean,Circ.,Solidity
W009_G1_1_para_ATa.TIF,1,0.006,0.006,0.005,255,0.284,0.783
W009_G1_2_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G1_3_para_ATa.TIF,1,0.033,0.033,0.028,255,0.105,0.312
W009_G1_6_perp_ATa.TIF,1,0.063,0.063,0.052,255,0.084,0.287
W009_G1_7_perp_ATa.TIF,2,0.078,0.039,0.065,255,0.097,0.288
W009_G1_8_perp_ATa.TIF,1,0.014,0.014,0.012,255,0.262,0.582
W009_G2_1_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G2_2_para_ATa.TIF,1,0.013,0.013,0.011,255,0.168,0.379
W009_G2_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G2_6_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G2_7_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G2_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G3_1_para_ATa.TIF,1,0.009,0.009,0.008,255,0.251,0.539
W009_G3_2_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G3_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G3_6_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G3_7_perp_ATa.TIF,1,0.012,0.012,0.01,255,0.179,0.448
W009_G3_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G4_1_para_ATa.TIF,1,0.044,0.044,0.036,255,0.075,0.258
W009_G4_2_para_ATa.TIF,1,0.008,0.008,0.007,255,0.335,0.587
W009_G4_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G4_6_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G4_7_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G4_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G5_1_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G5_2_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G5_3_para_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G5_6_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G5_7_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
W009_G5_8_perp_ATa.TIF,0,0,NaN,0,NaN,NaN,NaN
