Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
W036_G1_1_para_AtrTa.TIF,8,0.237,0.03,0.187,1.607,0.234,0.47
W036_G1_4_para_AtrTa.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G1_6_para_AtrTa.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G1_9_perp_AtrTa.TIF,1,0.007,0.007,0.005,0.366,0.612,0.885
W036_G2_1_para_AtrTa.TIF,1,0.01,0.01,0.008,0.604,0.336,0.664
W036_G2_4_para_AtrTa.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G2_6_para_AtrTa.TIF,1,0.032,0.032,0.025,1.599,0.159,0.493
W036_G2_9_perp_AtrTa.TIF,8,0.127,0.016,0.1,0.886,0.278,0.589
W036_G3_1_para_AtrTa.TIF,1,0.015,0.015,0.012,0.947,0.215,0.492
W036_G3_4_para_AtrTa.TIF,1,0.019,0.019,0.015,0.65,0.568,0.848
W036_G3_6_para_AtrTa.TIF,2,0.018,0.009,0.014,0.48,0.476,0.757
W036_G3_9_perp_AtrTa.TIF,1,0.051,0.051,0.04,2.397,0.112,0.324
W036_G4_1_para_AtrTa.TIF,1,0.012,0.012,0.009,0.758,0.253,0.68
W036_G4_4_perp_AtrTa.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G4_6_perp_AtrTa.TIF,3,0.048,0.016,0.037,0.956,0.229,0.568
W036_G4_9_perp_AtrTa.TIF,1,0.018,0.018,0.014,0.906,0.27,0.624
W036_G5_1_para_AtrTa.TIF,1,0.01,0.01,0.008,0.506,0.508,0.836
W036_G5_4_para_AtrTa.TIF,2,0.035,0.018,0.028,0.99,0.257,0.586
W036_G5_6_para_AtrTa.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G5_9_perp_AtrTa.TIF,0,0,NaN,0,NaN,NaN,NaN
