Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
MP_W015_G4B_10_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_1_ATa.TIF,1,0.009,0.009,0.009,0.598,0.320,0.590
MP_W015_G4B_2_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_3_ATa.TIF,1,0.006,0.006,0.005,0.364,0.540,0.798
MP_W015_G4B_4_ATa.TIF,2,0.032,0.016,0.030,0.856,0.345,0.613
MP_W015_G4B_5_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_6_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_7_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_8_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_9_ATa.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_10_Atr.TIF,9,0.207,0.023,0.199,1.374,0.232,0.565
MP_W015_G4B_1_Atr.TIF,3,0.043,0.014,0.041,0.699,0.471,0.764
MP_W015_G4B_2_Atr.TIF,5,0.134,0.027,0.129,1.364,0.199,0.484
MP_W015_G4B_3_Atr.TIF,8,0.157,0.020,0.150,1.112,0.256,0.615
MP_W015_G4B_4_Atr.TIF,7,0.097,0.014,0.093,0.704,0.387,0.744
MP_W015_G4B_5_Atr.TIF,5,0.095,0.019,0.091,0.965,0.310,0.663
MP_W015_G4B_6_Atr.TIF,3,0.039,0.013,0.037,0.673,0.429,0.738
MP_W015_G4B_7_Atr.TIF,8,0.081,0.010,0.078,0.645,0.390,0.695
MP_W015_G4B_8_Atr.TIF,6,0.126,0.021,0.121,1.078,0.326,0.643
MP_W015_G4B_9_Atr.TIF,9,0.130,0.014,0.125,0.892,0.236,0.605
MP_W015_G4B_negative_Atr.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_positive_Atr.TIF,8,0.175,0.022,0.168,1.274,0.210,0.466
MP_W015_G4B_10_AtrTa.TIF,10,0.237,0.024,0.228,1.378,0.226,0.571
MP_W015_G4B_1_AtrTa.TIF,2,0.035,0.017,0.033,0.857,0.334,0.712
MP_W015_G4B_2_AtrTa.TIF,4,0.117,0.029,0.112,1.427,0.194,0.458
MP_W015_G4B_3_AtrTa.TIF,6,0.114,0.019,0.109,1.213,0.223,0.562
MP_W015_G4B_4_AtrTa.TIF,8,0.102,0.013,0.097,0.690,0.380,0.746
MP_W015_G4B_5_AtrTa.TIF,5,0.113,0.023,0.108,1.096,0.307,0.606
MP_W015_G4B_6_AtrTa.TIF,3,0.025,0.008,0.024,0.498,0.462,0.751
MP_W015_G4B_7_AtrTa.TIF,7,0.100,0.014,0.096,0.815,0.314,0.662
MP_W015_G4B_8_AtrTa.TIF,8,0.128,0.016,0.123,0.945,0.298,0.607
MP_W015_G4B_9_AtrTa.TIF,7,0.104,0.015,0.100,0.875,0.256,0.572
MP_W015_G4B_10_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_1_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_2_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_3_B.TIF,1,0.017,0.017,0.016,0.834,0.310,0.693
MP_W015_G4B_4_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_5_B.TIF,1,0.009,0.009,0.008,0.700,0.222,0.578
MP_W015_G4B_6_B.TIF,1,0.034,0.034,0.033,2.153,0.093,0.268
MP_W015_G4B_7_B.TIF,1,0.007,0.007,0.007,0.512,0.345,0.676
MP_W015_G4B_8_B.TIF,1,0.012,0.012,0.012,0.811,0.229,0.556
MP_W015_G4B_9_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_negative_B.TIF,0,0.000,NaN,0.000,NaN,NaN,NaN
MP_W015_G4B_positive_B.TIF,9,0.202,0.022,0.194,1.312,0.209,0.487
