Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
W008_G1_1_para_Ta.TIF,3,0.046,0.015,0.037,0.859,0.400,0.590
W008_G1_2_para_Ta.TIF,5,0.089,0.018,0.072,1.179,0.183,0.554
W008_G1_3_para_Ta.TIF,2,0.026,0.013,0.021,0.954,0.182,0.452
W008_G1_6_perp_Ta.TIF,9,0.084,0.009,0.067,0.692,0.276,0.630
W008_G1_7_perp_Ta.TIF,8,0.103,0.013,0.087,0.909,0.217,0.532
W008_G1_8_perp_Ta.TIF,3,0.125,0.042,0.100,2.715,0.096,0.314
W008_G2_1_para_Ta.TIF,3,0.022,0.007,0.018,0.582,0.276,0.583
W008_G2_2_para_Ta.TIF,4,0.076,0.019,0.061,1.346,0.140,0.431
W008_G2_3_para_Ta.TIF,2,0.036,0.018,0.029,0.771,0.347,0.683
W008_G2_6_perp_Ta.TIF,5,0.113,0.023,0.091,1.517,0.202,0.530
W008_G2_7_perp_Ta.TIF,8,0.191,0.024,0.154,1.602,0.152,0.416
W008_G2_8_perp_Ta.TIF,6,0.074,0.012,0.060,0.897,0.230,0.452
W008_G3_1_para_Ta.TIF,5,0.088,0.018,0.070,1.247,0.146,0.432
W008_G3_2_perp_Ta.TIF,6,0.096,0.016,0.077,1.162,0.196,0.511
W008_G3_3_para_Ta.TIF,9,0.152,0.017,0.122,1.141,0.226,0.502
W008_G3_6_para_Ta.TIF,10,0.227,0.023,0.183,1.487,0.175,0.466
W008_G3_7_perp_Ta.TIF,4,0.058,0.015,0.047,1.133,0.169,0.457
W008_G3_8_perp_Ta.TIF,3,0.057,0.019,0.046,1.387,0.155,0.496
W008_G4_1_para_Ta.TIF,4,0.057,0.014,0.046,1.073,0.195,0.454
W008_G4_2_para_Ta.TIF,5,0.151,0.030,0.121,1.933,0.156,0.450
W008_G4_3_para_Ta.TIF,5,0.037,0.007,0.030,0.618,0.252,0.583
W008_G4_6_perp_Ta.TIF,14,0.293,0.021,0.236,1.315,0.199,0.442
W008_G4_7_perp_Ta.TIF,7,0.115,0.016,0.093,1.133,0.215,0.437
W008_G4_8_perp_Ta.TIF,6,0.122,0.020,0.098,1.343,0.199,0.512
W008_G5_1_para_Ta.TIF,7,0.083,0.012,0.067,0.779,0.263,0.590
W008_G5_2_para_Ta.TIF,2,0.016,0.008,0.013,0.582,0.295,0.763
W008_G5_3_para_Ta.TIF,4,0.085,0.021,0.068,1.290,0.203,0.503
W008_G5_6_perp_Ta.TIF,13,0.216,0.017,0.174,0.937,0.243,0.553
W008_G5_7_perp_Ta.TIF,6,0.102,0.017,0.082,1.181,0.172,0.430
W008_G5_8_perp_Ta.TIF,4,0.094,0.023,0.075,1.373,0.171,0.419
