Slice,Count,Total Area,Average Size,%Area,Perim.,Circ.,Solidity
W036_G1_1_para_Atr.TIF,9,0.192,0.021,0.151,1.326,0.254,0.508
W036_G1_4_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G1_6_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G1_9_perp_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G2_1_para_Atr.TIF,1,0.011,0.011,0.009,0.634,0.356,0.612
W036_G2_4_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G2_6_para_Atr.TIF,1,0.029,0.029,0.023,1.482,0.167,0.454
W036_G2_9_perp_Atr.TIF,8,0.11,0.014,0.087,0.877,0.253,0.581
W036_G3_1_para_Atr.TIF,1,0.013,0.013,0.01,0.842,0.225,0.51
W036_G3_4_para_Atr.TIF,1,0.019,0.019,0.015,0.777,0.39,0.805
W036_G3_6_para_Atr.TIF,1,0.011,0.011,0.009,0.481,0.614,0.821
W036_G3_9_perp_Atr.TIF,1,0.053,0.053,0.042,2.776,0.086,0.405
W036_G4_1_para_Atr.TIF,1,0.015,0.015,0.012,0.91,0.225,0.544
W036_G4_4_perp_Atr.TIF,1,0.007,0.007,0.005,0.455,0.4,0.77
W036_G4_6_perp_Atr.TIF,2,0.034,0.017,0.027,0.985,0.237,0.612
W036_G4_9_perp_Atr.TIF,1,0.016,0.016,0.012,0.945,0.219,0.431
W036_G5_1_para_Atr.TIF,2,0.03,0.015,0.023,0.885,0.296,0.688
W036_G5_4_para_Atr.TIF,2,0.033,0.017,0.026,0.963,0.311,0.647
W036_G5_6_para_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_G5_9_perp_Atr.TIF,0,0,NaN,0,NaN,NaN,NaN
W036_negative__Atr.TIF,1,0.009,0.009,0.007,0.628,0.281,0.597
W036_positive__Atr.TIF,9,0.385,0.043,0.303,2.141,0.16,0.399
