Slice,Count,Total Area,Average Size,%Area,Mean,Circ.,Solidity
W010_G1_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G1_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G1_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G1_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G1_8_perp_B.TIF,1,0.006,0.006,0.005,255,0.327,0.646
W010_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G2_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G2_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G2_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G2_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G3_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G4_2_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G4_3_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G4_7_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G4_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G5_2_para_B.TIF,1,0.011,0.011,0.009,255,0.397,0.867
W010_G5_3_para_B.TIF,1,0.006,0.006,0.005,255,0.545,0.776
W010_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_G5_7_perp_B.TIF,1,0.014,0.014,0.012,255,0.252,0.652
W010_G5_8_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W010_negative_B.TIF,1,0.013,0.013,0.011,255,0.235,0.516
W010_positive_B.TIF,12,0.46,0.038,0.383,255,0.138,0.402
