Slice,Count,Total Area,Average Size,%Area,Mean,Circ.,Solidity
W020_G1_1_para_B.TIF,1,0.009,0.009,0.008,255,0.498,0.774
W020_G1_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G2_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G2_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G3_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G3_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G4_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G4_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G5_1_para_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_G5_6_perp_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_negative_B.TIF,0,0,NaN,0,NaN,NaN,NaN
W020_positive_B.TIF,10,0.459,0.046,0.382,255,0.165,0.394
