Slice,Count,Total Area,Average Size,%Area,Mean
G10_F1_R1_C1_AW.TIF,1,0.012,0.012,0.01,255
G10_F1_R1_C1_B.TIF,0,0,NaN,0,NaN
G10_F1_R1_C10_AW.TIF,0,0,NaN,0,NaN
G10_F1_R1_C10_B.TIF,0,0,NaN,0,NaN
G10_F1_R1_C2_AW.TIF,0,0,NaN,0,NaN
G10_F1_R1_C2_B.TIF,0,0,NaN,0,NaN
G10_F1_R1_C3_AW.TIF,0,0,NaN,0,NaN
G10_F1_R1_C3_B.TIF,0,0,NaN,0,NaN
G10_F1_R1_C4_AW.TIF,0,0,NaN,0,NaN
G10_F1_R1_C4_B.TIF,0,0,NaN,0,NaN
G10_F1_R1_C5_AW.TIF,1,0.008,0.008,0.007,255
G10_F1_R1_C5_B.TIF,0,0,NaN,0,NaN
G10_F1_R1_C6_AW.TIF,1,0.072,0.072,0.06,255
G10_F1_R1_C6_B.TIF,0,0,NaN,0,NaN
G10_F1_R1_C7_AW.TIF,0,0,NaN,0,NaN
G10_F1_R1_C7_B.TIF,0,0,NaN,0,NaN
G10_F1_R1_C8_AW.TIF,1,0.006,0.006,0.005,255
G10_F1_R1_C8_B.TIF,1,0.013,0.013,0.011,255
G10_F1_R1_C9_AW.TIF,0,0,NaN,0,NaN
G10_F1_R1_C9_B.TIF,0,0,NaN,0,NaN
G10_F1_R10_C1_AW.TIF,0,0,NaN,0,NaN
G10_F1_R10_C1_B.TIF,0,0,NaN,0,NaN
G10_F1_R10_C10_AW.TIF,0,0,NaN,0,NaN
G10_F1_R10_C10_B.TIF,1,0.008,0.008,0.007,255
G10_F1_R10_C2_AW.TIF,0,0,NaN,0,NaN
G10_F1_R10_C2_B.TIF,0,0,NaN,0,NaN
G10_F1_R10_C3_AW.TIF,0,0,NaN,0,NaN
G10_F1_R10_C3_B.TIF,0,0,NaN,0,NaN
G10_F1_R10_C4_AW.TIF,1,0.006,0.006,0.014,255
G10_F1_R10_C4_B.TIF,0,0,NaN,0,NaN
G10_F1_R10_C5_AW.TIF,0,0,NaN,0,NaN
G10_F1_R10_C5_B.TIF,0,0,NaN,0,NaN
G10_F1_R10_C6_AW.TIF,0,0,NaN,0,NaN
G10_F1_R10_C6_B.TIF,0,0,NaN,0,NaN
G10_F1_R10_C7_AW.TIF,0,0,NaN,0,NaN
G10_F1_R10_C7_B.TIF,0,0,NaN,0,NaN
G10_F1_R10_C8_AW.TIF,0,0,NaN,0,NaN
G10_F1_R10_C8_B.TIF,0,0,NaN,0,NaN
G10_F1_R10_C9_AW.TIF,0,0,NaN,0,NaN
G10_F1_R10_C9_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C1_AW.TIF,0,0,NaN,0,NaN
G10_F1_R2_C1_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C10_AW.TIF,1,0.009,0.009,0.009,255
G10_F1_R2_C10_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C2_AW.TIF,4,0.209,0.052,0.173,255
G10_F1_R2_C2_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C3_AW.TIF,0,0,NaN,0,NaN
G10_F1_R2_C3_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C4_AW.TIF,0,0,NaN,0,NaN
G10_F1_R2_C4_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C5_AW.TIF,1,0.013,0.013,0.011,255
G10_F1_R2_C5_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C6_AW.TIF,0,0,NaN,0,NaN
G10_F1_R2_C6_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C7_AW.TIF,0,0,NaN,0,NaN
G10_F1_R2_C7_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C8_AW.TIF,0,0,NaN,0,NaN
G10_F1_R2_C8_B.TIF,0,0,NaN,0,NaN
G10_F1_R2_C9_AW.TIF,0,0,NaN,0,NaN
G10_F1_R2_C9_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C1_AW.TIF,1,0.024,0.024,0.02,255
G10_F1_R3_C1_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C10_AW.TIF,0,0,NaN,0,NaN
G10_F1_R3_C10_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C2_AW.TIF,0,0,NaN,0,NaN
G10_F1_R3_C2_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C3_AW.TIF,0,0,NaN,0,NaN
G10_F1_R3_C3_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C4_AW.TIF,0,0,NaN,0,NaN
G10_F1_R3_C4_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C5_AW.TIF,0,0,NaN,0,NaN
G10_F1_R3_C5_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C6_AW.TIF,0,0,NaN,0,NaN
G10_F1_R3_C6_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C7_AW.TIF,0,0,NaN,0,NaN
G10_F1_R3_C7_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C8_AW.TIF,1,0.05,0.05,0.041,255
G10_F1_R3_C8_B.TIF,0,0,NaN,0,NaN
G10_F1_R3_C9_AW.TIF,0,0,NaN,0,NaN
G10_F1_R3_C9_B.TIF,0,0,NaN,0,NaN
G10_F1_R4_C1_AW.TIF,0,0,NaN,0,NaN
G10_F1_R4_C1_B.TIF,0,0,NaN,0,NaN
G10_F1_R4_C10_AW.TIF,0,0,NaN,0,NaN
G10_F1_R4_C10_B.TIF,0,0,NaN,0,NaN
G10_F1_R4_C2_AW.TIF,0,0,NaN,0,NaN
G10_F1_R4_C2_B.TIF,1,0.007,0.007,0.006,255
G10_F1_R4_C3_AW.TIF,0,0,NaN,0,NaN
G10_F1_R4_C3_B.TIF,0,0,NaN,0,NaN
G10_F1_R4_C4_AW.TIF,0,0,NaN,0,NaN
G10_F1_R4_C4_B.TIF,0,0,NaN,0,NaN
G10_F1_R4_C5_AW.TIF,2,0.054,0.027,0.044,255
G10_F1_R4_C5_B.TIF,0,0,NaN,0,NaN
G10_F1_R4_C6_AW.TIF,0,0,NaN,0,NaN
G10_F1_R4_C6_B.TIF,0,0,NaN,0,NaN
G10_F1_R4_C7_AW.TIF,0,0,NaN,0,NaN
G10_F1_R4_C7_B.TIF,0,0,NaN,0,NaN
G10_F1_R4_C8_AW.TIF,0,0,NaN,0,NaN
G10_F1_R4_C8_B.TIF,0,0,NaN,0,NaN
G10_F1_R4_C9_AW.TIF,0,0,NaN,0,NaN
G10_F1_R4_C9_B.TIF,0,0,NaN,0,NaN
G10_F1_R5_C1_AW.TIF,1,0.01,0.01,0.008,255
G10_F1_R5_C1_B.TIF,0,0,NaN,0,NaN
G10_F1_R5_C10_AW.TIF,0,0,NaN,0,NaN
G10_F1_R5_C10_B.TIF,0,0,NaN,0,NaN
G10_F1_R5_C2_AW.TIF,0,0,NaN,0,NaN
G10_F1_R5_C2_B.TIF,0,0,NaN,0,NaN
G10_F1_R5_C3_AW.TIF,0,0,NaN,0,NaN
G10_F1_R5_C3_B.TIF,0,0,NaN,0,NaN
G10_F1_R5_C4_AW.TIF,1,0.04,0.04,0.033,255
G10_F1_R5_C4_B.TIF,0,0,NaN,0,NaN
G10_F1_R5_C5_AW.TIF,3,0.085,0.028,0.07,255
G10_F1_R5_C5_B.TIF,0,0,NaN,0,NaN
