analogValue,load,distance
16.02,0.00,5.97
16.05,0.00,5.97
16.03,0.00,5.97
16.05,0.00,5.97
16.01,0.00,5.97
15.99,0.00,6.09
16.07,0.00,5.97
16.06,0.00,5.97
16.03,0.00,5.99
16.02,0.00,6.07
15.99,0.00,6.07
16.03,0.00,5.97
16.06,0.00,6.04
16.30,0.96,6.31
54.07,385.56,6.13
74.42,545.47,6.48
61.38,443.37,7.18
51.52,365.30,7.54
58.30,418.99,7.84
53.04,377.41,8.20
52.30,371.51,8.56
50.47,357.02,9.27
50.84,359.92,9.20
51.29,363.50,9.49
49.23,347.17,9.44
50.10,354.09,10.21
49.55,349.71,10.51
48.91,344.60,11.21
48.40,340.57,11.57
49.55,349.74,11.93
48.49,341.28,12.28
46.94,328.97,12.57
47.64,334.59,12.52
47.67,334.83,12.83
47.99,337.31,12.76
47.41,332.77,13.48
46.80,327.93,13.83
47.06,329.99,14.45
48.40,340.59,14.48
47.01,329.57,14.73
47.97,337.19,15.45
47.41,332.72,15.81
46.76,327.62,16.16
46.31,323.98,16.45
47.17,330.85,16.38
47.68,334.87,16.74
46.40,324.71,17.05
47.03,329.71,17.41
46.06,322.05,17.70
45.74,319.47,18.05
46.53,325.80,18.41
46.76,327.59,19.18
45.44,317.12,19.06
45.07,314.18,19.84
46.20,323.15,19.70
45.02,313.79,20.06
45.87,320.51,20.77
45.26,315.71,21.13
45.18,315.03,21.47
45.09,314.32,21.71
44.51,309.75,22.00
44.61,310.56,21.95
44.04,305.98,22.25
45.16,314.89,22.61
43.74,303.64,22.88
39.30,266.72,23.62
24.86,130.30,23.55
16.01,0.00,23.22
15.99,0.00,22.08
15.96,0.00,22.56
15.98,0.00,22.37
16.00,0.00,21.91
15.97,0.00,21.56
15.99,0.00,20.89
16.03,0.00,20.43
15.98,0.00,20.55
15.98,0.00,19.79
15.96,0.00,19.43
15.96,0.00,18.77
15.98,0.00,18.72
16.00,0.00,18.46
15.98,0.00,18.07
15.99,0.00,17.81
15.99,0.00,17.46
15.96,0.00,17.52
15.95,0.00,16.81
15.97,0.00,17.29
15.98,0.00,16.45
15.91,0.00,16.57
15.98,0.00,16.21
15.96,0.00,15.45
15.93,0.00,14.68
15.96,0.00,14.33
15.94,0.00,13.54
16.02,0.00,13.59
16.06,0.00,13.31
15.98,0.00,12.54
15.96,0.00,12.18
15.99,0.00,11.42
15.96,0.00,11.89
15.96,0.00,11.59
16.00,0.00,11.65
15.96,0.00,10.87
15.96,0.00,10.94
15.98,0.00,10.17
15.99,0.00,9.82
15.97,0.00,9.87
15.98,0.00,9.17
16.02,0.00,8.81
15.96,0.00,8.46
16.00,0.00,8.10
15.97,0.00,7.84
15.94,0.00,7.86
16.00,0.00,7.10
15.99,0.00,6.84
15.99,0.00,6.01
15.97,0.00,6.02
15.99,0.00,5.97
15.99,0.00,5.97
15.99,0.00,5.97
15.98,0.00,5.97
