analogValue,load,distance
16.23,0.00,5.99
16.28,0.54,5.94
16.24,0.00,5.96
16.32,1.49,5.94
16.25,0.03,5.97
16.29,0.84,5.92
16.29,0.79,5.96
16.28,0.70,5.85
16.29,0.93,5.96
16.36,2.35,6.01
21.09,85.58,6.19
55.95,400.47,6.07
74.34,544.82,6.84
63.23,458.01,7.54
52.66,374.35,7.49
55.91,400.12,7.84
52.91,376.35,8.13
51.64,366.26,8.51
51.97,368.92,9.27
51.90,368.34,9.15
48.65,342.56,9.51
48.42,340.74,9.80
50.30,355.68,10.16
48.59,342.13,10.92
47.43,332.91,10.80
48.08,338.07,11.09
49.30,347.72,11.47
47.68,334.89,12.23
47.19,330.96,12.59
47.25,331.44,12.78
46.10,322.31,12.83
46.70,327.07,13.19
45.84,320.27,13.37
47.52,333.62,13.83
46.22,323.31,14.43
46.12,322.50,14.38
45.31,316.05,14.73
45.29,315.94,15.45
46.26,323.61,15.38
45.04,313.95,16.16
45.27,315.77,16.45
46.13,322.57,16.40
45.16,314.87,16.74
45.07,314.18,17.46
44.94,313.17,17.81
45.28,315.87,18.17
44.52,309.85,18.48
44.79,311.98,18.41
44.44,309.20,19.18
43.97,305.48,19.48
44.53,309.90,19.82
44.46,309.36,20.18
43.12,298.71,20.47
44.23,307.51,20.42
44.86,312.52,21.13
42.04,289.63,21.06
43.72,303.47,21.71
44.05,306.12,22.02
44.11,306.60,21.95
43.33,300.37,22.71
44.18,307.14,22.61
36.69,244.94,23.31
17.20,20.17,22.71
16.31,1.23,22.49
16.16,0.00,22.51
16.20,0.00,21.74
16.19,0.00,21.39
16.19,0.00,21.54
16.20,0.00,21.10
16.23,0.00,20.38
16.20,0.00,20.43
16.23,0.00,20.08
16.13,0.00,19.72
16.22,0.00,19.06
16.21,0.00,19.02
16.20,0.00,18.41
16.17,0.00,17.97
16.19,0.00,17.61
16.18,0.00,17.68
16.19,0.00,17.30
16.24,0.00,17.12
16.19,0.00,16.76
16.19,0.00,15.98
16.14,0.00,15.64
16.20,0.00,15.26
16.21,0.00,15.33
16.16,0.00,14.97
16.19,0.00,14.72
16.21,0.00,14.00
16.22,0.00,13.54
16.18,0.00,13.20
16.13,0.00,13.32
16.21,0.00,12.64
16.21,0.00,12.28
16.18,0.00,12.35
16.19,0.00,11.83
16.20,0.00,11.54
16.11,0.00,10.75
16.12,0.00,10.41
16.15,0.00,10.06
16.07,0.00,9.85
16.19,0.00,9.39
16.21,0.00,9.15
16.11,0.00,8.69
16.27,0.44,8.34
16.20,0.00,7.98
16.13,0.00,7.69
16.21,0.00,7.44
16.16,0.00,6.96
16.22,0.00,6.60
16.17,0.00,6.41
16.23,0.00,5.78
16.13,0.00,5.96
16.19,0.00,5.99
16.13,0.00,5.99
16.25,0.04,5.97
16.17,0.00,5.99
16.17,0.00,5.97
16.20,0.00,5.99
16.21,0.00,6.07
16.21,0.00,5.99
