analogValue,load,distance
16.01,0.00,5.97
15.99,0.00,5.97
16.06,0.00,5.99
16.04,0.00,5.97
15.98,0.00,5.97
16.02,0.00,5.97
16.00,0.00,5.97
16.02,0.00,5.97
16.01,0.00,6.07
16.00,0.00,5.97
16.03,0.00,5.97
15.99,0.00,5.97
16.02,0.00,5.97
16.06,0.00,6.16
30.07,186.63,6.48
52.25,371.10,7.20
60.63,437.42,7.01
65.96,479.53,6.96
58.76,422.69,7.72
51.06,361.72,8.08
54.34,387.71,8.78
50.66,358.52,8.73
51.24,363.08,9.09
49.45,348.92,8.97
49.37,348.31,9.73
48.26,339.52,10.04
48.52,341.51,10.33
46.80,327.90,10.28
47.49,333.35,11.04
46.41,324.83,11.76
45.11,314.53,12.11
47.65,334.66,12.47
45.38,316.67,12.34
46.63,326.52,12.69
45.83,320.18,13.46
45.80,319.98,13.41
45.92,320.96,13.31
45.07,314.16,13.59
45.67,318.94,14.36
44.16,306.99,15.02
45.63,318.65,15.33
45.51,317.69,15.67
44.18,307.11,16.45
45.20,315.22,16.33
44.40,308.90,16.69
44.69,311.18,17.05
44.28,307.92,17.34
44.66,310.92,17.70
43.70,303.28,17.63
43.25,299.78,17.98
44.09,306.39,18.29
43.82,304.30,18.22
43.18,299.14,18.51
44.70,311.21,19.29
43.51,301.78,19.58
43.27,299.89,19.94
43.48,301.55,20.66
44.35,308.50,20.60
43.22,299.49,20.94
43.44,301.27,21.25
44.09,306.38,21.61
43.40,300.94,22.19
43.92,305.09,22.12
43.16,298.98,22.88
43.82,304.26,22.77
43.77,303.85,23.12
40.10,273.45,23.84
23.70,117.77,23.36
16.01,0.00,23.04
16.00,0.00,23.16
16.01,0.00,22.39
15.96,0.00,22.56
15.96,0.00,22.08
15.96,0.00,21.73
16.02,0.00,21.44
15.99,0.00,21.18
15.95,0.00,20.32
16.01,0.00,19.96
15.95,0.00,19.29
15.96,0.00,18.84
15.96,0.00,19.01
15.96,0.00,18.29
15.98,0.00,18.77
15.97,0.00,17.88
15.97,0.00,17.63
16.00,0.00,17.59
15.95,0.00,17.34
15.98,0.00,16.56
16.00,0.00,16.62
15.98,0.00,16.27
15.99,0.00,15.60
15.96,0.00,15.65
16.00,0.00,14.79
15.99,0.00,14.90
16.03,0.00,14.50
15.94,0.00,13.78
15.94,0.00,13.83
15.99,0.00,13.07
15.99,0.00,12.71
15.94,0.00,12.78
15.99,0.00,12.42
15.95,0.00,12.17
15.98,0.00,11.45
16.01,0.00,11.01
15.96,0.00,10.75
15.96,0.00,10.29
15.94,0.00,9.92
15.97,0.00,9.73
15.99,0.00,8.86
15.90,0.00,8.51
15.93,0.00,8.56
15.97,0.00,8.63
16.02,0.00,8.44
16.03,0.00,7.55
15.95,0.00,6.79
15.97,0.00,6.43
15.94,0.00,6.50
15.95,0.00,6.14
15.99,0.00,5.97
15.94,0.00,6.07
15.96,0.00,5.97
