analogValue,load,distance
16.01,0.00,5.97
16.04,0.00,5.99
16.01,0.00,5.99
16.05,0.00,5.99
16.00,0.00,5.97
16.03,0.00,5.99
16.01,0.00,5.97
16.02,0.00,5.97
16.04,0.00,5.97
15.98,0.00,5.99
16.01,0.00,5.99
16.03,0.00,5.99
16.00,0.00,5.97
16.03,0.00,6.04
16.99,15.68,6.30
51.72,366.90,6.13
76.55,561.93,6.48
64.35,466.82,7.61
52.38,372.18,7.96
57.58,413.32,7.91
53.33,379.69,8.20
53.28,379.30,8.13
52.53,373.34,8.92
51.39,364.27,9.26
52.66,374.38,9.56
49.49,349.27,9.44
49.95,352.91,10.21
49.66,350.58,10.57
49.63,350.36,11.28
49.68,350.76,11.64
49.86,352.15,12.00
48.26,339.48,12.35
48.38,340.44,12.64
49.66,350.57,12.59
48.28,339.67,12.93
48.12,338.41,12.81
47.74,335.32,13.59
47.65,334.67,13.90
46.58,326.13,14.24
47.23,331.33,14.45
47.24,331.42,14.38
46.48,325.34,14.73
48.12,338.34,15.45
47.40,332.70,16.21
47.29,331.75,16.57
46.27,323.66,16.93
47.37,332.41,17.22
46.93,328.93,17.17
46.66,326.82,17.52
46.90,328.73,17.81
46.69,327.07,18.17
47.16,330.79,18.48
47.37,332.42,18.82
46.20,323.15,19.18
46.93,328.89,19.89
47.08,330.15,19.82
46.24,323.48,20.60
45.81,320.02,20.89
46.58,326.13,21.25
47.31,331.98,21.56
45.61,318.49,22.25
45.86,320.47,22.14
46.52,325.70,22.07
46.05,321.94,22.36
45.39,316.69,22.71
40.70,278.42,22.95
37.96,255.51,23.43
16.24,0.00,22.75
15.99,0.00,22.39
16.10,0.00,21.68
15.99,0.00,21.85
15.96,0.00,21.80
15.99,0.00,21.51
15.96,0.00,21.10
15.95,0.00,20.79
15.99,0.00,20.03
16.02,0.00,20.08
15.98,0.00,19.31
15.94,0.00,19.48
15.97,0.00,19.02
16.00,0.00,18.66
15.96,0.00,18.41
15.98,0.00,18.10
16.01,0.00,17.75
15.96,0.00,17.41
15.98,0.00,17.05
15.96,0.00,16.69
15.99,0.00,16.33
16.00,0.00,16.40
15.96,0.00,15.72
15.95,0.00,15.26
15.97,0.00,14.50
16.00,0.00,14.56
15.99,0.00,13.88
15.95,0.00,13.42
15.98,0.00,13.07
15.98,0.00,12.71
15.98,0.00,12.01
15.98,0.00,12.06
16.00,0.00,11.76
15.95,0.00,11.37
15.95,0.00,11.16
15.95,0.00,10.70
15.96,0.00,10.77
15.98,0.00,10.51
15.99,0.00,10.06
16.00,0.00,9.29
15.95,0.00,8.93
16.00,0.00,8.63
16.00,0.00,8.29
15.98,0.00,7.91
15.99,0.00,7.67
15.95,0.00,7.21
15.98,0.00,6.86
15.97,0.00,6.50
16.02,0.00,6.19
15.98,0.00,6.02
15.94,0.00,5.97
16.00,0.00,5.97
15.93,0.00,5.99
15.96,0.00,5.97
