analogValue,load,distance
15.93,0.00,6.04
15.97,0.00,6.04
15.94,0.00,6.04
15.98,0.00,6.01
15.96,0.00,6.04
15.95,0.00,6.04
15.94,0.00,6.02
15.98,0.00,5.99
15.93,0.00,6.14
15.94,0.00,6.04
15.94,0.00,6.02
15.96,0.00,6.04
15.96,0.00,6.01
15.97,0.00,6.04
15.95,0.00,6.11
15.95,0.00,6.04
15.98,0.00,5.68
58.24,417.87,6.41
74.49,546.09,6.65
51.06,361.59,7.03
62.39,450.80,6.96
55.79,398.46,7.72
52.70,374.36,8.08
54.39,387.54,8.80
51.79,367.26,8.68
53.75,382.55,9.03
50.33,355.85,9.39
50.63,358.22,10.09
49.46,349.05,10.04
48.12,338.58,10.33
48.07,338.25,10.69
48.53,341.79,11.04
48.06,338.11,11.76
47.88,336.76,11.71
47.33,332.47,12.00
47.09,330.57,12.35
48.32,340.14,12.71
47.60,334.52,13.48
48.21,339.28,13.34
48.13,338.70,13.65
46.84,328.62,13.90
46.94,329.42,14.77
45.89,321.21,14.72
46.66,327.26,14.90
45.51,318.25,15.69
44.86,313.21,15.57
46.50,326.01,16.33
45.20,315.84,16.67
45.57,318.70,17.41
44.22,308.17,16.93
44.36,309.31,17.70
44.39,309.49,18.05
44.68,311.79,18.34
44.46,310.07,18.29
43.73,304.35,19.01
43.53,302.79,18.94
44.06,306.94,19.29
42.75,296.53,19.60
43.41,301.87,19.94
43.71,304.19,20.71
42.54,294.78,20.60
42.58,295.12,20.96
44.11,307.32,21.25
44.18,307.86,21.90
42.66,295.80,21.83
42.81,297.01,22.54
42.38,293.40,22.90
41.60,286.82,23.26
38.48,260.60,23.55
37.98,256.41,23.60
37.95,256.16,23.62
37.51,252.47,23.60
37.41,251.64,23.62
16.78,10.74,23.43
15.91,0.00,23.11
15.95,0.00,22.75
15.93,0.00,22.39
15.92,0.00,22.15
15.88,0.00,21.32
15.89,0.00,21.39
15.95,0.00,20.62
15.92,0.00,20.26
15.90,0.00,19.91
15.93,0.00,20.08
15.92,0.00,19.19
15.89,0.00,18.58
15.92,0.00,18.65
15.91,0.00,18.29
15.93,0.00,18.36
15.91,0.00,17.98
15.92,0.00,17.64
15.91,0.00,17.29
15.91,0.00,16.93
15.93,0.00,17.05
15.95,0.00,16.69
15.93,0.00,16.44
15.93,0.00,15.55
15.91,0.00,14.80
15.89,0.00,14.02
15.88,0.00,14.50
15.90,0.00,14.26
15.90,0.00,13.44
15.87,0.00,13.07
15.91,0.00,12.73
15.95,0.00,12.37
15.87,0.00,12.54
15.88,0.00,12.06
15.87,0.00,11.30
15.92,0.00,11.04
15.91,0.00,10.63
15.92,0.00,10.29
15.91,0.00,9.94
15.92,0.00,9.99
15.92,0.00,9.22
15.90,0.00,8.86
15.94,0.00,8.20
15.95,0.00,8.22
15.90,0.00,7.86
15.89,0.00,7.50
15.91,0.00,7.15
15.90,0.00,6.81
