analogValue,load,distance
16.31,1.26,6.09
16.23,0.00,5.99
16.30,1.12,5.96
16.25,0.00,6.04
16.15,0.00,5.92
16.29,0.80,5.94
16.33,1.70,5.96
16.23,0.00,5.97
16.26,0.31,6.01
17.12,18.50,6.36
59.20,426.14,6.60
69.85,510.08,6.96
71.38,521.95,7.25
56.77,406.90,7.66
61.93,447.67,7.96
56.37,403.78,8.32
58.19,418.16,8.61
54.41,388.26,8.97
50.71,358.94,9.32
52.21,370.84,10.09
54.26,387.04,9.97
53.28,379.25,10.33
48.75,343.38,10.63
51.00,361.20,10.97
51.07,361.79,11.76
51.25,363.18,12.05
49.25,347.31,11.98
49.52,349.51,12.35
51.42,364.54,12.69
50.82,359.76,13.00
49.64,350.41,13.78
48.20,339.04,14.05
50.05,353.71,14.00
50.40,356.44,14.67
47.46,333.10,15.02
48.09,338.10,15.31
48.26,339.45,15.67
49.88,352.30,15.62
46.71,327.17,16.38
46.91,328.75,16.74
46.88,328.53,16.62
48.46,341.09,17.41
47.77,335.62,17.27
45.79,319.92,18.05
46.40,324.76,17.98
48.34,340.09,18.77
48.46,341.09,19.06
46.44,325.02,19.41
46.35,324.33,19.77
47.85,336.26,20.13
48.65,342.57,20.47
47.52,333.61,20.77
45.98,321.41,21.13
47.12,330.47,21.06
48.67,342.70,21.66
48.01,337.49,21.63
45.89,320.66,21.95
46.24,323.46,22.24
47.62,334.39,22.60
49.85,352.07,23.31
48.54,341.72,23.24
45.17,315.01,24.02
47.74,335.38,23.97
48.52,341.53,24.67
51.69,366.70,25.03
49.59,350.03,25.39
43.86,304.57,25.74
42.71,295.21,25.44
17.81,32.03,25.74
16.24,0.00,25.33
16.18,0.00,24.93
16.16,0.00,24.16
16.15,0.00,23.91
16.22,0.00,23.85
16.21,0.00,23.22
16.15,0.00,23.34
16.13,0.00,22.61
16.24,0.00,22.32
16.09,0.00,21.97
16.22,0.00,21.61
16.18,0.00,21.20
16.22,0.00,21.37
16.15,0.00,20.50
16.17,0.00,20.66
16.18,0.00,20.20
16.18,0.00,19.84
16.17,0.00,19.58
16.25,0.00,19.16
16.20,0.00,18.36
16.23,0.00,18.53
16.16,0.00,18.17
16.24,0.00,17.71
16.20,0.00,17.35
16.17,0.00,16.84
16.21,0.00,16.40
16.12,0.00,16.03
16.18,0.00,16.10
16.18,0.00,15.74
16.16,0.00,15.48
16.21,0.00,14.70
16.24,0.00,14.36
16.17,0.00,13.90
16.27,0.33,13.65
16.15,0.00,13.61
16.21,0.00,12.90
16.17,0.00,12.54
16.19,0.00,12.18
16.20,0.00,11.83
16.21,0.00,11.52
16.17,0.00,11.54
16.22,0.00,11.18
16.17,0.00,10.82
16.19,0.00,10.11
16.21,0.00,9.77
16.13,0.00,9.41
16.16,0.00,9.14
16.21,0.00,8.80
16.22,0.00,8.44
16.19,0.00,7.98
16.14,0.00,7.62
16.21,0.00,7.37
