analogValue,load,distance
15.99,0.00,5.97
16.02,0.00,5.97
16.01,0.00,6.07
16.04,0.00,5.97
16.02,0.00,5.97
16.04,0.00,5.99
15.99,0.00,5.97
16.06,0.00,5.97
16.01,0.00,5.99
16.04,0.00,5.97
16.01,0.00,5.99
16.01,0.00,5.97
16.05,0.00,5.99
16.02,0.00,5.99
16.08,0.00,6.04
38.08,256.49,6.24
65.12,472.91,6.53
70.24,513.08,6.89
67.66,492.98,7.18
55.90,400.09,7.96
56.02,401.00,7.84
54.98,392.79,8.20
54.94,392.45,8.56
53.34,379.74,8.85
51.04,361.51,9.20
52.36,372.00,9.09
51.60,365.93,9.85
51.00,361.23,10.16
50.33,355.89,10.92
49.88,352.33,11.23
50.85,359.99,11.59
50.51,357.34,11.52
49.23,347.19,12.28
49.35,348.13,12.57
49.40,348.50,12.52
49.61,350.21,12.40
49.51,349.38,13.12
48.73,343.19,13.37
48.26,339.46,14.24
48.76,343.45,14.02
49.56,349.76,14.48
48.11,338.26,14.73
48.07,337.95,15.02
48.97,345.07,15.38
48.29,339.72,15.67
49.17,346.74,15.62
49.19,346.82,16.81
48.51,341.47,17.10
47.89,336.53,17.05
47.68,334.87,17.81
48.55,341.78,17.70
48.41,340.68,18.05
48.59,342.11,18.75
48.05,337.80,19.12
47.83,336.08,19.06
47.99,337.36,19.77
47.30,331.89,19.70
45.28,315.84,20.49
46.60,326.35,20.77
47.92,336.78,20.71
47.70,335.05,21.42
46.89,328.61,22.07
47.09,330.24,22.43
45.64,318.72,22.36
46.52,325.67,22.65
46.11,322.45,22.19
45.83,320.17,22.88
41.48,284.93,23.07
39.37,267.32,23.48
38.55,260.43,23.07
18.43,43.98,22.95
15.99,0.00,22.73
15.88,0.00,22.75
15.96,0.00,22.44
15.94,0.00,22.51
15.96,0.00,22.15
15.98,0.00,21.42
15.98,0.00,21.03
15.98,0.00,20.67
15.97,0.00,20.42
15.96,0.00,19.55
16.01,0.00,19.29
15.99,0.00,19.26
15.97,0.00,18.90
15.97,0.00,18.60
16.01,0.00,17.93
15.96,0.00,17.88
15.95,0.00,17.63
16.02,0.00,16.86
15.95,0.00,16.52
16.03,0.00,16.15
15.96,0.00,16.21
15.94,0.00,15.93
16.02,0.00,15.57
16.00,0.00,14.79
15.89,0.00,14.45
15.96,0.00,14.60
15.97,0.00,13.73
15.93,0.00,13.07
15.94,0.00,13.12
15.96,0.00,12.25
16.00,0.00,12.30
15.97,0.00,12.11
15.91,0.00,12.06
15.98,0.00,11.37
15.96,0.00,11.35
15.96,0.00,11.11
15.95,0.00,10.70
15.99,0.00,10.34
15.97,0.00,9.68
15.98,0.00,9.22
15.98,0.00,8.97
15.91,0.00,8.58
16.03,0.00,8.32
15.94,0.00,7.86
15.92,0.00,7.50
15.95,0.00,7.25
15.94,0.00,6.79
15.98,0.00,6.43
15.93,0.00,6.14
15.98,0.00,5.97
