analogValue,load,distance
16.02,0.00,5.97
16.04,0.00,5.97
16.04,0.00,5.97
16.04,0.00,6.07
16.04,0.00,5.97
16.01,0.00,5.97
16.05,0.00,5.97
16.03,0.00,5.97
16.05,0.12,5.84
16.07,0.76,5.94
16.04,0.00,5.68
16.08,0.97,6.06
16.58,17.76,6.77
60.36,441.93,7.01
67.22,496.04,7.42
58.54,427.52,7.72
51.89,374.99,8.08
55.96,407.14,8.78
50.41,363.32,8.73
52.91,383.08,9.09
49.98,359.90,9.37
50.78,366.30,9.73
50.74,365.92,10.50
50.82,366.61,10.40
47.83,342.94,11.14
48.38,347.29,11.52
48.53,348.51,11.40
48.89,351.34,11.76
48.67,349.55,12.45
48.50,348.23,12.40
50.28,362.29,12.76
47.90,343.54,13.48
49.57,356.70,13.41
48.69,349.78,13.76
47.69,341.82,14.38
48.52,348.38,14.43
47.89,343.44,15.18
49.10,353.01,15.06
47.92,343.71,15.74
48.76,350.28,16.10
48.52,348.43,16.45
46.67,333.83,16.74
49.10,352.99,17.10
47.75,342.30,17.46
47.04,336.69,17.81
46.35,331.30,18.10
47.15,337.60,18.04
47.93,343.73,18.82
46.10,329.32,19.11
47.44,339.85,19.46
47.48,340.22,19.82
47.95,343.92,20.18
48.29,346.55,20.47
47.63,341.37,20.42
47.90,343.48,20.77
48.79,350.53,21.06
48.84,350.91,21.42
47.74,342.24,21.64
47.08,337.00,22.41
48.76,350.26,22.71
47.67,341.69,23.07
46.70,334.03,23.41
47.82,342.89,24.13
42.35,299.63,23.96
39.85,278.75,23.96
17.01,27.57,24.19
16.04,0.00,23.45
15.97,0.00,23.09
16.04,0.00,22.83
15.99,0.00,22.49
16.02,0.00,21.68
16.03,0.00,21.32
16.01,0.00,21.06
16.00,0.00,21.01
16.03,0.00,20.77
15.96,0.00,20.32
15.96,0.00,20.04
16.03,0.00,19.70
16.02,0.00,19.24
16.01,0.00,18.95
16.05,0.00,18.19
16.03,0.00,17.92
15.99,0.00,17.98
16.00,0.00,17.52
16.01,0.00,17.27
15.98,0.00,16.96
16.01,0.00,16.56
16.01,0.00,16.21
15.99,0.00,15.86
16.01,0.00,15.50
16.02,0.00,15.14
16.01,0.00,14.79
16.04,0.00,14.50
16.01,0.00,13.71
15.97,0.00,13.36
15.98,0.00,13.00
16.01,0.00,12.76
15.98,0.00,12.81
16.02,0.00,12.37
15.99,0.00,12.06
16.03,0.00,11.71
16.02,0.00,10.92
16.00,0.00,10.58
16.04,0.00,10.23
16.03,0.00,9.87
16.05,0.00,9.94
16.01,0.00,9.22
15.96,0.00,8.86
16.03,0.00,8.61
16.01,0.00,8.15
15.98,0.00,7.89
16.00,0.00,7.86
16.00,0.00,7.15
16.00,0.00,6.79
16.01,0.00,6.43
16.04,0.00,6.14
16.04,0.00,5.97
16.01,0.00,5.97
15.98,0.00,5.97
15.99,0.00,5.97
16.00,0.00,5.97
