analogValue,load,distance
30.91,203.72,25.67
30.89,203.59,25.66
30.91,203.75,25.66
30.93,203.95,25.67
30.90,203.66,25.67
30.88,203.54,25.67
30.91,203.80,25.67
30.93,203.93,25.66
30.92,203.82,25.67
30.91,203.79,25.66
30.90,203.66,25.67
30.88,203.48,25.67
30.90,203.63,25.67
30.94,204.03,25.67
30.88,203.49,25.66
30.84,203.20,25.66
30.89,203.61,25.66
30.86,203.38,25.66
30.90,203.67,25.67
30.87,203.46,25.67
30.90,203.63,25.67
