analogValue,load,distance
16.02,1.17,6.09
16.00,0.81,6.02
16.01,1.02,5.89
15.96,0.00,5.99
15.98,0.29,5.96
15.98,0.20,6.07
16.01,0.99,5.94
15.97,0.00,6.07
15.99,0.52,5.94
15.99,0.40,5.94
15.97,0.00,5.97
15.96,0.00,5.99
15.98,0.29,5.96
15.97,0.03,5.94
15.93,0.00,5.97
16.01,1.04,6.07
17.95,43.85,6.01
54.69,393.49,6.60
74.04,545.55,6.55
73.26,539.53,7.32
61.11,444.26,7.67
61.96,451.02,7.96
61.14,444.53,8.32
57.64,416.80,8.20
59.80,433.92,8.97
55.48,399.74,9.75
58.62,424.55,9.68
54.78,394.23,9.97
55.06,396.41,10.28
54.76,394.00,10.62
55.29,398.23,10.97
53.17,381.43,11.76
53.46,383.69,11.64
54.74,393.88,12.40
52.93,379.55,12.71
55.14,397.07,12.64
54.58,392.65,13.42
55.65,401.09,13.29
54.67,393.34,13.97
54.11,388.84,14.26
53.39,383.17,14.62
52.33,374.78,14.97
53.70,385.60,15.26
53.66,385.30,15.62
54.02,388.20,15.57
53.53,384.25,16.28
53.48,383.88,16.21
52.63,377.14,16.98
51.24,366.13,17.29
52.67,377.45,17.64
52.11,373.03,17.58
53.04,380.39,18.29
52.23,373.99,18.22
51.07,364.75,18.53
50.84,362.96,18.89
51.62,369.09,18.82
50.69,361.74,19.53
49.95,355.89,19.48
50.36,359.15,20.18
51.29,366.54,20.54
51.52,368.30,21.30
50.60,361.03,21.25
50.26,358.35,21.83
50.18,357.68,21.49
50.10,357.03,22.14
51.03,364.47,22.41
50.00,356.24,22.78
44.60,313.40,23.48
42.51,296.70,23.55
18.12,47.32,23.36
15.98,0.23,22.73
15.93,0.00,22.34
15.96,0.00,22.08
15.92,0.00,21.63
15.94,0.00,21.27
15.95,0.00,20.91
15.94,0.00,20.55
15.94,0.00,19.79
15.98,0.16,19.53
15.94,0.00,19.14
15.96,0.00,18.78
15.91,0.00,18.85
16.01,0.90,18.17
15.94,0.00,18.19
15.94,0.00,17.93
15.91,0.00,17.88
15.92,0.00,17.63
15.99,0.41,17.70
15.95,0.00,16.86
15.95,0.00,16.57
15.97,0.00,16.21
15.92,0.00,15.55
15.96,0.00,15.19
15.95,0.00,14.31
15.98,0.28,14.48
15.92,0.00,14.43
15.99,0.44,13.83
15.98,0.14,13.48
15.96,0.00,13.02
15.94,0.00,12.76
15.96,0.00,12.30
15.91,0.00,12.35
15.95,0.00,12.06
15.96,0.00,11.71
15.96,0.00,10.94
15.91,0.00,10.17
15.96,0.00,10.24
15.96,0.00,9.87
15.95,0.00,9.94
15.93,0.00,9.22
15.95,0.00,8.44
15.96,0.00,8.10
15.97,0.01,8.25
15.93,0.00,7.79
15.96,0.00,7.91
15.95,0.00,7.15
15.90,0.00,6.79
15.96,0.00,6.53
15.91,0.00,6.09
15.94,0.00,5.97
15.92,0.00,5.97
