analogValue,load,distance
16.04,0.00,5.97
16.03,0.00,5.97
16.06,0.00,5.97
16.00,0.00,6.09
16.03,0.00,5.97
16.03,0.00,5.99
16.09,0.00,6.09
16.04,0.00,5.99
16.02,0.00,5.97
15.98,0.00,6.09
16.04,0.00,5.99
16.10,0.00,5.84
57.35,411.56,6.41
80.17,589.97,7.13
56.51,404.90,7.49
62.90,455.38,7.01
58.16,417.91,7.72
56.61,405.67,8.51
59.18,426.01,8.86
50.58,357.90,8.73
56.67,406.19,9.03
51.55,365.58,9.39
52.55,373.52,9.32
53.13,378.12,9.63
52.35,371.96,10.80
51.94,368.69,10.69
50.89,360.38,11.04
51.42,364.51,11.40
50.38,356.26,12.11
50.91,360.48,12.45
50.35,356.04,12.35
49.71,350.99,12.28
49.82,351.84,13.00
49.88,352.36,13.36
49.98,353.16,13.54
48.82,343.89,14.41
50.59,357.99,14.79
48.95,344.97,15.02
51.17,362.56,15.33
48.85,344.13,15.28
49.39,348.41,15.14
49.63,350.31,16.33
47.91,336.72,17.12
48.59,342.14,17.46
47.28,331.71,17.34
48.78,343.58,18.10
47.11,330.39,18.00
48.21,339.10,18.36
48.53,341.62,18.65
47.96,337.08,19.01
47.82,335.98,19.36
49.39,348.44,19.65
48.36,340.28,19.60
47.50,333.46,20.32
47.94,336.92,20.25
46.94,329.05,20.96
46.67,326.86,21.63
47.11,330.33,21.95
47.44,332.99,21.90
47.66,334.73,22.19
47.04,329.84,22.14
46.69,327.06,22.43
47.24,331.39,23.14
46.36,324.43,23.07
42.51,293.54,23.67
20.91,82.90,23.55
16.05,0.00,22.80
16.00,0.00,22.53
15.98,0.00,22.17
15.96,0.00,22.29
15.97,0.00,22.02
15.96,0.00,21.56
15.99,0.00,21.22
15.99,0.00,20.86
15.99,0.00,20.50
15.97,0.00,20.21
15.97,0.00,19.96
15.98,0.00,19.50
15.99,0.00,19.24
16.02,0.00,18.36
16.02,0.00,18.43
15.96,0.00,18.17
15.95,0.00,17.81
15.94,0.00,17.05
15.96,0.00,16.74
16.04,0.00,16.33
15.99,0.00,16.15
15.95,0.00,15.69
16.06,0.00,15.81
15.99,0.00,15.86
16.00,0.00,15.04
15.97,0.00,14.73
15.98,0.00,14.80
16.00,0.00,14.04
15.93,0.00,13.66
15.99,0.00,13.42
15.97,0.00,12.95
15.97,0.00,12.28
15.99,0.00,11.42
15.97,0.00,11.06
15.95,0.00,11.18
15.98,0.00,11.25
16.01,0.00,10.46
15.97,0.00,9.70
15.97,0.00,9.77
15.95,0.00,9.39
15.99,0.00,9.46
15.97,0.00,8.75
15.94,0.00,8.39
15.96,0.00,8.05
15.98,0.00,7.69
15.97,0.00,7.33
15.99,0.00,7.44
16.01,0.00,6.67
15.96,0.00,6.41
15.94,0.00,6.11
15.97,0.00,5.99
15.96,0.00,5.99
15.92,0.00,5.97
15.96,0.00,5.97
15.97,0.00,5.97
