analogValue,load,distance
16.26,0.26,6.09
16.19,0.00,5.99
16.21,0.00,5.97
16.21,0.00,5.99
16.25,0.00,5.92
16.20,0.00,5.97
16.31,1.20,5.96
16.31,1.28,5.96
20.59,77.94,6.18
45.09,314.32,6.07
45.38,316.62,6.84
49.13,346.39,7.20
41.83,287.90,7.49
43.61,302.60,7.84
41.75,287.25,8.15
42.33,292.05,8.49
45.87,320.51,8.85
45.30,315.97,9.15
45.71,319.25,9.51
42.95,297.23,9.87
43.98,305.52,10.16
42.69,295.05,10.51
43.22,299.52,11.23
44.42,309.06,11.16
43.22,299.49,11.52
43.57,302.29,12.23
43.37,300.70,12.59
42.66,294.80,12.52
43.08,298.35,12.83
43.01,297.76,13.08
41.86,288.17,13.53
41.67,286.54,14.24
41.65,286.37,14.56
42.40,292.62,14.80
42.10,290.15,14.84
42.13,290.38,15.50
43.01,297.72,15.86
41.47,284.84,16.16
42.41,292.70,16.52
40.63,277.84,16.45
41.86,288.15,17.22
40.98,280.80,17.52
41.64,286.30,17.88
40.95,280.52,18.22
41.63,286.23,18.53
40.70,278.40,18.89
41.49,285.01,18.82
40.83,279.52,19.11
39.90,271.75,19.48
42.65,294.76,19.82
39.84,271.25,20.13
40.20,274.26,20.49
40.24,274.63,20.84
40.21,274.31,21.42
40.17,273.97,21.47
40.71,278.52,21.44
40.84,279.58,22.43
39.19,265.80,22.37
25.83,140.82,22.43
16.21,0.00,21.68
16.22,0.00,21.90
16.22,0.00,21.83
16.10,0.00,21.51
16.11,0.00,21.15
16.15,0.00,20.84
16.20,0.00,20.43
16.17,0.00,20.09
16.15,0.00,19.74
16.17,0.00,19.48
16.13,0.00,19.11
16.18,0.00,18.77
16.14,0.00,18.31
16.05,0.00,18.05
16.16,0.00,17.70
16.11,0.00,17.41
16.16,0.00,17.05
16.17,0.00,16.38
16.16,0.00,16.33
16.12,0.00,15.67
16.11,0.00,15.31
16.12,0.00,14.85
16.12,0.00,15.02
16.17,0.00,14.24
16.07,0.00,14.21
16.12,0.00,13.42
16.12,0.00,13.07
16.15,0.00,12.71
16.15,0.00,12.37
16.10,0.00,12.49
16.09,0.00,12.13
16.16,0.00,11.35
16.11,0.00,11.52
16.04,0.00,11.01
16.06,0.00,10.80
16.07,0.00,10.46
16.11,0.00,9.58
16.15,0.00,9.22
16.19,0.00,8.88
16.13,0.00,8.20
16.07,0.00,8.15
16.03,0.00,7.81
16.08,0.00,7.45
16.08,0.00,7.16
16.13,0.00,6.89
16.16,0.00,6.43
16.11,0.00,6.09
16.17,0.00,5.97
16.03,0.00,5.97
16.12,0.00,6.02
16.10,0.00,5.97
16.06,0.00,5.97
16.06,0.00,5.99
16.16,0.00,5.90
16.14,0.00,5.96
16.12,0.00,6.07
16.19,0.00,6.09
16.12,0.00,6.04
16.12,0.00,5.97
16.19,0.00,5.94
16.10,0.00,5.97
16.14,0.00,5.97
