analogValue,load,distance
15.93,0.00,5.97
15.98,0.00,5.97
15.95,0.00,5.99
16.00,0.00,5.97
15.96,0.00,6.07
15.96,0.00,5.97
15.94,0.00,5.97
15.99,0.00,6.01
16.02,0.00,6.16
15.99,0.00,6.45
16.60,18.37,6.89
55.97,407.28,7.20
64.50,474.60,7.49
62.90,461.93,8.25
54.96,399.30,7.72
54.64,396.77,8.51
51.54,372.26,8.86
52.54,380.14,9.56
50.99,367.90,9.44
49.82,358.70,9.80
52.21,377.58,10.16
51.57,372.50,10.45
50.38,363.14,11.16
51.70,373.54,10.69
52.23,377.68,11.88
49.57,356.68,11.76
50.06,360.59,12.47
51.47,371.69,12.40
51.69,373.47,12.71
50.68,365.45,13.48
51.48,371.80,13.36
50.26,362.18,14.02
51.11,368.85,14.00
51.27,370.10,14.26
51.10,368.83,15.07
51.63,372.97,15.33
51.21,369.66,15.62
49.95,359.68,15.98
49.15,353.36,16.28
49.46,355.83,16.64
48.75,350.26,16.93
48.23,346.12,17.29
48.72,349.95,17.58
47.42,339.74,17.93
47.58,340.98,18.24
47.11,337.25,18.60
47.47,340.10,18.89
47.43,339.80,18.82
47.70,341.95,19.12
47.97,344.07,19.84
47.48,340.18,19.77
47.82,342.88,20.49
47.23,338.18,20.42
47.33,338.98,20.72
46.57,333.01,21.49
45.89,327.62,21.37
46.88,335.42,21.95
46.51,332.50,21.88
45.97,328.26,22.61
45.33,323.19,22.54
45.95,328.13,23.26
45.75,326.51,23.62
45.47,324.28,23.91
39.45,275.39,24.50
33.57,226.08,24.43
16.07,0.74,24.19
15.98,0.00,23.46
15.99,0.00,22.70
15.99,0.00,22.75
15.99,0.00,22.46
15.95,0.00,21.78
15.94,0.00,21.74
15.93,0.00,21.49
15.92,0.00,21.08
15.92,0.00,20.74
15.92,0.00,20.43
15.93,0.00,19.67
15.94,0.00,19.72
15.92,0.00,19.53
15.91,0.00,18.66
15.97,0.00,18.41
15.94,0.00,18.48
15.92,0.00,18.17
15.99,0.00,17.81
15.95,0.00,17.46
15.94,0.00,17.17
15.98,0.00,16.91
15.86,0.00,16.45
15.90,0.00,16.10
15.95,0.00,15.76
15.94,0.00,15.02
15.96,0.00,14.68
15.96,0.00,14.33
15.91,0.00,14.48
15.99,0.00,13.66
15.94,0.00,13.32
15.98,0.00,13.48
15.90,0.00,13.07
15.93,0.00,12.30
15.92,0.00,12.37
15.93,0.00,12.17
15.93,0.00,11.30
15.90,0.00,10.94
15.95,0.00,10.58
15.91,0.00,10.65
15.90,0.00,9.94
15.85,0.00,9.58
15.95,0.00,9.39
15.96,0.00,9.03
15.92,0.00,8.58
15.89,0.00,8.22
15.88,0.00,8.37
15.92,0.00,7.55
15.91,0.00,6.79
15.95,0.00,6.43
15.90,0.00,6.50
15.93,0.00,6.62
15.88,0.00,5.99
15.83,0.00,5.97
15.89,0.00,5.97
15.89,0.00,5.97
