analogValue,load,distance
16.01,0.00,5.97
16.01,0.00,5.97
16.00,0.00,5.99
16.02,0.00,5.97
16.06,0.39,6.01
16.03,0.00,5.97
16.06,0.36,5.96
16.02,0.00,5.97
16.00,0.00,5.99
15.98,0.00,5.97
16.04,0.00,6.09
16.02,0.00,5.97
16.03,0.00,6.09
16.59,18.24,6.06
50.93,367.42,7.18
65.00,478.51,7.08
65.50,482.45,7.44
56.71,413.10,7.72
53.72,389.51,8.08
55.33,402.23,8.44
56.03,407.73,8.73
51.43,371.40,9.09
49.66,357.38,9.44
48.13,345.35,9.73
50.51,364.09,10.09
49.42,355.51,10.40
48.40,347.45,10.74
49.69,357.62,11.50
47.64,341.42,11.40
48.52,348.38,11.74
47.86,343.15,12.52
48.20,345.87,12.81
48.47,347.98,12.76
46.90,335.59,13.12
46.34,331.22,13.73
48.03,344.54,13.76
47.33,338.99,14.43
48.01,344.41,14.41
47.66,341.58,14.67
46.92,335.77,15.02
46.34,331.20,16.15
48.33,346.94,16.10
48.68,349.66,16.03
46.62,333.38,16.81
47.69,341.85,17.10
47.79,342.68,17.44
47.95,343.90,17.81
47.01,336.49,18.10
46.99,336.30,18.46
46.84,335.13,18.39
47.80,342.75,19.18
47.56,340.85,19.46
46.09,329.17,19.40
46.40,331.62,20.18
47.19,337.90,20.47
46.98,336.24,20.83
46.37,331.41,21.18
47.83,342.99,21.54
46.94,335.95,21.42
46.96,336.06,21.64
46.58,333.06,22.43
46.42,331.81,22.77
45.74,326.48,22.65
40.76,286.38,22.88
38.19,264.80,23.31
37.68,260.52,23.29
37.37,257.96,23.29
37.28,257.16,23.31
37.16,256.18,23.31
37.09,255.56,23.31
37.07,255.41,23.29
23.78,124.98,22.83
16.06,0.32,23.02
15.99,0.00,22.61
16.02,0.00,22.20
15.97,0.00,21.49
16.02,0.00,21.56
15.96,0.00,21.20
15.98,0.00,20.84
16.06,0.30,20.59
15.98,0.00,20.13
15.99,0.00,19.41
16.02,0.00,19.48
16.01,0.00,19.12
16.00,0.00,18.46
15.98,0.00,18.41
15.97,0.00,18.15
15.99,0.00,17.71
16.01,0.00,17.46
16.00,0.00,17.10
15.95,0.00,16.74
16.01,0.00,15.98
15.99,0.00,16.08
15.94,0.00,15.72
15.99,0.00,15.38
16.00,0.00,15.02
15.96,0.00,14.26
16.00,0.00,13.90
15.99,0.00,13.54
15.97,0.00,13.19
15.99,0.00,12.93
15.99,0.00,12.54
15.97,0.00,12.69
15.97,0.00,11.83
15.95,0.00,11.88
15.93,0.00,11.11
16.01,0.00,10.77
15.99,0.00,10.82
15.94,0.00,10.04
16.01,0.00,9.75
16.00,0.00,9.39
15.96,0.00,9.05
15.98,0.00,8.68
15.94,0.00,8.44
16.01,0.00,7.98
16.01,0.00,7.62
15.98,0.00,7.32
15.93,0.00,6.96
15.97,0.00,6.62
15.97,0.00,6.26
15.99,0.00,6.02
