analogValue,load,distance
15.96,0.00,5.99
16.02,0.00,5.99
16.02,0.00,6.07
16.00,0.00,5.97
16.00,0.00,5.97
15.95,0.00,5.97
16.00,0.00,5.97
16.01,0.00,6.09
15.97,0.00,6.09
16.01,0.00,5.97
16.00,0.00,5.97
15.98,0.00,5.97
16.03,0.00,6.38
16.02,0.00,6.67
16.03,0.00,7.03
42.73,302.66,7.44
76.23,566.36,7.67
52.49,379.80,8.08
60.09,439.77,8.37
54.11,392.56,9.15
55.22,401.37,9.51
55.66,404.79,9.39
53.56,388.24,9.73
55.90,406.68,10.04
55.33,402.23,10.40
53.25,385.78,10.69
53.44,387.26,11.04
41.53,292.83,11.76
48.37,347.20,12.11
49.06,352.67,12.00
51.74,373.85,12.76
51.72,373.67,13.05
50.07,360.62,13.00
51.87,374.90,13.36
50.32,362.61,13.54
50.95,367.58,14.00
51.46,371.61,14.31
50.41,363.36,14.55
50.52,364.20,15.28
49.47,355.90,15.62
49.90,359.33,16.33
49.97,359.89,15.86
49.57,356.67,16.64
50.75,366.06,16.93
48.66,349.48,17.29
50.01,360.16,17.58
49.85,358.90,17.95
51.05,368.40,18.29
50.21,361.78,18.58
50.78,366.26,18.53
49.24,354.10,19.24
50.67,365.36,19.18
50.25,362.07,19.89
50.43,363.47,19.82
49.78,358.32,20.55
49.10,352.98,20.49
52.14,376.99,21.25
48.79,350.50,21.56
49.64,357.26,21.78
46.16,329.79,22.07
47.35,339.16,22.02
47.67,341.67,22.71
46.58,333.07,23.07
46.36,331.31,23.43
47.74,342.23,23.72
47.08,337.03,24.09
42.22,298.61,24.26
39.70,277.48,24.67
39.76,277.95,24.67
16.26,6.92,24.02
15.98,0.00,23.57
15.96,0.00,23.39
15.95,0.00,23.05
15.95,0.00,22.70
15.93,0.00,22.34
16.00,0.00,22.03
15.95,0.00,21.69
15.94,0.00,21.34
15.95,0.00,20.55
15.88,0.00,20.71
15.93,0.00,20.32
15.94,0.00,19.55
15.98,0.00,19.19
15.95,0.00,18.84
15.98,0.00,18.89
16.00,0.00,18.70
16.00,0.00,18.36
15.94,0.00,17.98
15.96,0.00,17.64
15.96,0.00,17.27
15.95,0.00,16.93
15.94,0.00,16.57
15.99,0.00,16.21
15.93,0.00,15.93
15.94,0.00,15.57
15.93,0.00,15.21
15.92,0.00,14.43
15.98,0.00,14.50
15.91,0.00,14.14
15.96,0.00,13.88
15.99,0.00,13.54
15.92,0.00,12.83
15.95,0.00,12.78
15.92,0.00,12.01
15.94,0.00,12.06
15.98,0.00,11.30
15.92,0.00,11.01
15.92,0.00,11.06
15.95,0.00,10.29
15.93,0.00,10.36
15.92,0.00,9.58
15.93,0.00,9.63
15.93,0.00,8.93
15.94,0.00,8.58
15.93,0.00,8.22
15.95,0.00,7.86
15.92,0.00,8.03
15.94,0.00,7.15
15.94,0.00,6.84
15.96,0.00,6.50
15.93,0.00,6.14
