analogValue,load,distance
16.00,0.00,5.97
15.96,0.00,5.92
16.01,0.00,5.97
15.94,0.00,6.07
16.04,0.00,5.97
15.97,0.00,6.07
16.02,0.00,5.99
15.98,0.00,6.09
15.98,0.00,5.97
15.98,0.00,6.09
16.08,1.07,6.01
16.01,0.00,6.13
16.25,6.76,6.53
54.18,393.16,6.84
75.13,557.80,7.13
65.58,483.12,7.49
62.91,462.00,7.78
57.52,419.48,8.13
58.01,423.35,8.51
56.67,412.74,9.20
56.39,410.58,9.14
54.63,396.69,9.03
56.07,408.03,9.80
53.33,386.39,10.09
53.73,389.57,10.86
52.76,381.92,10.33
52.95,383.37,11.09
52.37,378.81,11.45
50.74,365.96,11.76
52.06,376.37,12.52
51.37,370.89,12.00
52.17,377.25,13.12
52.18,377.29,13.07
52.42,379.24,13.76
50.84,366.77,14.02
51.55,372.33,14.33
51.36,370.86,14.36
50.02,360.28,14.97
50.44,363.58,15.33
50.72,365.75,15.62
49.48,355.99,15.57
50.23,361.95,16.33
51.11,368.85,16.62
49.16,353.45,16.98
49.90,359.31,16.86
49.78,358.34,17.64
49.97,359.88,17.93
49.54,356.49,18.29
49.58,356.77,18.58
48.96,351.89,18.94
48.97,351.96,19.24
48.59,348.93,19.18
47.11,337.24,19.89
48.59,348.97,19.82
49.54,356.46,20.13
49.04,352.53,20.84
49.78,358.36,20.77
50.08,360.71,21.49
49.17,353.56,21.44
49.01,352.27,22.02
49.75,358.14,21.95
48.62,349.22,22.25
48.36,347.16,23.02
48.91,351.51,23.31
48.04,344.60,23.67
41.31,290.94,23.79
38.83,270.21,23.79
38.09,263.95,23.79
16.28,7.75,23.55
16.01,0.00,23.22
16.04,0.00,22.87
15.96,0.00,22.15
15.92,0.00,21.80
15.96,0.00,21.85
16.00,0.00,21.15
16.03,0.00,20.79
15.97,0.00,20.86
15.96,0.00,20.15
15.89,0.00,19.79
15.93,0.00,19.53
15.92,0.00,19.50
15.96,0.00,19.19
15.96,0.00,18.53
15.93,0.00,18.58
15.90,0.00,18.12
15.96,0.00,17.93
15.97,0.00,17.58
16.01,0.00,16.79
15.89,0.00,16.96
15.95,0.00,16.57
15.92,0.00,16.21
15.93,0.00,15.86
15.98,0.00,15.50
15.91,0.00,15.24
15.97,0.00,14.96
15.99,0.00,14.50
15.95,0.00,14.14
15.92,0.00,13.78
15.95,0.00,13.07
15.92,0.00,13.14
15.98,0.00,12.78
15.95,0.00,12.11
15.91,0.00,12.13
15.89,0.00,11.35
15.94,0.00,11.01
15.88,0.00,10.63
15.93,0.00,10.77
15.95,0.00,10.09
15.99,0.00,9.65
15.94,0.00,9.39
15.96,0.00,8.93
15.95,0.00,8.64
15.96,0.00,8.69
15.92,0.00,7.91
15.93,0.00,7.62
15.88,0.00,7.21
15.94,0.00,6.91
15.96,0.00,6.55
15.93,0.00,6.36
15.91,0.00,6.04
15.96,0.00,6.07
