analogValue,load,distance
15.91,0.00,5.99
15.92,0.00,5.97
15.94,0.00,5.99
15.95,0.00,5.97
15.93,0.00,5.99
15.88,0.00,5.97
15.96,0.00,5.97
15.89,0.00,5.97
15.93,0.00,5.99
15.99,0.00,5.99
15.95,0.00,5.99
15.96,0.00,6.02
15.98,0.00,6.48
20.04,77.96,6.84
73.79,547.39,7.03
62.71,460.50,7.42
66.46,490.09,7.72
55.12,400.55,8.08
58.90,430.37,8.80
54.36,394.55,8.73
56.61,412.32,9.03
57.00,415.40,9.39
57.38,418.36,10.16
58.32,425.80,10.04
56.57,412.01,10.33
56.80,413.78,10.69
57.83,421.91,10.99
56.74,413.36,11.76
54.89,398.73,12.05
55.88,406.54,12.00
55.22,401.35,12.69
56.59,412.12,12.64
57.39,418.45,13.36
55.11,400.45,13.29
56.21,409.11,13.49
54.66,396.87,13.85
56.12,408.42,14.62
54.80,398.00,14.92
54.73,397.45,15.21
55.31,402.00,15.14
53.47,387.53,15.91
53.77,389.90,16.21
54.18,393.14,16.98
52.43,379.28,16.86
54.56,396.12,17.22
54.47,395.42,17.51
54.56,396.11,17.88
54.57,396.23,18.17
54.97,399.36,18.53
56.16,408.77,18.41
55.60,404.34,18.77
55.11,400.50,19.48
55.22,401.31,19.41
54.51,395.76,19.70
55.21,401.29,20.49
53.39,386.85,20.37
54.69,397.14,21.13
53.82,390.30,21.01
53.09,384.47,21.66
53.51,387.86,21.66
52.44,379.34,22.31
52.13,376.89,22.19
52.95,383.38,22.88
52.03,376.10,23.24
44.06,313.20,23.48
40.34,282.80,23.48
18.48,55.27,23.79
15.97,0.00,22.99
15.89,0.00,22.27
15.91,0.00,22.44
15.87,0.00,21.98
15.87,0.00,21.37
15.89,0.00,20.91
15.86,0.00,21.08
15.95,0.00,20.67
15.91,0.00,19.91
15.88,0.00,19.55
15.95,0.00,19.60
15.88,0.00,18.90
15.87,0.00,18.95
15.85,0.00,18.70
15.89,0.00,18.26
15.92,0.00,18.05
15.91,0.00,17.70
15.88,0.00,17.34
15.95,0.00,17.03
15.90,0.00,16.69
15.87,0.00,16.33
15.90,0.00,15.57
15.94,0.00,15.21
15.89,0.00,15.26
15.86,0.00,15.02
15.87,0.00,14.19
15.88,0.00,13.83
15.89,0.00,13.49
15.90,0.00,13.54
15.91,0.00,12.83
15.89,0.00,12.90
15.90,0.00,12.11
15.91,0.00,12.25
15.85,0.00,11.89
15.90,0.00,11.11
15.94,0.00,11.18
15.86,0.00,10.48
15.89,0.00,10.12
15.92,0.00,9.85
15.89,0.00,9.82
15.92,0.00,9.53
15.91,0.00,8.75
15.85,0.00,8.49
15.78,0.00,8.10
15.88,0.00,7.67
15.90,0.00,7.38
15.86,0.00,7.13
15.88,0.00,6.79
15.87,0.00,6.38
15.88,0.00,5.73
15.88,0.00,6.02
15.89,0.00,6.07
15.90,0.00,6.02
15.89,0.00,5.97
