analogValue,load,distance
15.88,0.00,5.97
15.91,0.00,6.07
15.95,0.00,5.97
15.91,0.00,5.99
15.88,0.00,5.99
15.90,0.00,5.97
15.90,0.00,5.97
15.91,0.00,5.97
15.88,0.00,6.09
16.04,0.00,5.97
15.90,0.00,5.97
15.96,0.00,6.04
16.26,6.92,6.41
62.69,460.27,7.08
69.91,517.06,7.01
68.13,503.20,7.32
57.11,416.28,7.66
56.72,413.15,8.01
53.09,384.47,8.37
54.85,398.44,8.68
53.19,385.30,9.03
53.20,385.38,9.39
51.73,373.78,9.73
51.38,371.01,10.45
51.96,375.58,10.80
51.21,369.66,11.11
50.84,366.75,11.04
50.30,362.50,11.40
50.47,363.84,12.17
50.17,361.43,12.47
49.81,358.59,12.40
50.02,360.24,12.76
49.05,352.62,13.12
49.57,356.69,13.31
49.67,357.45,14.19
48.13,345.34,14.48
48.84,350.93,14.43
48.75,350.24,14.67
49.13,353.19,15.45
48.56,348.74,15.79
48.06,344.76,16.10
47.51,340.41,16.45
46.75,334.43,16.81
47.56,340.85,17.10
47.75,342.35,17.05
47.71,342.03,17.39
47.56,340.82,18.17
48.27,346.45,18.53
46.61,333.30,18.41
45.98,328.37,18.77
46.93,335.87,19.11
46.45,332.08,19.89
46.59,333.12,20.18
46.13,329.49,20.13
47.16,337.68,20.49
46.76,334.50,21.18
46.72,334.15,21.13
46.76,334.54,21.49
45.66,325.83,22.12
46.21,330.18,22.48
46.38,331.53,22.78
46.14,329.60,23.14
46.06,328.94,23.48
37.07,255.39,23.62
16.18,4.35,23.36
15.90,0.00,22.99
15.92,0.00,22.61
15.87,0.00,22.02
15.89,0.00,21.97
15.86,0.00,21.20
15.87,0.00,20.94
15.86,0.00,20.49
15.84,0.00,20.25
15.91,0.00,19.79
15.88,0.00,19.53
15.80,0.00,19.07
15.86,0.00,18.72
15.85,0.00,18.38
15.82,0.00,18.10
15.86,0.00,17.64
15.85,0.00,17.81
15.83,0.00,17.52
15.80,0.00,17.15
15.86,0.00,16.74
15.84,0.00,16.40
15.84,0.00,16.10
15.89,0.00,15.69
15.82,0.00,15.38
15.87,0.00,15.02
15.89,0.00,14.26
15.81,0.00,14.31
15.84,0.00,13.90
15.88,0.00,13.61
15.83,0.00,12.93
15.87,0.00,12.49
15.86,0.00,12.22
15.82,0.00,11.77
15.78,0.00,11.42
15.82,0.00,11.06
15.81,0.00,10.70
15.84,0.00,10.75
15.85,0.00,10.04
15.84,0.00,9.80
15.85,0.00,9.34
15.82,0.00,8.98
15.84,0.00,8.63
15.87,0.00,8.39
15.82,0.00,7.93
15.82,0.00,7.57
15.85,0.00,7.20
15.84,0.00,6.86
15.83,0.00,6.48
15.79,0.00,6.72
15.84,0.00,5.96
15.82,0.00,5.97
15.84,0.00,5.99
15.81,0.00,5.99
15.90,0.00,5.97
15.84,0.00,5.97
15.81,0.00,5.97
15.83,0.00,5.99
