analogValue,load,distance
15.92,0.00,5.99
15.93,0.00,5.97
15.94,0.00,5.97
15.95,0.00,5.97
15.91,0.00,5.99
15.97,0.00,5.99
15.98,0.00,5.97
15.98,0.00,5.97
15.93,0.00,5.97
15.95,0.00,6.14
15.97,0.00,6.19
16.00,0.00,6.50
18.11,49.90,6.96
66.54,490.68,7.20
52.02,376.06,7.55
58.95,430.74,7.84
51.13,369.05,7.78
54.37,394.66,8.56
54.94,399.15,9.27
52.57,380.36,9.20
52.78,382.03,9.51
50.67,365.35,9.44
51.84,374.62,10.16
49.17,353.53,10.51
48.52,348.43,10.80
48.21,345.97,11.57
48.87,351.15,11.04
47.51,340.44,12.23
48.89,351.30,12.11
48.65,349.41,12.81
49.35,354.97,12.76
48.95,351.79,13.07
48.78,350.46,13.31
48.31,346.78,13.61
45.74,326.41,13.97
48.56,348.69,14.36
45.18,321.99,14.62
47.55,340.74,15.33
45.93,327.95,15.67
46.04,328.85,15.98
47.14,337.50,16.33
44.79,318.92,16.67
45.76,326.57,17.00
45.86,327.39,17.29
46.69,333.98,17.64
46.81,334.87,17.93
46.55,332.86,18.29
47.51,340.46,18.60
46.99,336.31,18.94
46.06,328.94,19.24
48.04,344.61,19.18
45.67,325.90,19.89
46.44,331.94,19.82
46.48,332.31,20.54
46.06,328.99,20.49
47.46,340.05,21.18
45.83,327.16,21.54
45.29,322.88,21.44
43.92,312.09,22.07
43.40,307.98,21.95
43.93,312.13,22.66
42.69,302.33,22.60
43.21,306.46,23.38
42.60,301.64,23.67
37.64,260.21,23.91
34.24,231.67,23.91
33.90,228.84,23.91
16.44,13.24,23.74
15.92,0.00,23.39
15.94,0.00,22.63
15.86,0.00,22.78
15.91,0.00,22.39
15.90,0.00,21.63
15.91,0.00,21.27
15.90,0.00,21.39
15.94,0.00,20.72
15.92,0.00,20.26
15.87,0.00,20.33
15.88,0.00,20.03
15.86,0.00,19.35
15.94,0.00,19.31
15.90,0.00,19.02
15.82,0.00,18.65
15.91,0.00,18.31
15.93,0.00,18.10
15.89,0.00,17.64
15.91,0.00,17.41
15.87,0.00,17.05
15.94,0.00,16.76
15.89,0.00,15.98
15.86,0.00,16.04
15.90,0.00,15.69
15.95,0.00,15.33
15.91,0.00,15.02
15.90,0.00,14.26
15.89,0.00,14.33
15.88,0.00,13.97
15.90,0.00,13.66
15.91,0.00,12.90
15.98,0.00,12.54
15.87,0.00,12.66
15.90,0.00,12.30
15.90,0.00,11.94
15.87,0.00,11.18
15.83,0.00,11.30
15.89,0.00,10.53
15.88,0.00,10.24
15.86,0.00,9.82
15.90,0.00,9.94
15.96,0.00,9.60
15.90,0.00,8.81
15.90,0.00,8.46
15.93,0.00,8.10
15.91,0.00,8.15
15.95,0.00,7.44
15.90,0.00,7.10
15.91,0.00,6.72
15.91,0.00,6.38
15.90,0.00,6.07
15.92,0.00,5.96
15.87,0.00,5.97
