analogValue,load,distance
16.13,0.00,5.97
16.11,0.00,5.96
16.06,0.00,5.97
16.10,0.00,6.07
16.08,0.00,5.99
16.10,0.00,5.97
16.09,0.00,5.97
16.10,0.00,5.97
16.08,0.00,6.14
16.09,0.00,6.30
16.12,0.00,6.60
17.17,29.31,6.96
57.37,418.27,7.25
71.78,531.69,7.61
65.91,485.74,8.32
57.47,419.11,8.27
55.09,400.31,8.61
59.02,431.33,8.92
55.67,404.86,9.27
56.77,413.57,9.97
56.78,413.61,9.92
54.20,393.26,10.28
55.02,399.77,10.57
55.33,402.22,10.92
54.43,395.05,11.69
54.24,393.56,12.00
52.67,381.15,11.93
53.96,391.39,12.28
53.18,385.24,13.00
52.56,380.29,13.36
52.91,383.12,13.29
52.89,382.95,14.00
52.58,380.45,13.85
52.75,381.80,14.19
52.05,376.28,14.96
51.94,375.42,15.33
53.17,385.14,15.62
51.36,370.85,15.96
52.78,382.03,16.27
52.19,377.43,16.62
52.70,381.39,16.98
51.23,369.81,17.29
52.82,382.36,17.22
53.09,384.49,17.98
50.76,366.07,18.34
50.86,366.91,18.65
51.49,371.88,19.01
52.01,376.01,19.36
51.63,373.01,19.65
51.81,374.36,19.60
50.91,367.28,20.37
49.94,359.61,20.66
50.78,366.23,21.01
50.86,366.86,21.35
50.27,362.25,21.63
49.34,354.85,21.88
49.73,357.97,21.83
49.28,354.43,22.60
49.48,356.01,22.48
48.37,347.20,23.24
48.63,349.30,23.60
48.96,351.86,23.96
49.48,356.02,24.30
48.09,345.04,24.62
42.96,304.49,25.32
17.58,38.28,24.79
16.10,0.00,24.31
16.06,0.00,23.97
16.12,0.00,23.72
16.10,0.00,23.39
16.09,0.00,23.04
16.09,0.00,22.37
16.07,0.00,22.44
16.06,0.00,22.14
16.06,0.00,21.37
16.08,0.00,21.32
16.07,0.00,21.06
16.11,0.00,20.20
16.11,0.00,19.84
16.11,0.00,19.48
16.11,0.00,19.65
16.10,0.00,19.29
16.11,0.00,18.87
16.07,0.00,18.58
16.10,0.00,18.12
16.06,0.00,17.87
16.09,0.00,17.51
16.09,0.00,17.22
16.08,0.00,16.56
16.11,0.00,16.50
16.07,0.00,16.16
16.07,0.00,15.79
16.09,0.00,15.45
16.08,0.00,14.67
16.08,0.00,14.43
16.06,0.00,13.95
16.10,0.00,13.61
16.06,0.00,13.66
16.10,0.00,13.41
16.05,0.00,13.02
16.05,0.00,12.61
16.07,0.00,12.30
16.07,0.00,11.62
16.08,0.00,11.18
16.07,0.00,10.92
16.07,0.00,10.46
16.10,0.00,10.11
16.10,0.00,9.85
16.08,0.00,9.82
16.04,0.00,9.20
16.06,0.00,8.75
16.10,0.00,8.39
16.07,0.00,8.13
16.07,0.00,7.69
16.08,0.00,7.32
16.08,0.00,7.38
16.07,0.00,6.67
16.09,0.00,6.31
16.07,0.00,5.68
16.08,0.00,5.97
16.08,0.00,5.97
