analogValue,load,distance
15.94,0.00,5.97
15.99,0.00,5.97
15.99,0.00,5.97
15.99,0.00,5.99
15.97,0.00,5.97
15.99,0.00,6.07
15.99,0.00,5.97
16.00,0.00,5.97
15.94,0.00,5.97
15.99,0.00,5.97
16.01,0.00,6.04
15.96,0.00,6.26
16.03,0.00,6.50
16.19,4.86,6.94
54.37,394.58,7.25
71.30,527.93,7.96
60.68,444.41,7.91
59.49,435.05,8.25
55.33,402.22,8.56
57.61,420.19,8.92
54.90,398.82,9.27
52.50,379.88,9.97
53.73,389.58,9.92
51.08,368.60,10.23
52.25,377.85,10.57
52.63,380.85,11.28
52.17,377.22,11.23
52.54,380.14,11.94
50.78,366.25,11.88
49.91,359.39,12.64
50.37,363.03,12.52
50.42,363.41,12.88
51.30,370.35,13.17
50.07,360.61,13.54
49.26,354.26,14.24
50.10,360.92,14.09
49.84,358.80,14.80
50.99,367.94,14.84
50.48,363.91,15.04
50.24,362.03,15.81
49.90,359.29,16.15
50.80,366.44,16.45
49.97,359.82,16.81
49.77,358.29,17.10
50.32,362.62,17.46
51.70,373.49,17.76
50.50,364.02,18.12
51.76,373.98,18.41
51.62,372.87,18.34
51.17,369.34,19.06
50.88,367.08,19.01
50.29,362.41,19.70
51.55,372.35,19.65
49.45,355.77,20.37
50.25,362.04,20.30
48.62,349.22,21.08
49.25,354.14,21.37
48.47,347.99,21.59
47.74,342.24,21.90
48.72,350.02,21.83
49.96,359.76,22.54
50.08,360.74,22.90
49.27,354.36,23.19
48.55,348.65,23.55
45.60,325.31,23.79
43.82,311.29,23.85
17.32,33.90,23.67
15.98,0.00,23.34
15.91,0.00,22.99
15.95,0.00,22.37
15.97,0.00,21.91
15.97,0.00,21.98
15.94,0.00,21.78
15.93,0.00,21.32
15.98,0.00,20.55
15.96,0.00,20.20
15.90,0.00,20.32
15.95,0.00,19.96
15.96,0.00,19.19
15.92,0.00,19.26
15.94,0.00,18.90
15.96,0.00,18.19
15.90,0.00,18.26
15.96,0.00,17.90
15.94,0.00,17.64
16.01,0.00,17.29
15.97,0.00,17.03
15.98,0.00,16.62
15.98,0.00,16.28
15.93,0.00,15.50
15.94,0.00,15.57
15.94,0.00,14.80
15.91,0.00,14.96
15.96,0.00,14.50
15.99,0.00,13.80
15.95,0.00,13.44
15.97,0.00,13.08
15.91,0.00,12.73
15.98,0.00,12.88
15.93,0.00,12.06
15.98,0.00,11.71
15.90,0.00,11.47
15.90,0.00,11.09
15.92,0.00,10.65
15.94,0.00,10.77
15.97,0.00,9.99
15.96,0.00,9.63
15.87,0.00,9.29
15.96,0.00,8.93
15.95,0.00,8.98
15.92,0.00,8.27
15.95,0.00,7.95
15.93,0.00,7.57
15.96,0.00,7.21
15.93,0.00,6.86
15.97,0.00,6.55
15.98,0.00,6.19
15.97,0.00,6.04
15.97,0.00,6.07
15.98,0.00,5.97
15.95,0.00,5.97
