analogValue,load,distance
15.93,0.00,5.97
15.96,0.00,5.99
15.95,0.00,5.97
15.95,0.00,6.07
15.95,0.00,5.97
15.94,0.00,5.97
15.95,0.00,5.97
15.92,0.00,5.97
15.96,0.00,5.97
15.91,0.00,5.97
15.94,0.00,6.07
16.00,0.00,5.97
15.95,0.00,6.16
16.04,0.00,6.43
55.15,400.74,6.91
80.25,597.73,7.54
57.45,418.95,7.96
60.78,445.24,7.84
55.75,405.51,8.20
55.29,401.88,8.56
53.52,387.90,8.85
52.86,382.69,9.20
52.06,376.41,9.49
51.64,373.06,9.87
50.54,364.38,10.21
50.47,363.79,10.92
50.27,362.19,11.28
48.98,352.01,11.64
49.95,359.67,11.52
48.73,350.03,11.88
49.46,355.83,12.23
48.54,348.58,12.95
48.44,347.79,12.88
48.05,344.73,13.24
46.32,331.04,13.93
48.37,347.24,13.78
46.95,336.03,14.24
47.21,338.03,14.85
46.93,335.85,14.79
47.34,339.07,15.14
47.45,339.96,15.91
45.41,323.86,16.27
47.24,338.33,16.57
45.81,326.98,16.50
47.11,337.24,17.27
47.43,339.77,17.58
46.52,332.63,17.93
47.78,342.57,18.27
46.28,330.72,18.63
46.95,335.97,18.94
46.05,328.90,19.28
46.11,329.38,19.24
46.83,335.04,19.99
45.83,327.18,20.30
45.90,327.69,20.23
45.96,328.16,20.59
45.45,324.14,21.30
45.85,327.29,21.63
45.95,328.12,21.51
46.28,330.69,22.19
45.43,324.04,22.12
44.98,320.41,22.48
45.07,321.12,23.26
44.28,314.90,23.60
41.69,294.16,23.89
23.71,124.28,23.84
15.95,0.00,23.62
15.96,0.00,23.33
15.92,0.00,22.87
15.91,0.00,22.10
15.90,0.00,21.74
15.90,0.00,21.37
15.92,0.00,21.44
15.92,0.00,21.08
15.91,0.00,20.72
15.94,0.00,20.38
15.92,0.00,20.01
15.92,0.00,19.72
15.90,0.00,19.31
15.95,0.00,19.01
15.94,0.00,18.24
15.92,0.00,18.29
15.94,0.00,18.05
15.96,0.00,17.70
15.93,0.00,17.34
15.90,0.00,16.98
15.92,0.00,16.32
15.95,0.00,16.27
15.94,0.00,15.50
15.82,0.00,15.14
15.92,0.00,14.90
15.96,0.00,14.85
15.93,0.00,14.50
15.95,0.00,14.14
15.88,0.00,13.78
15.92,0.00,13.42
15.86,0.00,13.24
15.95,0.00,12.78
15.89,0.00,12.42
15.89,0.00,11.76
15.89,0.00,11.30
15.92,0.00,11.04
15.85,0.00,10.58
15.93,0.00,10.23
15.93,0.00,10.29
15.90,0.00,9.58
15.93,0.00,9.32
15.90,0.00,8.86
15.87,0.00,8.61
15.86,0.00,8.15
15.91,0.00,7.81
15.86,0.00,7.96
15.92,0.00,7.15
15.91,0.00,6.79
15.94,0.00,6.43
15.89,0.00,6.18
15.90,0.00,5.97
15.92,0.00,6.07
15.90,0.00,5.97
15.94,0.00,5.97
15.86,0.00,5.99
