analogValue,load,distance
16.07,0.00,5.97
16.07,0.00,6.07
16.13,0.00,6.07
16.06,0.00,5.97
16.09,0.00,5.97
16.13,0.00,5.97
16.11,0.00,5.97
16.09,0.00,5.97
16.16,0.43,6.24
16.10,0.00,6.43
16.15,0.00,6.96
17.02,26.20,7.25
70.88,524.65,7.96
76.70,570.04,7.84
59.95,438.67,8.20
59.26,433.25,8.56
62.05,455.26,8.85
58.05,423.64,9.20
61.70,452.45,9.49
59.07,431.72,9.85
58.79,429.53,10.57
58.98,431.05,10.51
57.26,417.44,11.26
56.44,410.96,11.16
56.86,414.29,11.52
55.92,406.86,11.86
57.44,418.87,12.17
56.15,408.64,12.93
56.82,413.94,12.81
57.02,415.51,13.59
55.96,407.17,13.53
56.93,414.85,14.19
54.94,399.16,14.43
55.64,404.64,14.36
56.73,413.29,14.82
54.86,398.49,15.43
54.99,399.49,15.79
54.44,395.16,16.15
55.84,406.23,16.50
52.95,383.39,16.79
54.56,396.15,16.74
55.57,404.08,17.51
53.64,388.88,17.80
53.15,384.99,18.15
53.74,389.60,18.46
54.05,392.12,18.41
54.29,393.98,19.16
55.58,404.17,19.06
55.33,402.18,19.41
54.86,398.52,20.18
56.28,409.72,20.47
55.20,401.20,20.83
52.88,382.87,21.54
55.85,406.31,21.44
53.53,387.94,21.71
53.41,387.03,22.00
51.50,371.97,21.93
52.86,382.72,22.65
51.69,373.48,22.58
50.94,367.54,23.36
48.29,346.57,23.65
36.53,250.84,24.08
16.30,5.01,23.43
16.08,0.00,22.61
16.11,0.00,22.27
16.06,0.00,21.97
16.11,0.00,21.71
16.06,0.00,21.27
16.06,0.00,21.32
16.06,0.00,21.06
16.11,0.00,20.60
16.06,0.00,20.25
16.10,0.00,19.89
16.07,0.00,19.53
16.11,0.00,19.28
16.07,0.00,18.84
16.08,0.00,18.58
16.09,0.00,17.85
16.07,0.00,17.81
16.07,0.00,17.46
16.08,0.00,16.79
16.10,0.00,16.45
16.07,0.00,16.61
16.10,0.00,16.15
16.10,0.00,15.79
16.10,0.00,15.43
16.11,0.00,15.07
16.08,0.00,14.73
16.07,0.00,14.53
16.11,0.00,14.17
16.09,0.00,13.31
16.06,0.00,13.05
16.09,0.00,12.69
16.08,0.00,12.34
16.09,0.00,12.47
16.09,0.00,12.01
16.08,0.00,11.23
16.11,0.00,10.92
16.08,0.00,10.51
16.03,0.00,10.17
16.06,0.00,9.92
16.10,0.00,9.87
16.07,0.00,9.58
16.11,0.00,8.80
16.07,0.00,8.44
16.10,0.00,8.10
16.07,0.00,7.84
16.07,0.00,7.38
16.10,0.00,7.44
16.06,0.00,6.74
16.04,0.00,6.48
16.07,0.00,5.84
16.07,0.00,5.97
16.08,0.00,5.97
16.08,0.00,5.97
16.09,0.00,5.97
16.09,0.00,5.97
16.10,0.00,5.97
16.11,0.00,6.01
16.10,0.00,5.97
16.09,0.00,5.97
