analogValue,load,distance
15.94,0.00,5.97
16.02,0.00,5.97
15.93,0.00,6.09
15.99,0.00,5.97
15.95,0.00,5.97
15.96,0.00,5.97
15.96,0.00,5.99
16.08,1.04,5.96
15.98,0.00,6.07
15.95,0.00,6.09
15.98,0.00,6.38
16.27,7.47,6.77
57.27,417.50,7.01
83.69,624.36,7.37
65.15,479.70,8.08
57.40,418.55,8.03
58.37,426.22,8.32
53.27,385.92,9.09
56.03,407.76,9.03
54.18,393.11,9.73
54.36,394.50,9.68
55.04,399.93,9.97
52.41,379.13,10.33
53.35,386.58,10.23
54.45,395.24,11.40
52.96,383.49,11.28
53.87,390.65,12.06
51.29,370.30,11.52
52.95,383.41,12.69
50.57,364.56,12.64
50.23,361.94,12.93
53.83,390.39,13.65
51.85,374.71,13.59
52.32,378.46,14.19
52.99,383.74,14.24
51.69,373.43,14.85
53.78,389.95,15.21
52.45,379.46,15.50
53.26,385.88,15.86
53.29,386.10,16.15
51.58,372.54,16.52
52.51,379.91,16.81
52.27,378.01,17.17
53.07,384.37,17.46
52.95,383.41,17.81
52.15,377.05,18.12
52.74,381.76,18.46
52.10,376.65,18.82
52.02,376.02,19.12
52.99,383.71,19.06
53.68,389.15,19.77
53.20,385.35,20.13
53.89,390.86,20.42
54.43,395.07,20.72
54.97,399.36,20.66
53.17,385.15,21.37
53.46,387.47,21.32
53.45,387.37,21.88
52.70,381.40,21.83
53.14,384.91,22.14
53.76,389.77,22.48
53.38,386.82,23.19
54.43,395.08,23.55
54.30,394.07,23.91
51.70,373.56,24.08
50.31,362.56,24.50
50.12,361.08,24.48
18.13,50.16,23.96
15.95,0.00,23.45
16.00,0.00,23.29
15.94,0.00,22.51
15.92,0.00,22.15
15.96,0.00,22.27
15.96,0.00,21.91
15.92,0.00,21.13
15.90,0.00,20.79
15.91,0.00,20.84
15.93,0.00,20.55
15.93,0.00,20.30
15.92,0.00,19.43
15.91,0.00,19.07
15.90,0.00,18.72
15.95,0.00,18.78
15.91,0.00,18.43
15.92,0.00,18.12
15.93,0.00,17.76
15.90,0.00,17.51
15.98,0.00,17.17
15.99,0.00,16.91
15.95,0.00,16.45
15.94,0.00,16.15
15.92,0.00,15.81
15.91,0.00,15.45
15.94,0.00,14.67
15.89,0.00,14.84
15.93,0.00,14.43
15.94,0.00,13.66
15.97,0.00,13.73
15.96,0.00,12.97
15.88,0.00,12.59
15.93,0.00,12.30
15.93,0.00,12.35
15.90,0.00,12.00
15.95,0.00,11.25
15.93,0.00,10.94
15.95,0.00,10.51
15.91,0.00,10.23
15.90,0.00,9.87
15.90,0.00,9.94
15.93,0.00,9.15
15.98,0.00,8.97
15.88,0.00,8.46
15.90,0.00,8.17
15.95,0.00,7.81
15.93,0.00,7.55
15.90,0.00,7.50
15.91,0.00,6.74
15.90,0.00,6.43
15.93,0.00,6.07
15.91,0.00,5.99
15.92,0.00,5.99
