analogValue,load,distance
16.16,0,5.99
16.19,0,5.97
16.23,0,5.97
16.27,0.48,5.94
16.22,0,5.9
16.13,0,5.92
16.16,0,5.97
16.17,0,5.97
16.22,0,6.04
16.25,0.02,6.21
16.21,0,6.52
25.38,135.93,6.53
65.18,473.36,7.2
75.57,554.4,8.01
72.7,532.13,7.91
55.76,398.97,8.25
60.14,433.56,8.56
55.6,397.7,8.51
55.49,396.78,9.27
57.49,412.67,9.56
52.98,376.94,9.92
56.69,406.27,10.21
53.37,380.04,10.57
53.61,381.91,11.35
53.71,382.72,11.64
52.81,375.53,12
53.54,381.39,12.35
52.75,375.07,12.69
52.37,372.1,13.37
52.18,370.53,13.76
51.53,365.43,13.71
51.65,366.35,13.59
51.91,368.4,14.26
50.78,359.43,14.62
50.62,358.16,15.33
50.92,360.58,15.28
50.21,354.95,16.03
50.36,356.16,16.33
50.78,359.45,16.69
50.5,357.24,17.05
50.13,354.29,16.98
51.27,363.38,17.29
50.12,354.23,17.64
49.88,352.32,18
51.42,364.53,18.29
50.24,355.18,18.65
50.13,354.31,19.01
49.62,350.27,19.29
50.35,356.08,19.65
49.64,350.43,20.01
49.65,350.47,19.89
50.07,353.84,20.66
49.09,346.03,20.54
50.13,354.32,21.3
50.04,353.63,21.66
48.83,344.03,22.31
48.85,344.14,21.76
50.4,356.49,22.54
49.21,347,22.83
48.4,340.58,23.19
49.35,348.1,23.55
50.01,353.33,24.31
48.68,342.84,24.26
49.25,347.33,24.98
49.21,347.01,24.93
25.34,135.55,24.91
16.28,0.66,24.98
16.09,0,24.16
16.16,0,24.21
16.2,0,23.85
16.1,0,23.55
16.13,0,22.97
16.12,0,22.51
16.15,0,21.74
16.2,0,21.49
16.09,0,21.44
16.15,0,21.2
16.15,0,20.72
16.21,0,20.38
16.06,0,20.03
16.16,0,19.36
16.18,0,18.95
16.14,0,18.29
16.1,0,18.24
16.17,0,17.98
16.15,0,17.63
16.16,0,17.7
16.1,0,17.41
16.17,0,17.41
16.1,0,16.79
16.18,0,16.74
16.19,0,16.74
16.22,0,15.67
16.18,0,15.31
16.14,0,14.53
16.22,0,14.56
16.16,0,14.21
16.13,0,13.44
16.13,0,13.08
16.08,0,12.71
16.12,0,12.42
16.14,0,12.06
16.15,0,11.65
16.21,0,11.3
16.19,0,10.94
16.1,0,10.65
16.14,0,10.36
16.21,0,10.46
16.09,0,10.11
16.15,0,9.75
16.17,0,8.86
16.12,0,8.1
16.11,0,8.25
16.18,0,7.88
16.1,0,7.5
16.07,0,7.15
16.21,0,6.38
16.15,0,6.02
16.13,0,6.09
16.17,0,5.99
16.13,0,5.99
