analogValue,load,distance
15.93,0.00,5.97
15.96,0.00,5.97
16.01,0.00,5.99
15.93,0.00,5.97
15.98,0.00,5.99
15.96,0.00,5.99
15.97,0.00,5.97
15.95,0.00,5.97
15.95,0.00,6.06
15.99,0.00,6.07
15.94,0.00,5.97
15.94,0.00,5.75
17.16,30.51,6.48
55.24,401.45,6.79
67.34,497.03,7.06
57.36,418.19,7.42
56.16,408.74,7.78
51.04,368.33,8.13
53.78,389.98,8.44
50.05,360.48,9.15
50.72,365.75,9.09
50.45,363.64,9.44
49.62,357.06,9.75
48.61,349.09,10.09
49.63,357.20,10.80
48.68,349.66,10.74
50.00,360.12,11.04
49.06,352.70,11.40
47.63,341.40,12.17
48.99,352.11,12.45
48.58,348.91,12.40
49.41,355.40,12.76
47.49,340.31,13.05
48.90,351.43,13.41
48.38,347.31,14.12
47.97,344.09,14.07
48.43,347.73,14.67
47.17,337.74,14.70
47.93,343.74,15.38
48.11,345.20,15.67
47.73,342.14,16.03
46.97,336.14,15.96
47.09,337.12,16.74
47.39,339.51,17.03
45.37,323.49,17.39
46.69,333.94,17.70
47.32,338.92,17.63
46.92,335.74,17.98
45.86,327.42,18.27
47.05,336.82,19.04
46.87,335.38,19.35
47.16,337.70,19.29
46.80,334.83,19.65
46.52,332.62,20.35
47.17,337.76,20.71
47.30,338.81,21.06
46.18,329.93,21.42
46.34,331.20,21.73
47.47,340.12,21.52
47.35,339.12,21.81
45.07,321.14,22.19
47.16,337.63,22.48
45.39,323.66,23.24
41.24,290.36,23.36
38.37,266.29,23.36
38.06,263.72,23.36
37.97,262.92,23.36
37.89,262.31,23.36
37.87,262.15,23.36
33.32,223.94,23.36
16.00,0.00,22.63
15.93,0.00,22.73
15.93,0.00,22.32
15.88,0.00,21.71
15.93,0.00,21.25
15.93,0.00,21.32
15.90,0.00,21.01
15.88,0.00,20.66
15.91,0.00,20.32
15.89,0.00,19.96
15.95,0.00,19.70
15.90,0.00,18.82
15.93,0.00,18.58
15.91,0.00,18.22
15.94,0.00,18.27
15.93,0.00,17.81
15.95,0.00,17.56
15.89,0.00,17.22
15.93,0.00,16.91
15.91,0.00,16.56
15.92,0.00,16.61
15.92,0.00,15.86
15.89,0.00,15.50
15.90,0.00,14.72
15.87,0.00,14.36
15.91,0.00,14.00
15.93,0.00,14.07
15.91,0.00,13.71
15.88,0.00,13.00
15.87,0.00,12.76
15.95,0.00,12.30
15.91,0.00,12.05
15.89,0.00,11.59
15.92,0.00,11.64
15.94,0.00,11.35
15.90,0.00,10.69
15.88,0.00,10.23
15.96,0.00,9.87
15.89,0.00,9.51
15.93,0.00,9.15
15.85,0.00,8.86
15.92,0.00,8.44
15.87,0.00,8.15
15.93,0.00,7.91
15.88,0.00,7.45
15.93,0.00,7.08
15.88,0.00,6.74
15.87,0.00,6.38
15.87,0.00,6.07
15.96,0.00,6.07
15.85,0.00,5.97
