analogValue,load,distance
15.89,0.00,5.97
15.90,0.00,5.99
15.94,0.00,6.09
15.88,0.00,5.97
15.90,0.00,6.06
15.90,0.00,5.97
15.94,0.00,5.99
15.94,0.00,5.97
16.07,0.77,5.96
15.94,0.00,5.97
15.91,0.00,6.09
15.93,0.00,6.33
15.98,0.00,6.62
36.08,247.11,7.49
74.46,552.57,7.32
57.65,420.53,7.67
57.62,420.28,8.03
58.68,428.62,8.80
55.05,400.01,8.68
54.05,392.08,9.03
52.58,380.46,9.39
52.41,379.15,9.73
51.76,373.97,10.04
51.23,369.79,10.80
50.67,365.42,10.69
52.01,375.99,11.04
51.47,371.73,11.81
51.15,369.16,11.69
50.68,365.44,12.40
50.34,362.81,12.35
50.58,364.71,12.71
48.23,346.15,13.41
51.00,368.01,13.36
49.73,357.93,13.99
50.18,361.56,14.00
50.13,361.10,14.36
49.00,352.21,14.97
49.07,352.75,15.02
49.34,354.89,15.62
48.07,344.82,15.55
49.03,352.47,15.93
47.39,339.47,16.69
48.93,351.63,16.98
47.91,343.57,17.34
47.95,343.93,17.64
48.18,345.72,18.00
47.13,337.39,18.36
47.95,343.88,18.65
48.16,345.54,19.01
47.59,341.06,19.29
47.77,342.48,19.23
47.50,340.39,20.01
47.87,343.30,20.30
47.99,344.22,20.23
47.78,342.54,20.94
48.28,346.50,20.89
46.05,328.90,21.66
47.31,338.84,21.42
46.33,331.11,22.19
46.01,328.58,22.07
47.31,338.85,22.83
45.92,327.90,23.14
45.96,328.21,23.48
46.69,333.96,23.85
41.56,293.04,24.43
38.56,267.91,24.08
18.55,56.24,23.96
15.88,0.00,23.92
15.89,0.00,23.39
15.84,0.00,22.94
15.93,0.00,22.63
15.84,0.00,21.85
15.91,0.00,21.52
15.87,0.00,21.63
15.88,0.00,21.27
15.90,0.00,20.59
15.94,0.00,20.25
15.85,0.00,20.20
15.92,0.00,19.84
15.87,0.00,19.50
15.89,0.00,18.77
15.90,0.00,18.43
15.88,0.00,18.48
15.90,0.00,18.12
15.91,0.00,17.78
15.87,0.00,17.52
15.89,0.00,17.17
15.84,0.00,16.88
15.89,0.00,16.50
15.83,0.00,15.76
15.85,0.00,15.81
15.88,0.00,15.45
15.89,0.00,15.09
15.86,0.00,14.84
15.86,0.00,14.45
15.93,0.00,14.07
15.89,0.00,13.31
15.85,0.00,12.97
15.88,0.00,12.61
15.90,0.00,12.71
15.81,0.00,12.45
15.89,0.00,12.01
15.88,0.00,11.65
15.85,0.00,11.40
15.84,0.00,10.53
15.89,0.00,10.17
15.92,0.00,9.87
15.88,0.00,9.94
15.90,0.00,9.58
15.86,0.00,8.81
15.86,0.00,8.05
15.89,0.00,8.20
15.90,0.00,7.74
15.88,0.00,7.45
15.86,0.00,7.10
15.87,0.00,6.74
15.92,0.00,6.38
15.89,0.00,6.02
15.89,0.00,5.97
15.84,0.00,5.97
15.93,0.00,6.01
