analogValue,load,distance
15.93,0.00,5.97
15.97,0.00,5.97
16.01,0.00,6.07
15.97,0.00,5.97
15.95,0.00,5.97
15.98,0.00,5.99
15.98,0.00,5.97
16.02,0.00,6.07
16.00,0.00,5.97
16.00,0.00,6.04
31.27,206.81,6.41
70.95,525.19,6.60
50.03,360.34,7.01
61.53,451.18,7.32
49.52,356.32,7.66
52.50,379.84,8.01
48.70,349.86,8.73
48.58,348.91,8.68
51.03,368.23,9.03
47.92,343.68,9.39
49.51,356.24,9.68
48.44,347.81,10.04
47.51,340.42,10.75
46.36,331.36,10.69
47.71,342.02,11.04
47.05,336.83,11.81
47.19,337.92,12.11
46.31,330.91,12.45
45.85,327.28,12.83
46.66,333.68,12.69
44.69,318.15,13.07
46.65,333.62,13.73
43.41,308.05,13.66
44.66,317.93,14.07
44.41,315.91,14.84
42.53,301.06,15.02
44.12,313.67,14.97
42.57,301.40,15.74
43.40,307.99,16.10
42.42,300.19,15.98
42.25,298.81,16.74
42.68,302.26,16.69
42.13,297.80,17.39
42.96,304.48,17.75
43.59,309.45,18.12
42.12,297.75,18.48
43.07,305.34,18.77
43.76,310.77,18.70
43.41,308.06,19.06
42.81,303.26,19.77
42.21,298.49,20.11
42.92,304.19,20.06
41.97,296.51,20.83
41.47,292.29,21.13
41.83,295.30,21.06
40.99,288.25,21.42
40.69,285.75,22.07
41.33,291.15,22.36
41.43,291.95,22.31
40.24,281.97,23.00
37.10,255.66,22.77
35.02,238.18,22.77
34.47,233.61,22.78
34.24,231.67,22.77
32.47,216.86,23.14
16.04,0.00,22.94
15.94,0.00,22.15
15.92,0.00,21.80
15.88,0.00,21.85
15.95,0.00,21.51
15.91,0.00,21.15
15.91,0.00,20.84
15.93,0.00,20.43
15.95,0.00,20.13
15.93,0.00,19.79
15.89,0.00,19.02
15.90,0.00,18.77
15.87,0.00,18.31
15.96,0.00,18.36
15.94,0.00,18.00
15.91,0.00,17.76
15.99,0.00,16.98
15.97,0.00,16.62
15.88,0.00,16.79
15.95,0.00,15.93
15.95,0.00,15.98
15.93,0.00,15.62
15.90,0.00,15.26
15.88,0.00,14.90
15.88,0.00,14.19
15.97,0.00,14.26
15.94,0.00,13.49
15.81,0.00,13.12
15.89,0.00,12.78
15.93,0.00,12.85
15.94,0.00,12.49
15.89,0.00,12.13
15.92,0.00,11.77
15.97,0.00,11.01
15.86,0.00,11.13
15.82,0.00,10.34
15.91,0.00,9.99
15.93,0.00,9.65
15.88,0.00,9.27
15.92,0.00,9.03
15.91,0.00,8.58
15.92,0.00,8.68
15.92,0.00,8.01
15.94,0.00,7.55
15.91,0.00,6.79
15.89,0.00,6.43
15.89,0.00,6.50
15.89,0.00,6.55
15.89,0.00,6.07
15.90,0.00,5.97
15.88,0.00,5.97
15.89,0.00,5.97
15.94,0.00,5.99
15.84,0.00,5.97
15.90,0.00,5.99
15.92,0.00,5.97
