analogValue,load,distance
15.68,0.00,5.97
15.75,0.00,5.97
15.81,0.00,5.96
15.71,0.00,5.97
15.75,0.00,5.97
15.80,0.00,6.07
15.71,0.00,5.99
15.72,0.00,5.97
15.65,0.00,5.97
15.74,0.00,5.97
15.70,0.00,5.99
15.68,0.00,6.07
15.71,0.00,5.97
15.84,0.00,6.19
43.10,305.56,6.41
83.16,620.27,6.65
51.94,375.44,7.06
62.98,462.63,6.96
50.55,364.44,7.72
53.33,386.37,8.44
52.08,376.55,8.39
50.43,363.48,8.68
51.18,369.41,9.02
48.70,349.81,9.39
49.88,359.18,9.68
49.53,356.41,10.40
48.99,352.13,10.33
49.45,355.78,10.69
50.30,362.49,10.97
49.27,354.35,11.76
50.67,365.40,12.05
48.86,351.08,11.98
50.58,364.64,12.28
49.74,358.04,12.64
49.31,354.65,13.41
49.34,354.84,13.20
47.19,337.91,14.05
47.73,342.13,13.87
47.04,336.69,14.19
46.42,331.85,14.90
47.29,338.70,14.94
46.75,334.43,15.21
47.06,336.84,15.91
46.15,329.67,15.86
47.32,338.93,16.21
47.76,342.41,16.50
47.49,340.29,17.29
48.97,351.97,17.63
48.04,344.60,18.00
46.84,335.10,18.27
46.96,336.12,18.22
46.68,333.89,18.94
46.64,333.58,18.89
46.65,333.65,19.65
47.29,338.65,19.52
46.59,333.18,20.30
47.08,337.07,20.66
47.31,338.87,20.94
47.85,343.13,20.89
47.41,339.64,21.64
47.63,341.35,21.46
47.11,337.27,22.12
45.96,328.17,22.07
41.07,288.99,22.29
37.13,255.92,22.77
36.44,250.12,22.77
36.59,251.37,22.78
36.63,251.76,22.71
36.71,252.43,22.71
36.69,252.19,22.71
35.56,242.75,22.31
15.92,0.00,22.51
15.70,0.00,21.73
15.59,0.00,21.37
15.61,0.00,21.51
15.65,0.00,21.18
15.61,0.00,20.79
15.64,0.00,20.03
15.58,0.00,19.65
15.48,0.00,19.72
15.62,0.00,19.38
15.67,0.00,18.70
15.57,0.00,18.75
15.61,0.00,18.41
15.63,0.00,17.70
15.65,0.00,17.75
15.65,0.00,17.29
15.59,0.00,17.03
15.63,0.00,16.69
15.57,0.00,16.03
15.71,0.00,15.55
15.60,0.00,15.19
15.57,0.00,15.01
15.65,0.00,14.97
15.70,0.00,14.62
15.61,0.00,13.93
15.63,0.00,13.48
15.63,0.00,13.24
15.55,0.00,12.78
15.57,0.00,12.93
15.56,0.00,12.54
15.64,0.00,11.77
15.66,0.00,11.42
15.62,0.00,11.06
15.63,0.00,10.70
15.59,0.00,10.34
15.59,0.00,10.41
15.64,0.00,9.70
15.62,0.00,9.34
15.67,0.00,8.98
15.65,0.00,8.73
15.60,0.00,8.29
15.58,0.00,8.34
15.56,0.00,7.62
15.57,0.00,7.21
15.58,0.00,6.91
15.62,0.00,6.57
15.62,0.00,6.19
15.63,0.00,5.96
15.62,0.00,5.97
15.60,0.00,5.97
