analogValue,load,distance
16.01,0.88,5.99
16.01,0.97,5.96
16.02,1.07,5.96
15.99,0.49,5.85
16.01,1.02,5.96
15.97,0.00,5.99
15.97,0.07,5.96
16.01,1.00,5.97
15.98,0.22,5.96
15.96,0.00,5.97
15.98,0.21,5.94
16.00,0.74,6.01
50.45,359.86,6.36
85.93,637.85,6.55
61.78,449.60,6.53
68.81,505.04,7.25
59.18,428.99,8.03
64.82,473.61,8.39
57.57,416.30,8.25
58.88,426.67,8.61
57.37,414.69,8.92
52.55,376.49,9.27
55.91,403.19,9.56
53.35,382.84,9.92
56.60,408.60,10.21
54.73,393.80,10.57
54.39,391.08,11.33
56.05,404.23,11.64
54.34,390.72,11.57
54.38,391.03,11.88
54.54,392.27,12.23
54.08,388.63,12.93
55.02,396.14,12.47
52.89,379.17,12.76
52.42,375.43,13.42
52.52,376.26,13.73
51.57,368.73,14.07
53.27,382.17,14.48
53.33,382.71,14.73
52.90,379.28,15.93
52.11,372.97,16.21
51.73,369.97,16.15
52.06,372.64,16.50
52.26,374.19,17.22
52.33,374.73,17.15
52.27,374.24,17.52
51.24,366.10,17.81
52.26,374.17,17.76
51.39,367.28,18.05
51.16,365.43,17.98
51.62,369.10,18.29
50.94,363.72,19.06
50.71,361.86,19.35
50.87,363.20,19.72
49.50,352.29,20.01
50.79,362.51,20.37
50.64,361.37,20.66
50.59,360.91,21.01
50.96,363.91,21.73
51.50,368.17,21.54
50.58,360.86,22.31
50.54,360.53,22.19
50.76,362.26,22.54
44.68,314.03,23.26
41.68,289.76,23.31
40.92,283.42,23.31
40.39,279.01,23.31
16.41,10.19,23.09
15.98,0.29,22.85
15.97,0.00,21.98
15.95,0.00,22.05
15.93,0.00,21.78
15.95,0.00,21.39
15.92,0.00,21.13
15.93,0.00,20.26
15.94,0.00,20.32
15.98,0.14,19.65
15.95,0.00,19.67
15.95,0.00,18.84
15.91,0.00,18.24
15.95,0.00,18.29
15.94,0.00,18.34
15.93,0.00,17.64
15.96,0.00,17.59
15.95,0.00,17.34
15.90,0.00,16.56
15.97,0.08,16.62
15.94,0.00,16.37
15.93,0.00,15.93
15.93,0.00,15.57
15.95,0.00,15.26
15.96,0.00,14.92
15.94,0.00,14.55
15.93,0.00,14.21
15.94,0.00,13.42
15.92,0.00,13.08
15.93,0.00,12.73
15.95,0.00,12.52
15.94,0.00,12.06
15.93,0.00,11.71
15.94,0.00,11.35
15.92,0.00,11.01
16.01,0.82,10.80
15.95,0.00,10.75
15.92,0.00,9.99
15.91,0.00,9.65
15.93,0.00,9.29
15.91,0.00,8.93
15.90,0.00,8.63
15.92,0.00,8.27
15.94,0.00,7.93
15.93,0.00,7.62
15.91,0.00,7.20
15.88,0.00,6.84
15.94,0.00,6.55
15.94,0.00,6.21
15.91,0.00,6.09
15.91,0.00,5.97
15.91,0.00,6.09
15.88,0.00,5.99
15.90,0.00,5.97
