analogValue,load,distance
67.95,495.24,26.34
68.16,496.94,26.76
68.11,496.51,26.76
68.16,496.95,26.34
68.11,496.53,26.34
68.13,496.69,26.75
68.08,496.30,26.34
68.10,496.49,26.75
68.11,496.51,26.75
68.14,496.78,26.75
68.13,496.72,26.75
68.00,495.67,26.75
68.13,496.72,26.75
68.09,496.38,26.76
68.07,496.20,26.75
68.09,496.36,26.76
68.09,496.37,26.75
68.02,495.84,26.76
68.04,495.97,26.75
68.14,496.80,26.76
68.04,495.95,26.76
