analogValue,load,distance
16.21,0.00,5.97
16.17,0.00,6.01
16.14,0.00,5.99
16.29,0.91,5.96
16.24,0.00,5.99
16.08,0.00,5.97
16.19,0.00,5.97
16.22,0.00,5.97
16.12,0.00,5.97
16.14,0.00,6.04
16.18,0.00,6.07
16.26,0.22,5.82
29.48,180.24,6.07
53.17,378.44,6.77
60.04,432.82,7.49
64.50,468.03,7.49
65.15,473.11,7.37
53.15,378.30,7.72
60.29,434.76,8.51
60.00,432.47,8.86
62.06,448.76,9.15
56.78,406.99,9.51
52.53,373.38,9.44
54.74,390.87,10.21
57.06,409.21,10.92
55.51,397.01,11.28
56.12,401.77,11.23
56.52,405.00,11.57
51.02,361.39,12.35
51.64,366.26,12.64
51.74,367.05,12.57
55.10,393.69,13.36
54.79,391.29,13.29
55.79,399.20,13.17
56.43,404.23,13.85
53.57,381.57,14.72
50.65,358.43,14.90
52.81,375.55,15.26
53.01,377.18,15.21
52.30,371.50,15.55
55.03,393.20,16.27
54.16,386.27,16.21
53.48,380.86,16.98
49.80,351.67,17.34
48.99,345.23,17.70
50.48,357.08,17.64
52.41,372.37,17.93
50.17,354.62,17.87
51.94,368.66,18.60
51.42,364.54,18.94
47.77,335.55,19.29
47.96,337.13,20.06
50.39,356.35,20.42
51.83,367.78,20.30
50.43,356.71,21.08
48.13,338.43,21.42
49.05,345.75,21.76
51.78,367.43,21.93
53.61,381.94,22.31
51.60,365.97,22.66
47.88,336.49,23.02
49.37,348.26,23.31
51.58,365.83,24.09
54.93,392.34,24.43
54.39,388.12,23.96
50.94,360.74,24.14
49.58,349.97,24.14
21.58,92.97,24.02
16.25,0.01,24.09
16.16,0.00,24.04
16.10,0.00,23.50
16.14,0.00,22.63
16.10,0.00,22.27
16.15,0.00,22.34
16.06,0.00,22.14
16.20,0.00,21.69
16.16,0.00,21.34
16.10,0.00,21.49
16.15,0.00,20.60
16.12,0.00,20.26
16.06,0.00,20.01
16.09,0.00,19.65
16.08,0.00,18.78
16.12,0.00,18.51
16.12,0.00,18.12
16.10,0.00,17.81
16.14,0.00,17.46
16.15,0.00,17.52
16.11,0.00,17.58
16.14,0.00,17.22
16.15,0.00,16.56
16.09,0.00,16.52
16.12,0.00,16.15
16.19,0.00,15.38
16.05,0.00,14.62
16.17,0.00,14.26
16.09,0.00,13.49
16.15,0.00,13.54
16.15,0.00,13.19
16.14,0.00,13.25
16.11,0.00,13.00
16.12,0.00,12.23
16.10,0.00,12.28
16.20,0.00,11.42
16.10,0.00,10.65
16.09,0.00,10.70
16.11,0.00,10.34
16.14,0.00,10.06
16.19,0.00,10.16
16.13,0.00,9.39
16.13,0.00,8.92
16.16,0.00,8.58
16.13,0.00,8.22
16.15,0.00,7.96
16.17,0.00,7.57
16.17,0.00,7.21
16.16,0.00,6.79
16.10,0.00,6.43
16.11,0.00,6.14
16.12,0.00,6.01
16.05,0.00,6.04
