analogValue,load,distance
16.07,0,5.99
16.14,0,6.01
16.1,0,5.97
16.16,0,5.97
16.17,0,5.99
16.13,0,6.09
27.14,154.94,6.53
72.35,529.39,6.84
67.68,493.17,7.54
59.86,431.35,7.49
60.91,439.68,7.84
58.04,416.96,7.79
58.6,421.41,8.56
54.38,388,9.27
55.78,399.14,9.2
57.85,415.48,9.97
58.6,421.4,9.85
50.62,358.2,10.23
53.47,380.8,10.57
54.19,386.47,10.92
56.75,406.75,11.23
51.95,368.78,11.57
50.39,356.35,11.93
52.82,375.65,12.28
54.59,389.7,13
54.14,386.09,12.95
49.28,347.55,13.61
52.1,369.97,13.49
55.27,395.07,13.85
55.73,398.71,14.31
48.87,344.35,15.07
50.27,355.39,15.69
54.31,387.43,16.04
49.64,350.41,15.98
47,329.45,16.76
52.99,376.95,16.69
56.39,403.96,17.05
60.39,435.57,17.39
44.43,309.14,17.7
49.02,345.54,17.63
53.42,380.38,17.98
61.51,444.41,18.29
43.17,299.09,18.65
49.21,347.05,19.01
51.46,364.86,19.35
59.88,431.55,19.65
52.84,375.77,20.01
44.89,312.79,20.77
49.89,352.39,20.71
45.73,319.38,21.49
44.52,309.85,21.71
43.64,302.83,22.07
44.86,312.53,22.37
41.82,287.84,22.31
43.98,305.5,23.07
44.04,306.05,22.95
43.54,302.08,23.74
44.56,310.14,24.08
44.1,306.45,24.43
38.7,261.67,24.69
24.43,125.68,25.03
16.21,0,24.21
16.15,0,23.96
16.14,0,23.62
16.12,0,22.87
16.16,0,22.53
16.19,0,22.58
16.16,0,22.22
16.19,0,22.02
16.12,0,21.66
16.23,0,21.3
16.15,0,20.86
16.24,0,20.49
16.17,0,20.18
16.11,0,19.72
16.08,0,19.06
16.21,0,18.6
16.14,0,18.34
16.06,0,17.98
16.1,0,17.63
16.11,0,17.29
16.08,0,17.34
16.15,0,17.03
16.11,0,16.79
16.14,0,16.33
16.15,0,15.91
16.15,0,15.57
16.1,0,14.79
16.12,0,14.85
16.16,0,14.09
16.12,0,14.14
16.12,0,13.37
16.08,0,13.02
16.12,0,12.66
16.06,0,12.3
16.02,0,12.35
16.1,0,12.01
16.15,0,11.76
16.12,0,11.3
16.03,0,10.58
16.08,0,10.17
16.1,0,9.89
16.06,0,9.51
16.16,0,9.26
16.17,0,8.81
16.04,0,8.46
16.07,0,7.79
16.14,0,7.74
16.07,0,7.38
16.1,0,7.03
16.1,0,6.67
16.11,0,6.33
16.13,0,5.68
16.16,0,5.97
16.04,0,5.97
16.18,0,5.97
16.19,0,5.97
16.11,0,5.97
16.13,0,5.97
16.13,0,6.09
16.1,0,5.97
9,0,5.97
16.12,0,5.97
16.09,0,5.97
16.17,0,5.96
16.11,0,5.97
16.06,0,5.97
16.09,0,5.97
0,5.97,
16.09,0,5.97
16.12,0,5.97
16.09,0,5.97
16.17,0,5.96
16.11,0,5.97
16.06,0,5.97
16.09,0,5.97
