analogValue,load,distance
43.14,299.79,19.29
43.17,299.98,19.29
43.19,300.11,19.29
43.18,300.06,19.29
43.21,300.34,19.29
43.19,300.14,19.29
43.09,299.39,19.29
43.23,300.45,19.29
43.16,299.89,19.29
43.11,299.48,19.29
43.12,299.62,19.29
43.08,299.30,19.29
43.11,299.51,19.29
43.12,299.57,19.29
43.19,300.13,19.29
43.17,299.96,19.29
43.15,299.83,19.29
43.17,299.95,19.29
43.15,299.87,19.29
43.16,299.91,19.29
43.07,299.23,19.29
