analogValue,load,distance
15.97,0.00,5.97
16.00,0.00,6.07
15.99,0.00,5.97
16.04,0.00,5.97
15.90,0.00,5.97
15.98,0.00,5.99
16.02,0.00,5.97
15.98,0.00,5.97
15.96,0.00,6.07
16.04,0.00,6.11
16.06,0.39,6.31
16.01,0.00,6.50
16.50,15.16,6.53
42.96,304.49,7.20
67.82,500.80,7.96
66.38,489.46,7.84
56.14,408.58,8.13
57.65,420.50,8.56
55.95,407.08,8.85
51.46,371.66,9.63
52.93,383.26,9.09
51.85,374.68,9.80
50.98,367.86,9.73
50.81,366.50,10.87
50.10,360.89,10.80
53.93,391.18,11.09
50.60,364.87,11.47
48.92,351.59,11.76
50.00,360.09,12.52
49.40,355.36,12.42
48.02,344.46,13.19
50.00,360.11,13.48
48.51,348.32,13.41
48.57,348.83,14.12
47.67,341.69,14.48
49.05,352.57,14.26
48.12,345.23,14.62
47.06,336.88,15.33
48.05,344.68,15.69
47.75,342.34,15.98
48.22,346.00,15.93
47.33,339.00,16.64
47.67,341.65,16.98
47.53,340.55,17.29
47.44,339.91,17.64
47.10,337.18,17.93
47.26,338.47,18.29
47.68,341.81,18.58
47.00,336.39,18.95
46.85,335.23,19.24
47.87,343.27,19.18
46.19,329.97,19.89
47.31,338.87,19.82
46.71,334.11,20.13
46.54,332.75,20.89
47.04,336.70,20.77
47.17,337.74,21.47
46.84,335.13,21.42
45.95,328.09,22.00
47.61,341.24,21.95
46.63,333.44,22.66
46.65,333.65,22.60
47.37,339.34,23.31
46.14,329.61,23.67
40.26,282.20,23.91
37.50,258.99,23.91
37.35,257.76,23.91
36.79,253.08,23.91
16.26,7.11,23.67
16.00,0.00,23.45
15.99,0.00,22.56
15.96,0.00,22.27
16.06,0.21,22.02
15.87,0.00,21.98
15.93,0.00,21.68
15.97,0.00,20.91
15.92,0.00,20.55
15.92,0.00,20.62
15.96,0.00,19.89
15.94,0.00,19.55
15.97,0.00,19.62
16.00,0.00,18.99
15.93,0.00,18.65
15.91,0.00,18.60
15.92,0.00,18.00
15.98,0.00,18.05
16.00,0.00,17.70
16.01,0.00,17.24
15.97,0.00,17.05
15.96,0.00,16.79
15.95,0.00,15.91
15.94,0.00,15.98
15.97,0.00,15.62
15.99,0.00,15.33
15.93,0.00,14.56
16.00,0.00,14.72
15.91,0.00,14.33
15.93,0.00,13.56
15.93,0.00,13.20
15.92,0.00,13.25
15.88,0.00,12.54
15.95,0.00,12.61
15.95,0.00,12.35
16.04,0.00,11.47
15.95,0.00,11.64
15.99,0.00,11.18
15.97,0.00,10.46
15.93,0.00,10.21
15.94,0.00,9.75
15.92,0.00,9.92
16.00,0.00,9.53
15.97,0.00,8.75
15.96,0.00,8.51
15.98,0.00,7.62
15.90,0.00,7.74
15.90,0.00,7.81
15.94,0.00,7.03
15.98,0.00,7.10
15.93,0.00,6.38
15.99,0.00,5.73
15.98,0.00,5.97
