analogValue,load,distance
15.93,0.00,5.99
16.01,0.00,5.97
15.94,0.00,6.07
15.93,0.00,5.97
15.97,0.00,5.99
15.95,0.00,5.97
15.96,0.00,5.97
15.97,0.00,5.94
15.94,0.00,5.97
15.95,0.00,5.97
15.97,0.00,6.04
36.37,249.55,6.36
70.62,522.61,6.60
50.27,362.21,6.96
60.75,445.02,7.32
49.71,357.80,7.66
54.44,395.20,7.96
50.85,366.82,8.73
50.21,361.72,8.61
50.38,363.09,8.97
47.55,340.74,9.32
49.93,359.54,9.61
49.47,355.88,10.40
47.57,340.88,10.28
46.91,335.73,10.63
48.60,349.06,11.35
46.64,333.54,11.28
47.83,342.97,12.05
46.83,335.03,11.93
47.13,337.41,12.28
47.88,343.38,13.05
46.53,332.68,12.83
48.15,345.51,13.70
46.00,328.50,13.59
45.34,323.30,13.83
47.11,337.26,14.55
45.29,322.85,14.55
47.83,342.95,15.19
46.23,330.33,15.55
48.21,345.94,15.91
46.02,328.67,16.27
47.28,338.60,16.62
46.43,331.90,16.93
45.88,327.51,16.86
46.82,334.94,17.15
46.30,330.89,17.92
46.74,334.31,18.27
45.92,327.87,18.58
45.97,328.28,18.94
45.73,326.34,19.29
46.23,330.34,19.58
46.83,335.05,19.94
46.06,328.97,20.30
46.32,331.00,20.59
46.63,333.51,20.54
46.04,328.78,21.30
45.40,323.77,21.20
46.39,331.61,21.54
45.69,326.05,22.12
44.37,315.64,22.07
45.63,325.55,22.82
39.94,279.51,23.00
36.10,247.24,23.00
36.04,246.79,23.00
35.81,244.85,23.00
19.24,66.40,22.61
15.95,0.00,22.56
15.91,0.00,21.80
15.91,0.00,21.42
15.89,0.00,21.56
15.84,0.00,20.89
15.91,0.00,20.54
15.90,0.00,20.60
15.89,0.00,20.15
15.80,0.00,19.77
15.85,0.00,19.53
15.83,0.00,19.07
15.85,0.00,18.82
15.86,0.00,18.46
15.88,0.00,18.10
15.88,0.00,17.81
15.90,0.00,17.37
15.87,0.00,17.10
15.85,0.00,16.74
15.87,0.00,16.38
15.85,0.00,15.62
15.91,0.00,15.26
15.88,0.00,15.42
15.86,0.00,14.97
15.92,0.00,14.62
15.87,0.00,14.31
15.88,0.00,13.95
15.90,0.00,13.61
15.87,0.00,12.83
15.84,0.00,12.47
15.87,0.00,12.54
15.90,0.00,12.25
15.88,0.00,11.88
15.84,0.00,11.13
15.85,0.00,11.18
15.88,0.00,10.82
15.86,0.00,10.11
15.88,0.00,9.75
15.94,0.00,9.39
15.89,0.00,9.12
15.86,0.00,8.68
15.87,0.00,8.85
15.89,0.00,8.03
15.82,0.00,7.78
15.85,0.00,7.32
15.88,0.00,6.98
15.90,0.00,6.60
15.87,0.00,6.31
15.85,0.00,5.68
15.91,0.00,5.97
15.89,0.00,6.07
15.88,0.00,5.97
15.85,0.00,5.97
15.89,0.00,5.97
15.89,0.00,5.97
15.85,0.00,5.97
