analogValue,load,distance
16.09,0.00,5.97
16.12,0.00,6.02
16.12,0.00,6.07
16.14,0.00,5.99
16.13,0.00,5.92
16.12,0.00,5.97
16.13,0.00,5.97
16.17,0.56,6.01
16.15,0.00,6.36
16.54,13.00,6.65
61.72,452.63,6.96
56.41,410.76,7.32
46.18,329.90,7.61
48.92,351.60,8.39
50.32,362.59,8.68
46.29,330.83,8.61
48.70,349.81,8.97
44.71,318.34,9.32
45.86,327.41,10.04
47.62,341.33,10.38
47.46,340.03,10.26
46.64,333.58,10.62
47.41,339.67,11.40
47.24,338.31,11.69
47.24,338.30,11.64
45.46,324.24,12.35
47.76,342.42,12.28
47.86,343.23,12.64
46.71,334.11,13.41
48.37,347.25,13.29
45.52,324.67,13.54
46.67,333.78,14.00
48.07,344.83,14.26
46.93,335.87,15.02
47.72,342.07,15.38
45.76,326.61,15.62
47.42,339.71,15.57
47.73,342.20,15.91
44.79,318.93,16.67
44.54,316.97,16.98
43.45,308.34,17.34
44.81,319.07,17.68
44.37,315.62,17.98
45.14,321.72,18.34
46.11,329.37,18.27
46.10,329.32,19.06
46.47,332.23,19.35
47.60,341.10,19.28
49.60,356.96,19.63
48.63,349.30,20.42
47.00,336.40,20.30
45.31,323.06,21.06
45.06,321.08,21.42
44.05,313.12,21.66
46.29,330.77,21.93
45.92,327.84,21.88
45.40,323.75,22.65
44.91,319.93,22.95
33.26,223.44,23.05
16.24,3.09,22.49
16.09,0.00,22.02
16.10,0.00,21.68
16.07,0.00,21.73
16.11,0.00,21.47
16.11,0.00,21.01
16.10,0.00,20.72
16.10,0.00,20.32
16.09,0.00,19.60
16.10,0.00,19.65
16.13,0.00,19.41
16.12,0.00,19.06
16.08,0.00,18.27
16.09,0.00,17.81
16.10,0.00,17.88
16.10,0.00,17.64
16.07,0.00,17.29
16.10,0.00,17.01
16.10,0.00,16.15
16.09,0.00,16.21
16.08,0.00,15.84
16.10,0.00,15.60
16.08,0.00,15.14
16.13,0.00,14.89
16.10,0.00,14.58
16.10,0.00,13.83
16.12,0.00,13.36
16.11,0.00,13.00
16.12,0.00,12.66
16.12,0.00,12.30
16.12,0.00,12.35
16.10,0.00,12.00
16.12,0.00,11.71
16.12,0.00,10.96
16.10,0.00,10.69
16.11,0.00,10.23
16.10,0.00,9.87
16.12,0.00,9.97
16.09,0.00,9.58
16.10,0.00,8.86
16.09,0.00,8.51
16.10,0.00,8.15
16.10,0.00,7.79
16.07,0.00,7.55
16.08,0.00,7.10
16.09,0.00,6.74
16.11,0.00,6.41
16.08,0.00,6.16
16.09,0.00,5.97
16.08,0.00,5.97
16.12,0.00,5.97
16.13,0.00,5.97
16.11,0.00,6.01
16.11,0.00,6.04
16.11,0.00,6.01
16.09,0.00,5.97
16.10,0.00,5.99
16.11,0.00,5.94
16.08,0.00,5.97
16.12,0.00,6.07
16.09,0.00,6.07
16.11,0.00,5.97
