analogValue,load,distance
16.12,0.00,5.97
16.17,0.58,5.84
16.14,0.00,5.97
16.15,0.07,6.02
16.18,0.85,5.94
16.14,0.00,5.97
16.15,0.00,5.97
16.14,0.00,5.96
16.25,3.32,5.92
43.49,308.64,6.30
69.77,515.96,6.53
57.30,417.76,6.96
62.54,459.12,7.25
51.32,370.53,7.61
53.91,390.99,7.96
52.55,380.21,8.68
51.86,374.81,8.61
51.93,375.32,8.97
49.75,358.15,9.32
50.10,360.88,10.02
51.32,370.52,9.97
48.63,349.30,10.26
46.58,333.08,10.62
48.74,350.18,10.97
49.00,352.23,11.33
48.16,345.53,12.05
45.37,323.54,11.98
45.79,326.87,12.35
47.10,337.23,12.64
45.72,326.26,13.00
47.11,337.29,13.76
45.40,323.74,14.05
43.43,308.16,13.90
44.56,317.15,14.26
45.15,321.76,15.02
47.17,337.72,15.31
46.37,331.45,15.67
46.74,334.33,16.03
44.47,316.45,16.32
44.45,316.29,16.69
46.81,334.93,17.03
44.26,314.74,17.39
46.43,331.90,17.68
45.40,323.78,17.63
44.89,319.72,17.98
43.03,305.06,18.70
44.17,314.04,19.06
44.60,317.46,18.99
43.61,309.60,19.35
44.29,314.97,19.69
45.02,320.75,20.42
44.98,320.45,20.35
44.39,315.74,20.69
44.02,312.82,21.47
43.69,310.22,21.64
42.67,302.22,21.61
40.18,281.46,21.88
18.66,57.89,21.95
16.11,0.00,21.85
16.10,0.00,21.15
16.10,0.00,20.77
16.08,0.00,20.42
16.10,0.00,20.59
16.10,0.00,19.70
16.08,0.00,19.46
16.08,0.00,19.01
16.08,0.00,18.65
16.07,0.00,18.72
16.08,0.00,18.05
16.08,0.00,18.10
16.08,0.00,17.81
16.08,0.00,17.44
16.10,0.00,17.10
16.10,0.00,16.84
16.11,0.00,16.38
16.09,0.00,16.03
16.08,0.00,15.67
16.07,0.00,15.33
16.07,0.00,14.55
16.09,0.00,14.29
16.12,0.00,13.83
16.10,0.00,13.48
16.10,0.00,13.12
16.08,0.00,13.19
16.07,0.00,12.83
16.08,0.00,12.11
16.08,0.00,11.86
16.08,0.00,11.42
16.09,0.00,11.04
16.10,0.00,10.70
16.08,0.00,10.34
16.09,0.00,9.99
16.09,0.00,9.63
16.09,0.00,9.27
16.06,0.00,8.92
16.08,0.00,9.03
16.08,0.00,8.27
16.08,0.00,8.01
16.07,0.00,7.55
16.11,0.00,6.79
16.10,0.00,6.84
16.08,0.00,6.50
16.07,0.00,6.14
16.08,0.00,5.97
16.07,0.00,6.07
16.10,0.00,5.97
16.06,0.00,5.97
16.08,0.00,5.97
16.09,0.00,5.97
16.08,0.00,6.07
16.08,0.00,6.07
16.08,0.00,5.97
16.09,0.00,5.97
16.10,0.00,5.97
16.08,0.00,5.97
16.07,0.00,6.07
16.09,0.00,5.97
16.09,0.00,5.97
16.06,0.00,5.97
16.07,0.00,5.97
16.08,0.00,5.99
