analogValue,load,distance
16.13,0.00,5.99
16.28,0.54,5.94
16.19,0.00,6.19
16.21,0.00,5.99
16.21,0.00,6.26
16.20,0.00,6.23
16.14,0.00,5.87
16.14,0.00,6.36
16.22,0.00,6.07
16.17,0.00,6.26
16.58,6.97,6.60
65.76,477.98,6.48
65.15,473.16,7.27
50.81,359.71,7.96
53.76,383.08,8.32
58.47,420.39,8.27
51.90,368.38,8.63
54.95,392.58,8.92
51.42,364.54,9.68
54.47,388.75,9.61
50.75,359.21,9.92
50.81,359.72,9.85
49.54,349.64,10.63
49.54,349.60,11.35
48.30,339.80,11.69
49.12,346.29,12.06
47.39,332.61,11.94
48.71,343.07,12.28
48.41,340.68,12.64
46.88,328.52,13.00
48.27,339.56,13.19
47.33,332.12,13.54
48.02,337.55,13.90
45.12,314.59,14.62
45.17,314.99,14.67
47.13,330.50,15.33
47.88,336.44,15.62
45.76,319.69,15.98
42.79,295.94,16.33
45.89,320.71,16.69
43.45,301.34,17.05
44.40,308.84,17.41
43.16,299.00,17.70
44.66,310.89,18.05
43.81,304.20,18.41
44.56,310.15,18.70
49.81,351.76,19.06
43.64,302.80,19.41
44.12,306.61,19.77
44.33,308.28,20.13
44.50,309.67,20.42
45.03,313.84,20.37
45.65,318.79,21.13
44.52,309.85,21.44
44.90,312.80,21.66
46.62,326.48,21.59
43.09,298.46,21.95
41.04,281.26,22.66
37.34,250.30,22.95
20.07,70.08,22.90
16.19,0.00,22.20
16.23,0.00,21.90
16.12,0.00,21.56
16.09,0.00,21.51
16.05,0.00,20.72
16.16,0.00,20.38
16.14,0.00,20.43
16.18,0.00,20.08
16.16,0.00,19.72
16.13,0.00,19.38
16.19,0.00,19.12
16.12,0.00,18.65
16.10,0.00,18.05
16.16,0.00,17.70
16.16,0.00,17.75
16.16,0.00,17.41
16.21,0.00,17.05
16.15,0.00,16.79
16.20,0.00,16.33
16.04,0.00,15.98
16.11,0.00,16.04
16.11,0.00,15.21
16.10,0.00,14.45
16.11,0.00,14.14
16.15,0.00,13.90
16.17,0.00,13.42
16.14,0.00,13.14
16.20,0.00,12.83
16.11,0.00,12.37
16.12,0.00,12.42
16.16,0.00,12.17
16.11,0.00,11.83
16.10,0.00,11.37
16.11,0.00,10.58
16.18,0.00,10.24
16.13,0.00,10.29
16.11,0.00,9.58
16.12,0.00,9.22
16.17,0.00,8.90
16.11,0.00,8.20
16.15,0.00,8.15
16.15,0.00,7.79
16.11,0.00,7.44
16.16,0.00,7.16
16.11,0.00,6.74
16.15,0.00,6.38
16.14,0.00,6.06
16.12,0.00,5.94
16.08,0.00,5.97
16.12,0.00,6.07
16.14,0.00,6.09
16.05,0.00,5.99
16.20,0.00,5.97
16.10,0.00,5.99
16.13,0.00,5.99
16.16,0.00,5.97
16.16,0.00,5.97
16.14,0.00,5.97
16.22,0.00,6.04
16.17,0.00,5.99
16.11,0.00,5.99
