analogValue,load,distance
15.94,0.00,5.99
15.95,0.00,6.07
15.97,0.00,5.97
15.94,0.00,5.97
15.96,0.00,5.97
15.97,0.00,5.99
15.95,0.00,5.97
15.99,0.00,5.97
15.93,0.00,6.07
15.95,0.00,5.97
15.92,0.00,5.97
16.11,1.86,5.94
15.99,0.00,6.07
15.99,0.00,6.04
16.07,0.52,6.41
48.04,344.60,6.65
76.93,571.84,6.96
68.83,508.66,6.89
55.06,400.07,7.67
56.66,412.68,8.01
52.89,382.96,8.32
51.16,369.22,8.68
52.85,382.62,9.02
49.85,358.94,9.32
50.30,362.45,9.68
50.48,363.90,10.45
49.91,359.42,10.33
49.06,352.66,10.69
49.00,352.19,11.04
48.56,348.70,11.76
48.97,351.98,12.11
48.33,346.92,12.45
47.56,340.82,12.34
47.70,341.94,12.69
46.85,335.19,13.05
48.24,346.23,13.76
46.38,331.52,13.61
47.04,336.73,14.43
47.58,341.01,14.36
47.35,339.18,14.60
47.22,338.13,15.38
47.18,337.81,15.67
46.94,335.92,16.03
46.14,329.63,15.98
45.62,325.52,16.74
46.53,332.68,17.05
45.30,322.95,17.41
45.94,328.03,17.75
45.75,326.55,18.10
45.77,326.68,18.41
45.72,326.32,18.36
46.23,330.31,19.11
46.31,330.95,19.46
45.54,324.84,19.77
44.54,316.95,19.70
45.58,325.14,20.06
44.56,317.12,20.77
44.76,318.73,21.13
45.29,322.90,21.08
44.44,316.15,21.66
44.22,314.44,21.63
44.38,315.73,21.95
45.41,323.88,22.71
44.17,314.03,22.60
45.19,322.07,22.95
44.60,317.42,23.72
35.52,242.40,23.84
16.07,0.75,23.60
15.93,0.00,23.21
15.86,0.00,22.92
15.86,0.00,22.15
15.92,0.00,21.80
16.01,0.00,21.95
15.93,0.00,21.56
15.96,0.00,21.20
15.90,0.00,20.84
15.91,0.00,20.49
15.90,0.00,19.72
15.87,0.00,19.36
15.92,0.00,19.01
15.90,0.00,18.65
15.93,0.00,18.31
15.90,0.00,17.93
15.92,0.00,18.10
15.95,0.00,17.75
15.89,0.00,17.44
15.91,0.00,17.05
15.93,0.00,16.79
15.92,0.00,16.40
15.91,0.00,15.98
15.88,0.00,15.67
15.86,0.00,15.33
15.90,0.00,14.55
15.92,0.00,14.19
15.89,0.00,13.83
15.92,0.00,13.48
15.88,0.00,13.14
15.89,0.00,13.19
15.90,0.00,12.90
15.90,0.00,12.13
15.91,0.00,11.88
15.93,0.00,11.42
15.91,0.00,11.06
15.93,0.00,10.70
15.90,0.00,10.77
15.91,0.00,10.41
15.91,0.00,9.80
15.89,0.00,9.34
15.92,0.00,8.98
15.86,0.00,8.63
15.90,0.00,8.27
15.86,0.00,7.91
15.95,0.00,7.62
15.97,0.00,7.21
15.93,0.00,6.91
15.93,0.00,6.55
15.90,0.00,6.23
15.93,0.00,6.13
15.93,0.00,5.97
15.92,0.00,5.97
15.95,0.00,5.97
