analogValue,load,distance
16.11,0.00,5.97
16.13,0.00,5.99
16.14,0.00,5.97
16.10,0.00,6.07
16.15,0.00,5.94
16.12,0.00,5.97
16.14,0.00,5.97
16.18,1.07,6.13
16.11,0.00,6.43
16.15,0.00,6.79
16.16,0.48,7.20
16.31,5.27,7.55
36.54,250.93,7.84
71.18,527.00,8.13
64.08,471.31,8.49
69.10,510.80,8.78
50.37,362.99,9.15
55.26,401.63,9.44
49.75,358.10,9.80
51.14,369.11,10.16
51.15,369.18,10.87
48.00,344.30,10.80
49.82,358.64,11.50
47.87,343.30,11.45
48.59,348.94,11.81
48.60,349.01,12.57
47.80,342.69,12.88
48.06,344.75,12.81
46.64,333.56,13.53
46.15,329.69,13.48
47.34,339.06,13.73
45.70,326.09,14.55
46.51,332.56,14.38
47.08,337.03,15.14
46.37,331.39,15.43
46.91,335.66,15.38
46.48,332.25,16.15
46.83,335.09,16.45
45.50,324.57,16.38
46.33,331.10,17.15
46.32,331.06,17.44
45.96,328.19,17.81
45.79,326.81,18.17
45.74,326.46,18.53
44.24,314.56,18.82
45.10,321.42,18.75
45.51,324.64,19.11
45.06,321.04,19.89
45.06,321.09,20.18
45.04,320.91,20.13
46.74,334.38,20.47
40.57,284.79,21.25
46.15,329.72,21.54
46.77,334.59,21.47
45.56,325.05,22.12
44.74,318.55,22.00
44.89,319.73,22.36
44.69,318.19,23.12
57.54,419.62,23.41
44.46,316.35,23.77
46.04,328.79,24.13
43.04,305.12,24.48
45.09,321.29,25.20
44.65,317.84,25.56
28.62,179.41,25.32
16.18,0.94,25.39
16.13,0.00,24.94
16.13,0.00,24.18
16.09,0.00,23.85
16.07,0.00,23.53
16.09,0.00,23.21
16.10,0.00,22.49
16.10,0.00,22.66
16.10,0.00,21.90
16.09,0.00,21.85
16.12,0.00,21.49
16.07,0.00,21.15
16.12,0.00,20.79
16.09,0.00,20.49
16.10,0.00,20.13
16.09,0.00,19.72
16.09,0.00,19.43
16.10,0.00,19.18
16.10,0.00,18.29
16.10,0.00,18.05
16.13,0.00,18.10
16.08,0.00,17.75
16.08,0.00,17.39
16.12,0.00,17.03
16.10,0.00,16.37
16.10,0.00,16.33
16.09,0.00,16.08
16.11,0.00,15.62
16.11,0.00,15.26
16.10,0.00,14.90
16.10,0.00,14.65
16.10,0.00,13.83
16.10,0.00,13.49
16.06,0.00,13.14
16.08,0.00,12.78
16.07,0.00,12.42
16.09,0.00,12.49
16.11,0.00,12.11
16.10,0.00,11.35
16.09,0.00,11.52
16.10,0.00,11.11
16.08,0.00,10.34
16.05,0.00,10.09
16.10,0.00,9.63
16.09,0.00,9.27
16.08,0.00,8.92
16.08,0.00,8.98
16.09,0.00,8.69
16.10,0.00,8.01
16.10,0.00,7.57
16.10,0.00,7.20
16.10,0.00,6.86
16.12,0.00,6.60
16.09,0.00,6.62
16.09,0.00,5.97
16.10,0.00,6.07
