analogValue,load,distance
15.93,0.00,5.97
15.95,0.00,5.97
15.98,0.00,5.97
15.91,0.00,5.99
15.94,0.00,6.06
15.95,0.00,5.97
15.91,0.00,6.07
15.94,0.00,5.97
15.88,0.00,5.97
15.93,0.00,5.97
15.89,0.00,5.97
15.91,0.00,5.97
16.04,0.00,5.97
15.93,0.00,6.07
15.91,0.00,5.68
15.92,0.00,6.48
15.97,0.00,6.79
17.21,31.68,7.08
69.26,512.01,7.37
53.53,388.01,7.32
49.44,355.70,8.08
57.57,419.85,8.80
52.64,380.98,8.73
48.59,348.98,9.02
49.22,353.91,8.97
49.24,354.08,10.09
47.60,341.17,10.04
49.02,352.37,10.33
47.65,341.51,10.69
49.51,356.24,10.97
47.66,341.58,11.76
48.96,351.88,11.64
49.30,354.57,12.40
48.47,347.99,12.28
48.50,348.22,12.97
46.12,329.41,12.90
48.85,351.00,13.20
45.91,327.79,13.97
46.28,330.75,13.83
47.21,338.02,14.72
46.20,330.11,14.50
47.78,342.56,15.21
46.50,332.45,15.14
46.82,334.97,15.50
46.11,329.36,16.62
46.24,330.40,16.57
45.98,328.36,16.86
46.16,329.76,17.22
47.05,336.80,17.52
45.42,323.94,17.88
47.25,338.40,18.17
46.34,331.17,18.53
46.51,332.53,18.82
44.29,314.96,18.77
46.24,330.39,19.48
46.11,329.33,19.41
46.20,330.06,19.72
45.52,324.69,20.49
46.44,331.96,20.37
45.75,326.55,21.06
46.37,331.43,21.01
44.31,315.18,21.59
45.44,324.05,21.66
43.69,310.22,22.24
43.24,306.73,22.19
43.08,305.45,22.49
43.38,307.84,23.24
42.39,299.94,23.55
42.87,303.79,23.91
38.04,263.56,24.19
34.76,236.05,24.67
34.28,232.03,24.26
16.50,15.03,24.43
15.97,0.00,23.57
15.91,0.00,23.39
15.91,0.00,22.63
15.92,0.00,22.27
15.91,0.00,22.49
15.89,0.00,22.03
15.90,0.00,21.27
15.88,0.00,21.32
15.88,0.00,20.98
15.90,0.00,20.26
15.91,0.00,20.01
15.93,0.00,19.55
15.94,0.00,19.62
15.87,0.00,19.26
15.93,0.00,18.55
15.96,0.00,18.70
15.92,0.00,18.36
15.93,0.00,18.00
15.95,0.00,17.70
15.90,0.00,17.34
15.94,0.00,16.98
15.91,0.00,16.64
15.95,0.00,16.38
15.92,0.00,15.98
15.82,0.00,15.62
15.88,0.00,15.38
15.96,0.00,14.90
15.91,0.00,14.55
15.92,0.00,14.26
15.87,0.00,13.90
15.91,0.00,13.14
15.91,0.00,12.78
15.93,0.00,13.25
15.94,0.00,12.23
15.96,0.00,12.18
15.95,0.00,11.42
15.95,0.00,11.06
15.90,0.00,11.13
15.88,0.00,10.75
15.93,0.00,10.06
15.91,0.00,9.70
15.92,0.00,8.93
15.91,0.00,9.09
15.88,0.00,9.03
15.91,0.00,8.69
15.90,0.00,7.98
15.94,0.00,7.62
15.92,0.00,6.86
