analogValue,load,distance
15.98,0.00,5.97
16.00,0.00,5.97
16.01,0.00,5.99
15.98,0.00,5.99
15.99,0.00,5.99
15.97,0.00,5.97
16.02,0.00,5.97
15.97,0.00,5.97
16.01,0.00,5.97
16.02,0.00,6.07
15.99,0.00,6.09
15.96,0.00,6.07
16.02,0.00,5.97
16.00,0.00,6.04
20.47,76.16,6.30
58.24,418.59,6.53
82.09,604.90,6.84
65.45,475.52,7.20
55.10,393.72,7.89
59.83,431.12,7.84
57.27,410.89,8.20
56.26,402.92,8.56
53.63,382.09,8.85
51.88,368.20,9.20
53.89,384.17,9.51
52.60,373.93,9.87
53.83,383.65,10.16
52.04,369.49,10.92
51.16,362.47,11.23
51.42,364.54,11.57
50.34,356.00,11.52
50.22,355.01,12.28
49.93,352.74,12.59
49.98,353.13,12.52
49.77,351.43,12.40
50.07,353.81,12.76
50.12,354.26,13.48
48.96,345.05,13.83
49.58,349.97,14.12
49.73,351.15,14.38
49.68,350.76,15.19
49.17,346.70,15.45
49.83,351.93,15.38
48.79,343.65,15.69
49.41,348.63,16.03
49.53,349.58,16.40
48.53,341.62,17.17
47.94,336.97,17.05
48.82,343.96,17.81
48.77,343.53,18.10
48.46,341.10,18.46
48.58,342.00,18.41
47.88,336.44,18.75
47.58,334.07,19.06
48.87,344.33,19.41
47.69,334.99,19.29
46.87,328.47,20.06
47.62,334.44,20.37
47.31,331.93,20.72
47.26,331.55,21.01
46.92,328.88,21.76
48.00,337.41,22.00
46.54,325.83,21.95
46.96,329.18,22.24
47.26,331.51,22.60
47.99,337.30,22.90
42.11,290.25,23.60
38.75,262.14,23.24
16.27,0.43,22.99
15.97,0.00,22.63
16.00,0.00,22.43
15.97,0.00,22.49
15.93,0.00,22.03
15.92,0.00,21.69
15.91,0.00,20.91
15.95,0.00,20.60
15.95,0.00,20.67
15.94,0.00,19.91
15.95,0.00,19.55
15.94,0.00,19.19
15.96,0.00,18.90
16.00,0.00,18.48
15.94,0.00,18.65
15.95,0.00,18.24
15.97,0.00,18.00
15.97,0.00,17.64
15.94,0.00,17.29
15.98,0.00,16.93
15.90,0.00,16.57
15.96,0.00,16.32
15.88,0.00,16.38
15.99,0.00,15.50
15.96,0.00,14.73
16.02,0.00,14.38
15.97,0.00,14.02
16.00,0.00,13.68
15.93,0.00,12.97
16.00,0.00,12.61
15.92,0.00,12.23
15.98,0.00,11.89
15.98,0.00,12.01
15.97,0.00,11.65
15.96,0.00,11.71
15.97,0.00,11.04
15.96,0.00,10.69
15.97,0.00,10.33
15.94,0.00,9.89
15.93,0.00,9.99
15.95,0.00,9.32
15.94,0.00,8.97
15.89,0.00,8.10
15.95,0.00,8.15
15.98,0.00,8.22
15.94,0.00,7.50
15.93,0.00,7.15
15.97,0.00,6.48
15.94,0.00,6.24
15.95,0.00,6.14
15.98,0.00,5.99
15.94,0.00,5.99
15.96,0.00,5.99
