analogValue,load,distance
15.96,0.00,5.99
16.01,0.00,5.97
16.10,0.00,5.99
16.06,0.00,5.99
16.00,0.00,5.97
15.99,0.00,5.97
16.03,0.00,5.97
16.01,0.00,5.97
15.97,0.00,5.99
16.04,0.00,5.97
15.99,0.00,5.97
15.99,0.00,5.97
16.04,0.00,5.73
24.92,130.97,6.48
66.04,480.19,6.70
51.03,361.44,7.06
51.35,363.99,7.37
51.49,365.12,7.72
47.53,333.66,8.08
48.24,339.31,8.37
45.58,318.23,8.68
46.87,328.45,9.03
45.77,319.74,9.32
45.59,318.27,10.09
45.29,315.95,10.40
44.52,309.82,10.33
44.69,311.13,10.69
45.02,313.75,10.99
43.80,304.15,11.33
44.15,306.90,11.62
44.35,308.44,11.93
43.50,301.72,12.28
43.53,301.99,12.64
44.16,306.94,13.41
43.49,301.67,13.71
43.24,299.65,13.65
43.65,302.92,14.36
42.90,296.82,14.72
42.91,296.90,15.01
43.67,303.04,15.26
43.05,298.10,16.03
42.26,291.52,16.32
43.33,300.39,16.27
43.09,298.42,17.05
42.79,295.90,16.98
43.19,299.25,16.86
42.13,290.38,17.22
43.21,299.39,17.51
42.49,293.45,18.29
43.20,299.33,18.17
42.09,290.05,18.53
42.40,292.62,18.82
42.72,295.32,19.18
41.01,281.03,19.94
41.67,286.56,19.82
41.03,281.18,20.18
40.79,279.23,20.49
41.21,282.67,20.84
42.09,290.04,21.13
41.32,283.62,21.49
41.13,282.04,21.66
41.91,288.58,22.00
40.61,277.70,22.31
37.09,248.28,23.00
35.45,234.57,23.14
29.32,178.47,22.66
16.06,0.00,22.80
15.95,0.00,22.03
15.92,0.00,21.68
15.95,0.00,21.49
15.97,0.00,21.03
15.98,0.00,21.08
15.97,0.00,19.89
15.97,0.00,20.03
15.95,0.00,19.65
15.97,0.00,19.41
15.95,0.00,18.95
15.95,0.00,19.01
15.93,0.00,18.72
15.93,0.00,18.04
15.98,0.00,17.70
15.97,0.00,17.64
15.98,0.00,17.39
15.94,0.00,17.10
15.97,0.00,16.76
15.93,0.00,16.40
15.95,0.00,16.03
15.92,0.00,15.69
15.95,0.00,15.33
15.97,0.00,15.07
15.92,0.00,14.68
15.95,0.00,14.31
15.97,0.00,13.97
15.98,0.00,13.29
15.96,0.00,13.25
15.92,0.00,12.90
15.93,0.00,12.23
15.93,0.00,11.83
15.95,0.00,11.57
15.95,0.00,11.11
15.94,0.00,11.18
15.98,0.00,10.46
15.91,0.00,10.11
15.96,0.00,9.75
15.91,0.00,9.39
15.96,0.00,9.61
15.96,0.00,8.75
15.89,0.00,8.49
15.94,0.00,8.03
15.97,0.00,7.84
15.98,0.00,7.81
15.96,0.00,7.03
15.90,0.00,6.69
15.96,0.00,6.31
15.97,0.00,6.21
15.95,0.00,5.97
15.92,0.00,5.97
15.94,0.00,6.06
15.95,0.00,5.97
15.98,0.00,5.97
15.92,0.00,6.07
