analogValue,load,distance
16.16,0.00,5.99
16.23,0.00,6.07
16.19,0.00,6.09
16.23,0.00,5.96
16.26,0.29,5.94
16.10,0.00,5.97
16.20,0.00,6.09
16.25,0.00,5.94
16.22,0.00,6.26
16.49,5.00,6.67
63.13,457.17,6.55
82.76,610.17,7.25
57.04,409.09,7.61
64.27,466.21,8.37
56.16,402.10,8.25
55.83,399.49,8.61
57.48,412.58,8.92
52.61,373.97,9.32
56.52,404.94,10.04
51.78,367.40,10.33
54.25,386.99,10.69
53.12,378.04,11.04
52.32,371.71,11.81
53.44,380.56,12.11
51.78,367.37,12.05
53.04,377.42,12.83
51.76,367.24,12.28
51.50,365.20,12.64
51.69,366.70,12.93
51.56,365.66,13.71
51.74,367.07,13.58
51.22,362.95,13.95
50.41,356.51,14.62
51.20,362.80,14.50
51.66,366.42,15.21
50.51,357.29,16.88
49.70,350.94,16.38
51.60,365.98,16.33
50.83,359.90,17.03
49.88,352.33,16.98
51.03,361.45,16.45
51.38,364.21,16.81
50.30,355.67,17.10
51.41,364.43,17.88
50.79,359.57,18.17
50.67,358.58,18.12
49.71,351.00,18.46
50.64,358.35,19.18
49.75,351.30,19.53
49.71,351.01,20.30
50.92,360.55,20.60
49.28,347.56,20.96
50.13,354.33,21.30
50.78,359.49,21.63
49.84,351.97,21.83
49.37,348.32,21.76
50.57,357.81,22.48
48.74,343.25,22.83
49.31,347.80,23.62
49.62,350.23,23.96
50.51,357.31,24.31
45.40,316.79,24.62
18.60,47.35,24.50
16.21,0.00,23.99
16.18,0.00,23.39
16.18,0.00,22.56
16.22,0.00,22.63
16.16,0.00,21.91
16.09,0.00,22.08
16.14,0.00,21.63
16.18,0.00,20.89
16.18,0.00,20.50
16.23,0.00,20.55
16.21,0.00,20.20
16.20,0.00,19.91
16.19,0.00,18.75
16.24,0.00,18.32
16.09,0.00,18.12
16.09,0.00,18.17
16.16,0.00,17.81
16.12,0.00,17.52
16.17,0.00,17.17
16.15,0.00,16.81
16.16,0.00,16.56
16.14,0.00,16.10
16.17,0.00,16.16
16.16,0.00,15.79
16.18,0.00,15.45
16.16,0.00,14.77
16.07,0.00,14.31
16.15,0.00,13.97
16.21,0.00,13.65
16.21,0.00,13.31
16.11,0.00,12.95
16.22,0.00,12.59
16.14,0.00,12.25
16.10,0.00,12.40
16.19,0.00,12.05
16.18,0.00,12.06
16.19,0.00,11.71
16.20,0.00,11.37
16.10,0.00,10.53
16.13,0.00,9.89
16.16,0.00,9.87
16.15,0.00,10.04
16.16,0.00,9.15
16.10,0.00,8.92
16.18,0.00,7.62
16.08,0.00,7.69
16.20,0.00,7.32
16.23,0.00,7.47
16.17,0.00,6.67
16.11,0.00,6.02
16.17,0.00,5.68
16.15,0.00,5.99
16.19,0.00,5.97
16.16,0.00,5.97
16.11,0.00,5.99
16.14,0.00,5.99
16.16,0.00,6.07
16.15,0.00,6.09
