analogValue,load,distance
16.02,0.00,6.07
16.04,0.00,5.97
16.01,0.00,5.97
16.04,0.00,5.97
18.28,52.37,5.96
16.03,0.00,5.97
16.04,0.00,6.04
16.04,0.00,6.31
18.08,49.32,7.08
57.65,420.52,7.01
78.43,583.58,6.89
56.75,413.44,7.67
55.34,402.30,8.44
54.49,395.58,8.32
53.45,387.38,8.68
53.14,384.91,8.97
52.82,382.37,9.32
51.09,368.70,9.68
50.39,363.18,9.97
50.94,367.56,10.33
50.12,361.06,10.69
50.55,364.41,10.99
49.29,354.47,11.35
50.33,362.68,12.05
49.06,352.64,12.00
49.14,353.28,12.35
48.82,350.79,13.05
48.44,347.73,13.00
49.92,359.48,13.76
48.18,345.69,13.65
49.63,357.19,14.00
48.50,348.26,14.26
48.29,346.62,15.06
48.55,348.64,14.90
48.80,350.61,15.69
48.81,350.73,15.98
48.36,347.17,15.91
49.04,352.50,16.69
49.20,353.77,17.05
48.66,349.54,16.93
48.53,348.51,17.70
49.18,353.65,17.98
48.25,346.27,18.34
48.84,350.95,18.70
49.17,353.51,19.06
48.48,348.06,19.36
48.04,344.65,19.72
49.26,354.28,20.06
49.53,356.38,20.83
48.85,350.98,20.71
50.27,362.23,20.66
50.08,360.69,21.42
50.54,364.34,21.59
48.98,352.04,21.66
49.71,357.81,22.29
50.38,363.12,22.19
50.06,360.57,22.54
50.71,365.68,23.31
50.15,361.29,24.02
50.41,363.37,24.38
50.65,365.26,24.31
50.45,363.63,25.08
33.09,222.04,24.79
16.15,0.00,24.33
16.04,0.00,23.97
16.04,0.00,23.72
16.03,0.00,23.39
16.01,0.00,23.04
16.03,0.00,22.85
16.01,0.00,22.08
16.01,0.00,21.63
16.04,0.00,21.27
16.00,0.00,21.32
16.00,0.00,21.06
16.00,0.00,20.62
16.02,0.00,20.26
16.02,0.00,19.91
15.98,0.00,19.65
16.00,0.00,19.19
16.02,0.00,18.84
16.04,0.00,18.58
16.02,0.00,17.87
16.01,0.00,17.93
16.00,0.00,17.47
16.03,0.00,17.22
16.03,0.00,16.45
16.02,0.00,16.50
15.99,0.00,16.15
16.02,0.00,15.79
16.00,0.00,15.02
16.01,0.00,14.67
16.03,0.00,14.31
16.04,0.00,14.38
16.03,0.00,14.02
16.03,0.00,13.31
16.03,0.00,12.95
16.03,0.00,12.61
16.01,0.00,12.23
16.03,0.00,11.88
16.03,0.00,12.05
16.04,0.00,11.59
16.00,0.00,11.30
16.02,0.00,10.51
16.01,0.00,10.17
16.04,0.00,9.82
16.02,0.00,9.46
15.98,0.00,9.10
16.02,0.00,9.17
16.02,0.00,8.46
16.03,0.00,8.05
16.00,0.00,7.79
16.01,0.00,7.81
16.02,0.00,7.03
16.02,0.00,6.67
15.97,0.00,6.41
16.04,0.00,5.68
16.03,0.00,6.07
16.02,0.00,5.99
16.01,0.00,6.09
15.99,0.00,5.97
16.01,0.00,5.97
