analogValue,load,distance
15.93,0.00,5.97
15.94,0.00,5.99
15.96,0.00,5.99
15.96,0.00,6.04
15.94,0.00,5.97
15.96,0.00,5.99
15.92,0.00,5.97
15.91,0.00,6.09
15.93,0.00,5.97
15.92,0.00,6.04
15.94,0.00,5.99
15.94,0.00,5.97
15.92,0.00,5.99
15.90,0.00,5.97
15.94,0.00,6.04
15.99,0.00,6.02
25.84,141.37,6.06
68.26,497.38,7.15
43.18,300.09,7.08
56.92,407.45,6.96
50.36,356.09,7.72
50.29,355.52,8.08
50.78,359.34,8.39
47.78,336.00,9.15
49.75,351.33,9.03
50.77,359.29,9.37
48.88,344.58,10.09
46.06,322.53,10.45
45.65,319.33,10.33
46.05,322.48,10.69
45.57,318.74,11.40
46.03,322.34,11.76
45.46,317.86,12.10
44.50,310.36,12.00
44.59,311.05,12.35
45.25,316.20,12.64
43.90,305.72,13.42
44.55,310.76,13.61
45.33,316.84,13.56
44.35,309.17,13.90
46.05,322.44,14.22
43.69,304.07,14.56
45.78,320.32,14.85
44.00,306.47,15.31
44.60,311.13,15.57
44.68,311.77,16.28
44.32,308.94,16.64
44.85,313.11,16.93
45.03,314.51,17.70
44.46,310.07,17.64
43.46,302.25,18.00
45.10,315.04,18.29
43.66,303.80,18.22
44.40,309.61,18.94
43.53,302.77,18.89
44.31,308.85,19.65
44.16,307.68,19.94
43.85,305.30,20.32
43.09,299.38,20.60
43.34,301.35,20.54
44.28,308.65,21.32
43.79,304.81,21.18
43.89,305.61,21.54
43.77,304.70,22.19
43.94,306.00,22.49
43.65,303.73,22.43
42.85,297.35,23.14
43.47,302.36,23.48
40.32,276.05,24.09
38.11,257.54,23.72
38.03,256.86,24.14
37.86,255.40,24.16
37.85,255.30,24.14
37.73,254.27,23.72
37.72,254.19,24.14
37.70,254.09,23.74
37.68,253.85,24.14
37.65,253.63,24.14
37.61,253.32,23.74
37.64,253.56,23.74
37.59,253.16,24.14
37.55,252.81,24.14
37.44,251.89,23.74
16.41,2.13,23.50
15.93,0.00,23.17
15.95,0.00,22.82
15.91,0.00,22.10
15.92,0.00,22.58
15.90,0.00,21.39
15.92,0.00,21.46
15.91,0.00,20.67
15.89,0.00,20.79
15.94,0.00,20.03
15.94,0.00,19.77
15.90,0.00,19.31
15.96,0.00,19.01
15.91,0.00,19.02
15.92,0.00,18.41
15.93,0.00,18.05
15.92,0.00,17.71
15.91,0.00,17.76
15.89,0.00,17.41
15.92,0.00,17.10
15.92,0.00,16.76
15.93,0.00,16.40
15.89,0.00,16.04
15.90,0.00,15.28
15.90,0.00,15.33
15.90,0.00,14.56
15.89,0.00,14.73
15.90,0.00,13.92
15.92,0.00,13.56
15.93,0.00,13.19
15.89,0.00,12.83
15.91,0.00,12.90
15.88,0.00,12.20
15.88,0.00,11.83
15.88,0.00,11.47
15.91,0.00,11.54
15.89,0.00,11.18
15.94,0.00,10.41
