analogValue,load,distance
16.00,0.00,5.99
16.05,0.00,5.99
16.05,0.00,5.97
16.01,0.00,5.97
16.03,0.00,5.97
16.03,0.00,5.97
16.03,0.00,5.97
16.05,0.00,5.99
16.02,0.00,5.97
16.04,0.00,5.99
16.08,0.00,5.97
16.04,0.00,6.04
16.23,0.00,6.24
53.82,383.59,6.48
69.45,506.98,6.84
60.01,432.51,7.13
54.45,388.54,7.49
58.31,419.10,7.37
51.75,367.20,8.13
55.15,394.10,8.86
50.75,359.23,8.78
52.72,374.83,9.09
50.75,359.24,9.44
50.13,354.29,9.75
52.06,369.61,10.51
49.52,349.49,10.80
49.63,350.34,11.16
49.03,345.59,11.45
49.01,345.42,11.83
49.19,346.85,12.52
48.89,344.44,12.06
49.17,346.72,12.35
49.25,347.37,12.71
49.14,346.48,13.41
49.17,346.71,13.36
48.55,341.81,13.24
48.69,342.93,14.02
48.05,337.82,14.21
47.12,330.40,15.01
47.96,337.09,14.96
46.94,329.04,15.57
47.41,332.75,15.93
47.90,336.66,16.27
47.33,332.09,16.57
47.40,332.63,16.50
47.28,331.72,16.81
46.57,326.11,17.58
46.71,327.16,17.93
47.88,336.46,18.22
46.22,323.26,18.53
45.97,321.28,18.87
47.22,331.22,19.23
45.70,319.19,19.53
45.36,316.50,19.48
46.20,323.17,19.77
44.80,312.01,20.13
45.25,315.62,20.42
45.58,318.21,21.20
45.64,318.73,21.06
45.75,319.61,21.42
45.49,317.53,22.07
44.89,312.76,21.95
44.17,307.07,22.25
40.98,280.75,22.12
38.01,255.94,22.19
36.69,244.89,22.19
36.48,243.12,22.19
16.57,6.74,22.14
16.01,0.00,21.68
15.96,0.00,21.74
16.00,0.00,21.44
15.95,0.00,21.59
16.02,0.00,21.15
15.93,0.00,20.37
15.93,0.00,20.43
16.01,0.00,20.15
15.97,0.00,19.79
15.96,0.00,19.53
15.97,0.00,19.07
15.99,0.00,18.72
16.01,0.00,18.41
15.94,0.00,18.07
15.97,0.00,17.71
15.96,0.00,17.46
15.97,0.00,17.51
15.99,0.00,16.81
15.99,0.00,16.86
15.96,0.00,16.52
15.94,0.00,15.84
15.94,0.00,15.40
15.95,0.00,15.02
15.97,0.00,14.68
15.95,0.00,14.33
15.93,0.00,13.54
15.98,0.00,13.24
15.94,0.00,12.90
15.96,0.00,12.54
15.99,0.00,11.83
15.94,0.00,11.48
16.01,0.00,11.94
15.94,0.00,11.25
15.99,0.00,10.89
15.98,0.00,10.63
15.93,0.00,9.77
15.99,0.00,9.87
15.98,0.00,9.53
15.95,0.00,9.58
16.02,0.00,9.22
16.00,0.00,8.54
15.93,0.00,8.10
15.96,0.00,7.79
15.99,0.00,7.44
16.00,0.00,7.50
15.99,0.00,6.89
15.96,0.00,6.53
15.96,0.00,6.09
16.01,0.00,5.97
15.94,0.00,5.99
15.91,0.00,5.97
15.96,0.00,5.97
15.99,0.00,5.92
